,SYMBOL,NAME OF COMPANY,cm01JUN2023bhav.csv
912,KHADIM,Khadim India Limited,0.2881844380403357
913,KHAICHEM,Khaitan Chemicals & Fertilizers Limited,0.35816618911174786
914,KHAITANLTD,Khaitan (India) Limited,-2.192564346997151
915,KHANDSE,Khandwala Securities Limited,
916,KICL,Kalyani Investment Company Limited,1.1912586263555702
917,KILITCH,Kilitch Drugs (India) Limited,
918,KIMS,Krishna Institute of Medical Sciences Limited,-1.4826002527509898
919,KINGFA,Kingfa Science & Technology (India) Limited,-0.7071331437754953
920,KIOCL,KIOCL Limited,0.8335504037509887
921,KIRIINDUS,Kiri Industries Limited,-0.10332357499569875
922,KIRLFER,Kirloskar Ferrous Industries Ltd,0.10262257696693014
923,KIRLOSBROS,Kirloskar Brothers Limited,4.44774554351624
924,KIRLOSENG,Kirloskar Oil Engines Limited,0.30864197530864196
925,KIRLOSIND,Kirloskar Industries Limited,1.7786296118830893
926,KIRLPNU,Kirloskar Pneumatic Company Limited,-0.03543586109141244
927,KITEX,Kitex Garments Limited,0.3522254242715228
928,KKCL,Kewal Kiran Clothing Limited,-0.07082152974503558
929,KMSUGAR,K.M.Sugar Mills Limited,-0.7575757575757549
930,KNRCON,KNR Constructions Limited,1.0524185387573342
931,KOHINOOR,Kohinoor Foods Limited,
932,KOKUYOCMLN,Kokuyo Camlin Limited,2.5510204081632653
933,KOLTEPATIL,Kolte - Patil Developers Limited,-0.9806926141587461
934,KOPRAN,Kopran Limited,0.6162828413882507
935,KOTAKBANK,Kotak Mahindra Bank Limited,-4.18497282001638
936,KOTARISUG,Kothari Sugars And Chemicals Limited,2.69922879177379
937,KOTHARIPET,Kothari Petrochemicals Limited,1.3964313421256656
938,KOTHARIPRO,Kothari Products Limited,0.6681514476614699
939,KOVAI,Kovai Medical Center and Hospital Limited,1.7242589429848119
940,KPIGREEN,KPI Green Energy Limited,0.38586515028432866
941,KPITTECH,KPIT Technologies Limited,3.504068482197451
942,KPRMILL,K.P.R. Mill Limited,0.20040080160320245
943,KRBL,KRBL Limited,1.7137373183438442
944,KREBSBIO,Krebs Biochemicals and Industries Limited,-0.9870918754745505
945,KRIDHANINF,Kridhan Infra Limited,4.255319148936174
946,KRISHANA,Krishana Phoschem Limited,-0.37870590781216185
947,KRITI,Kriti Industries (India) Limited,-0.2402691013935608
948,KRITIKA,Kritika Wires Limited,4.999999999999992
949,KRITINUT,Kriti Nutrients Limited,-0.96670247046186
950,KRSNAA,Krsnaa Diagnostics Limited,-4.056708514817661
951,KSB,Ksb Limited,-0.308546744831842
952,KSCL,Kaveri Seed Company Limited,0.21884014721973993
953,KSHITIJPOL,Kshitij Polyline Limited,2.232142857142857
954,KSL,Kalyani Steels Limited,0.8244640983360816
955,KSOLVES,Ksolves India Limited,6.8336990977810235
956,KTKBANK,The Karnataka Bank Limited,-0.5944517833553538
957,KUANTUM,Kuantum Papers Limited,0.19993335554813924
958,L&TFH,L&T Finance Holdings Limited,0.672107537205942
959,LAGNAM,Lagnam Spintex Limited,-0.8373205741626659
960,LAKPRE,Lakshmi Precision Screws Limited,
961,LAL,Lorenzini Apparels Limited,
962,LALPATHLAB,Dr. Lal Path Labs Ltd.,-1.357632996384571
963,LAMBODHARA,Lambodhara Textiles Limited,1.8607123870281765
964,LANDMARK,Landmark Cars Limited,-2.1692745376955904
965,LAOPALA,La Opala RG Limited,-0.2902940805250479
966,LASA,Lasa Supergenerics Limited,0.21052631578947667
967,LATENTVIEW,Latent View Analytics Limited,-0.7260334864424326
968,LAURUSLABS,Laurus Labs Limited,2.963410946477173
969,LAXMICOT,Laxmi Cotspin Limited,0.5194805194805269
970,LAXMIMACH,Lakshmi Machine Works Limited,0.4287236086128946
971,LCCINFOTEC,LCC Infotech Limited,-2.941176470588238
972,LEMONTREE,Lemon Tree Hotels Limited,-1.7717561229807222
973,LEXUS,Lexus Granito (India) Limited,-2.4505928853754897
974,LFIC,Lakshmi Finance & Industrial Corporation Limited,-2.5744759102611257
975,LGBBROSLTD,LG Balakrishnan & Bros Limited,-0.5605730302086578
976,LGBFORGE,LGB Forge Limited,2.5157232704402537
977,LIBAS,Libas Consumer Products Limited,-1.1811023622047132
978,LIBERTSHOE,Liberty Shoes Limited,1.51915455746368
979,LICHSGFIN,LIC Housing Finance Limited,1.37096774193549
980,LICI,Life Insurance Corporation Of India,0.3360497353608334
981,LIKHITHA,Likhitha Infrastructure Limited,-0.2975083674228169
982,LINC,Linc Limited,0.6390593047034765
983,LINCOLN,Lincoln Pharmaceuticals Limited,-0.13095861707700368
984,LINDEINDIA,Linde India Limited,0.9630453465446733
985,LODHA,Macrotech Developers Limited,2.4933541112842437
986,LOKESHMACH,Lokesh Machines Limited,0.1049317943336871
987,LOTUSEYE,Lotus Eye Hospital and Institute Limited,0.759144237405103
988,LOVABLE,Lovable Lingerie Limited,1.6377649325626231
989,LOYALTEX,Loyal Textile Mills Limited,1.9555419754029593
990,LPDC,Landmark Property Development Company Limited,0.0
991,LSIL,Lloyds Steels Industries Limited,2.1929824561403506
992,LT,Larsen & Toubro Limited,0.0974769342370771
993,LTIM,LTIMindtree Limited,-0.5821862996158662
994,LTTS,L&T Technology Services Limited,-0.1268255188316633
995,LUMAXIND,Lumax Industries Limited,-0.13145786775338505
996,LUMAXTECH,Lumax Auto Technologies Limited,3.6925142665323936
997,LUPIN,Lupin Limited,0.9509011808576727
998,LUXIND,Lux Industries Limited,1.6060462919225287
999,LXCHEM,Laxmi Organic Industries Limited,-0.13655872024971624
1000,LYKALABS,Lyka Labs Limited,1.05318588730911
1001,LYPSAGEMS,Lypsa Gems & Jewellery Limited,2.4096385542168584
1002,M&M,Mahindra & Mahindra Limited,-0.007581501137218276
1003,M&MFIN,Mahindra & Mahindra Financial Services Limited,3.42947590573338
1004,MAANALU,Maan Aluminium Limited,-0.2909090909090882
1005,MACPOWER,Macpower CNC Machines Limited,1.7223011363636243
1006,MADHAV,Madhav Marbles and Granites Limited,-2.2352941176470655
1007,MADHUCON,Madhucon Projects Limited,1.2048192771084292
1008,MADRASFERT,Madras Fertilizers Limited,0.4418262150220871
1009,MAGADSUGAR,Magadh Sugar & Energy Limited,0.33035099793530315
1010,MAGNUM,Magnum Ventures Limited,-3.165938864628812
1011,MAHABANK,Bank of Maharashtra,3.2948929159802307
1012,MAHAPEXLTD,Maha Rashtra Apex Corporation Limited,-2.9871977240398344
1013,MAHASTEEL,Mahamaya Steel Industries Limited,-0.6254886630179917
1014,MAHEPC,Mahindra EPC Irrigation Limited,0.8247422680412342
1015,MAHESHWARI,Maheshwari Logistics Limited,1.3350286077558768
1016,MAHINDCIE,Mahindra CIE Automotive Limited,1.5626719489380356
1017,MAHLIFE,Mahindra Lifespace Developers Limited,-2.2098833981121575
1018,MAHLOG,Mahindra Logistics Limited,1.0274923632324322
1019,MAHSCOOTER,Maharashtra Scooters Limited,0.19365884235048253
1020,MAHSEAMLES,Maharashtra Seamless Limited,-0.30090270812436554
1021,MAITHANALL,Maithan Alloys Limited,-1.458036984352776
1022,MALLCOM,Mallcom (India) Limited,0.21664259526718493
1023,MALUPAPER,Malu Paper Mills Limited,0.592592592592601
1024,MANAKALUCO,Manaksia Aluminium Company Limited,6.650831353919233
1025,MANAKCOAT,Manaksia Coated Metals & Industries Limited,2.0771513353115596
1026,MANAKSIA,Manaksia Limited,1.4401440144014435
1027,MANAKSTEEL,Manaksia Steels Limited,0.5479452054794599
1028,MANALIPETC,Manali Petrochemicals Limited,-0.07535795026374854
1029,MANAPPURAM,Manappuram Finance Limited,2.857142857142862
1030,MANGALAM,Mangalam Drugs And Organics Limited,-0.9056244041944735
1031,MANGCHEFER,Mangalore Chemicals & Fertilizers Limited,-0.964113551151571
1032,MANGLMCEM,Mangalam Cement Limited,-1.5731430424910875
1033,MANINDS,Man Industries (India) Limited,5.077983315197679
1034,MANINFRA,Man Infraconstruction Limited,-0.16268980477224043
1035,MANKIND,Mankind Pharma Limited,2.602941176470595
1036,MANOMAY,Manomay Tex India Limited,
1037,MANORAMA,Manorama Industries Limited,
1038,MANORG,Mangalam Organics Limited,-2.6924839596700276
1039,MANUGRAPH,Manugraph India Limited,-1.440922190201729
1040,MANYAVAR,Vedant Fashions Limited,-1.743689320388353
1041,MAPMYINDIA,C.E. Info Systems Limited,1.670280994786131
1042,MARALOVER,Maral Overseas Limited,-1.4058106841611997
1043,MARATHON,Marathon Nextgen Realty Limited,2.291242362525458
1044,MARICO,Marico Limited,2.439922659055336
1045,MARINE,Marine Electricals (India) Limited,-1.3091641490433004
1046,MARKSANS,Marksans Pharma Limited,-1.289566236811248
1047,MARSHALL,Marshall Machines Limited,-1.987224982256928
1048,MARUTI,Maruti Suzuki India Limited,-0.4205941693265311
1049,MASFIN,MAS Financial Services Limited,0.2580645161290292
1050,MASKINVEST,Mask Investments Limited,
1051,MASTEK,Mastek Limited,0.2942463887943282
1052,MATRIMONY,Matrimony.Com Limited,-0.7793668648561641
1053,MAWANASUG,Mawana Sugars Limited,-0.05202913631633419
1054,MAXHEALTH,Max Healthcare Institute Limited,-3.003003003003003
1055,MAXIND,Max India Limited,2.5967662910338127
1056,MAXVIL,Max Ventures and Industries Limited,2.084379708689104
1057,MAYURUNIQ,Mayur Uniquoters Ltd,-1.1603596069412527
1058,MAZDA,Mazda Limited,0.41464038904529865
1059,MAZDOCK,Mazagon Dock Shipbuilders Limited,0.8846820094036102
1060,MBAPL,Madhya Bharat Agro Products Limited,0.0242581062505017
1061,MBECL,Mcnally Bharat Engineering Company Limited,
1062,MBLINFRA,MBL Infrastructure Limited,
1063,MCDOWELL-N,United Spirits Limited,-0.8319185059422776
1064,MCL,Madhav Copper Limited,1.8739352640545048
1065,MCLEODRUSS,Mcleod Russel India Limited,1.041666666666663
1066,MCX,Multi Commodity Exchange of India Limited,1.3915134856553857
1067,MEDANTA,Global Health Limited,-0.8778593736811083
1068,MEDICAMEQ,Medicamen Biotech Limited,0.7549105834066223
1069,MEDICO,Medico Remedies Limited,-2.358225715889943
1070,MEDPLUS,Medplus Health Services Limited,-0.9975983742841336
1071,MEGASOFT,Megasoft Limited,-0.9090909090909005
1072,MEGASTAR,Megastar Foods Limited,0.6245779878460577
1073,MELSTAR,Melstar Information Technologies Limited,
1074,MENONBE,Menon Bearings Limited,0.1065719360568424
1075,MEP,MEP Infrastructure Developers Limited,5.599999999999994
1076,METALFORGE,Metalyst Forgings Limited,
1077,METROBRAND,Metro Brands Limited,1.3568521031207597
1078,METROPOLIS,Metropolis Healthcare Limited,0.4611305383699035
1079,MFL,Meghmani Finechem Limited,0.7612157857798486
1080,MFSL,Max Financial Services Limited,-0.47413488075860294
1081,MGEL,Mangalam Global Enterprise Limited,
1082,MGL,Mahanagar Gas Limited,1.0588012856872797
1083,MHLXMIRU,Mahalaxmi Rubtech Limited,-4.77240826147985
1084,MHRIL,Mahindra Holidays & Resorts India Limited,-1.6866688290625975
1085,MICEL,MIC Electronics Limited,
1086,MIDHANI,Mishra Dhatu Nigam Limited,3.669513039464569
1087,MINDACORP,Minda Corporation Limited,-0.36978341257264
1088,MINDTECK,Mindteck (India) Limited,-2.300242130750612
1089,MIRCELECTR,MIRC Electronics Limited,3.48837209302325
1090,MIRZAINT,Mirza International Limited,
1091,MITCON,MITCON Consultancy & Engineering Services Limited,0.6382978723404296
1092,MITTAL,Mittal Life Style Limited,1.8248175182481754
1093,MMFL,MM Forgings Limited,1.6311092725016334
1094,MMP,MMP Industries Limited,1.4497041420118275
1095,MMTC,MMTC Limited,0.16694490818030286
1096,MODIRUBBER,Modi Rubber Limited,
1097,MODISONLTD,MODISON LIMITED,-0.43446777697320377
1098,MOHITIND,Mohit Industries Limited,2.0202020202020248
1099,MOHOTAIND,Mohota Industries Limited,
1100,MOIL,MOIL Limited,2.6103770544634113
1101,MOKSH,Moksh Ornaments Limited,-0.4926108374384306
1102,MOL,Meghmani Organics Limited,0.3061849357011635
1103,MOLDTECH,Mold-Tek Technologies Limited,2.7731725697061007
1104,MOLDTKPAC,Mold-Tek Packaging Limited,2.5755640698169358
1105,MONARCH,Monarch Networth Capital Limited,0.6183527083848627
1106,MONTECARLO,Monte Carlo Fashions Limited,-2.99732603693799
1107,MORARJEE,Morarjee Textiles Limited,0.0
1108,MOREPENLAB,Morepen Laboratories Limited,2.1400778210116758
1109,MOTHERSON,Samvardhana Motherson International Limited,-0.1897533206831012
1110,MOTILALOFS,Motilal Oswal Financial Services Limited,0.26664575327426016
1111,MOTOGENFIN,The Motor & General Finance Limited,-1.2477718360071353
1112,MPHASIS,MphasiS Limited,1.5666332794000564
1113,MPSLTD,MPS Limited,1.9784257383767485
1114,MRF,MRF Limited,0.3657995899670573
1115,MRO-TEK,MRO-TEK Realty Limited,2.230843840931146
1116,MRPL,Mangalore Refinery and Petrochemicals Limited,-0.6111535523300315
1117,MSPL,MSP Steel & Power Limited,2.3809523809523725
1118,MSTCLTD,Mstc Limited,0.14662756598241952
1119,MSUMI,Motherson Sumi Wiring India Limited,0.4321521175453759
1120,MTARTECH,Mtar Technologies Limited,-1.655829625924649
1121,MTEDUCARE,MT Educare Limited,
1122,MTNL,Mahanagar Telephone Nigam Limited,1.0471204188481638
1123,MUKANDLTD,Mukand Limited,-0.32128514056225355
1124,MUKTAARTS,Mukta Arts Limited,-0.8823529411764761
1125,MUNJALAU,Munjal Auto Industries Limited,-1.2845849802371512
1126,MUNJALSHOW,Munjal Showa Limited,-1.335113484646195
1127,MURUDCERA,Murudeshwar Ceramics Limited,1.972872996300874
1128,MUTHOOTCAP,Muthoot Capital Services Limited,3.6155074778568284
1129,MUTHOOTFIN,Muthoot Finance Limited,0.9457642312864146
1130,NACLIND,NACL Industries Limited,-1.3119533527696876
1131,NAGAFERT,Nagarjuna Fertilizers and Chemicals Limited,2.3696682464454977
1132,NAGREEKCAP,Nagreeka Capital & Infrastructure Limited,-2.9702970297029596
1133,NAGREEKEXP,Nagreeka Exports Limited,0.4750593824227927
1134,NAHARCAP,Nahar Capital and Financial Services Limited,-0.5086285195276938
1135,NAHARINDUS,Nahar Industrial Enterprises Limited,-0.37523452157597703
1136,NAHARPOLY,Nahar Poly Films Limited,-0.20234722784297854
1137,NAHARSPING,Nahar Spinning Mills Limited,0.8427504309519206
1138,NAM-INDIA,Nippon Life India Asset Management Limited,-0.760760760760763
1139,NARMADA,Narmada Agrobase Limited,-0.7389162561576459
1140,NATCOPHARM,Natco Pharma Limited,0.6706528765352442
1141,NATHBIOGEN,Nath Bio-Genes (India) Limited,0.3594967046135376
1142,NATIONALUM,National Aluminium Company Limited,-1.2529832935560825
1143,NATNLSTEEL,National Steel And Agro Industries Limited,
1144,NAUKRI,Info Edge (India) Limited,3.554377308933803
1145,NAVA,NAVA LIMITED,-0.3323639385126643
1146,NAVINFLUOR,Navin Fluorine International Limited,-1.5615956785492349
1147,NAVKARCORP,Navkar Corporation Limited,1.890189018901898
1148,NAVNETEDUL,Navneet Education Limited,1.9417475728155387
1149,NAZARA,Nazara Technologies Limited,-1.5677404258638103
1150,NBCC,NBCC (India) Limited,2.0070838252656467
1151,NBIFIN,N. B. I. Industrial Finance Company Limited,0.19158375907502934
1152,NCC,NCC Limited,3.1446540880503147
1153,NCLIND,NCL Industries Limited,-0.6799163179916229
1154,NDGL,Naga Dhunseri Group Limited,
1155,NDL,Nandan Denim Limited,-0.2386634844868769
1156,NDLVENTURE,NDL Ventures Limited,0.08385744234800362
1157,NDRAUTO,Ndr Auto Components Limited,2.1296182643917896
1158,NDTV,New Delhi Television Limited,1.303068516183268
1159,NECCLTD,North Eastern Carrying Corporation Limited,0.7075471698113308
1160,NECLIFE,Nectar Lifesciences Limited,0.8902077151335227
1161,NELCAST,Nelcast Limited,-1.339764201500536
1162,NELCO,NELCO Limited,0.6144890038809943
1163,NEOGEN,Neogen Chemicals Limited,-2.3783615731385046
1164,NESCO,Nesco Limited,1.073758982406872
1165,NESTLEIND,Nestle India Limited,0.9283397391236174
1166,NETWORK18,Network18 Media & Investments Limited,6.2805872756933265
1167,NEULANDLAB,Neuland Laboratories Limited,-0.3404146869823206
1168,NEWGEN,Newgen Software Technologies Limited,3.1436186892442883
1169,NEXTMEDIA,Next Mediaworks Limited,4.761904761904762
1170,NFL,National Fertilizers Limited,1.4992503748125936
1171,NGIL,Nakoda Group of Industries Limited,-0.19102196752626824
1172,NGLFINE,NGL Fine-Chem Limited,0.9899651991755983
1173,NH,Narayana Hrudayalaya Ltd.,1.9195254351110838
1174,NHPC,NHPC Limited,0.0
1175,NIACL,The New India Assurance Company Limited,0.5046257359125267
1176,NIBL,NRB Industrial Bearings Limited,-2.7247956403269753
1177,NIITLTD,NIIT Limited,0.7367632367632482
1178,NILAINFRA,Nila Infrastructures Limited,0.0
1179,NILASPACES,Nila Spaces Limited,0.0
1180,NILKAMAL,Nilkamal Limited,1.0009119419915924
1181,NINSYS,NINtec Systems Limited,4.999999999999997
1182,NIPPOBATRY,Indo-National Limited,0.7930887976207368
1183,NIRAJ,Niraj Cement Structurals Limited,4.273504273504273
1184,NIRAJISPAT,Niraj Ispat Industries Limited,
1185,NITCO,Nitco Limited,-0.27777777777778173
1186,NITINSPIN,Nitin Spinners Limited,-4.093792043052077
1187,NITIRAJ,Nitiraj Engineers Limited,2.5930851063829823
1188,NKIND,NK Industries Limited,1.9950124688279232
1189,NLCINDIA,NLC India Limited,-1.1621764395140077
1190,NMDC,NMDC Limited,0.09363295880150611
1191,NOCIL,NOCIL Limited,2.659695385314855
1192,NOIDATOLL,Noida Toll Bridge Company Limited,0.0
1193,NORBTEAEXP,Norben Tea & Exports Limited,-3.08641975308642
1194,NOVARTIND,Novartis India Limited,0.714791224345358
1195,NRAIL,N R Agarwal Industries Limited,-0.6962576153176675
1196,NRBBEARING,NRB Bearing Limited,7.451102142191865
1197,NRL,Nupur Recyclers Limited,0.8102345415778275
1198,NSIL,Nalwa Sons Investments Limited,0.5505959124484566
1199,NSLNISP,NMDC Steel Limited,1.8306636155606342
1200,NTPC,NTPC Limited,0.31636468219730307
1201,NUCLEUS,Nucleus Software Exports Limited,9.99557717823972
1202,NURECA,Nureca Limited,19.993662864385286
1203,NUVOCO,Nuvoco Vistas Corporation Limited,1.1368669717998001
1204,NYKAA,FSN E-Commerce Ventures Limited,0.8796481407437093
1205,OAL,Oriental Aromatics Limited,1.530977249964236
1206,OBCL,Orissa Bengal Carrier Limited,-0.8372093023255867
1207,OBEROIRLTY,Oberoi Realty Limited,1.0529143164114911
1208,OCCL,Oriental Carbon & Chemicals Limited,-1.150785822318669
1209,OFSS,Oracle Financial Services Software Limited,-0.4692316160281739
1210,OIL,Oil India Limited,-1.1661807580174928
1211,OILCOUNTUB,Oil Country Tubular Limited,0.33898305084746244
1212,OLECTRA,Olectra Greentech Limited,3.688580372941324
1213,OMAXAUTO,Omax Autos Limited,
1214,OMAXE,Omaxe Limited,-0.7936507936507908
1215,OMINFRAL,OM INFRA LIMITED,2.5485436893203812
1216,OMKARCHEM,Omkar Speciality Chemicals Limited,
1217,ONELIFECAP,Onelife Capital Advisors Limited,2.6086956521739193
1218,ONEPOINT,One Point One Solutions Limited,1.1135857461024499
1219,ONGC,Oil & Natural Gas Corporation Limited,-0.8069722401549387
1220,ONMOBILE,OnMobile Global Limited,0.606877950101131
1221,ONWARDTEC,Onward Technologies Limited,2.4016518148228543
1222,OPTIEMUS,Optiemus Infracom Limited,0.43020004302000436
1223,ORBTEXP,Orbit Exports Limited,-2.2409873335498465
1224,ORCHPHARMA,Orchid Pharma Limited,
1225,ORICONENT,Oricon Enterprises Limited,1.0869565217391304
1226,ORIENTABRA,Orient Abrasives Limited,0.8849557522123894
1227,ORIENTALTL,Oriental Trimex Limited,-2.91970802919707
1228,ORIENTBELL,Orient Bell Limited,-0.5508072174738798
1229,ORIENTCEM,Orient Cement Limited,1.6467065868263604
1230,ORIENTELEC,Orient Electric Limited,0.8375209380234505
1231,ORIENTHOT,Oriental Hotels Limited,0.9518477043673108
1232,ORIENTLTD,Orient Press Limited,-0.08230452674896652
1233,ORIENTPPR,Orient Paper & Industries Limited,0.0
1234,ORISSAMINE,The Orissa Minerals Development Company Limited,0.2928037839258128
1235,ORTEL,Ortel Communications Limited,
1236,ORTINLAB,Ortin Laboratories Limited,1.0498687664041957
1237,OSIAHYPER,Osia Hyper Retail Limited,-5.007153075822603
1238,OSWALAGRO,Oswal Agro Mills Limited,0.7874015748031495
1239,OSWALSEEDS,ShreeOswal Seeds And Chemicals Limited,2.7228051534068274
1240,PAGEIND,Page Industries Limited,0.9227440416859437
1241,PAISALO,Paisalo Digital Limited,-0.7359705611775503
1242,PALASHSECU,Palash Securities Limited,0.5544354838709649
1243,PALREDTEC,Palred Technologies Limited,-2.33918128654972
1244,PANACEABIO,Panacea Biotec Limited,-0.21285653469561516
1245,PANACHE,Panache Digilife Limited,-2.8974158183241996
1246,PANAMAPET,Panama Petrochem Limited,0.37647902474005435
1247,PANSARI,Pansari Developers Limited,-3.913043478260864
1248,PAR,Par Drugs And Chemicals Limited,0.8778346744696331
1249,PARACABLES,Paramount Communications Limited,0.13210039630118137
1250,PARADEEP,Paradeep Phosphates Limited,1.3901760889712698
1251,PARAGMILK,Parag Milk Foods Limited,1.1122345803842206
1252,PARAS,Paras Defence and Space Technologies Limited,0.2506516944054542
1253,PARASPETRO,Paras Petrofils Limited,
1254,PARSVNATH,Parsvnath Developers Limited,0.0
1255,PASUPTAC,Pasupati Acrylon Limited,4.6551724137931085
1256,PATANJALI,Patanjali Foods Limited,
1257,PATELENG,Patel Engineering Limited,
1258,PATINTLOG,Patel Integrated Logistics Limited,3.2653061224489828
1259,PAYTM,One 97 Communications Limited,0.6596400659640098
1260,PCBL,PCBL LIMITED,0.9523809523809608
1261,PCJEWELLER,PC Jeweller Limited,3.6170212765957506
1262,PDMJEPAPER,Pudumjee Paper Products Limited,0.6009615384615384
1263,PDPL,Parenteral Drugs (India) Limited,
1264,PDSL,PDS Limited,0.728343406167681
1265,PEARLPOLY,Pearl Polymers Limited,1.160092807424594
1266,PEL,Piramal Enterprises Limited,1.452188006482988
1267,PENIND,Pennar Industries Limited,-0.7256894049346879
1268,PENINLAND,Peninsula Land Limited,4.825737265415561
1269,PERSISTENT,Persistent Systems Limited,0.683092013078008
1270,PETRONET,Petronet LNG Limited,-1.1512065530219147
1271,PFC,Power Finance Corporation Limited,0.43859649122806077
1272,PFIZER,Pfizer Limited,0.2512695029862968
1273,PFOCUS,Prime Focus Limited,6.474428726877028
1274,PFS,PTC India Financial Services Limited,3.125
1275,PGEL,PG Electroplast Limited,0.8622783580276929
1276,PGHH,Procter & Gamble Hygiene and Health Care Limited,0.6714559174593348
1277,PGHL,Procter & Gamble Health Limited,-0.19295245918863405
1278,PGIL,Pearl Global Industries Limited,2.406871067612118
1279,PHOENIXLTD,The Phoenix Mills Limited,1.5745347965373961
1280,PIDILITIND,Pidilite Industries Limited,1.6757098759514648
1281,PIIND,PI Industries Limited,-2.6888409643884095
1282,PILANIINVS,Pilani Investment and Industries Corporation Limited,-0.9931887872784975
1283,PILITA,PIL ITALICA LIFESTYLE LIMITED,0.0
1284,PIONEEREMB,Pioneer Embroideries Limited,-1.7173051519154519
1285,PITTIENG,Pitti Engineering Limited,-0.05661712668081773
1286,PIXTRANS,Pix Transmissions Limited,1.3692377909630304
1287,PKTEA,The Peria Karamalai Tea & Produce Company Limited,
1288,PLASTIBLEN,Plastiblends India Limited,-1.1123470522803114
1289,PNB,Punjab National Bank,-0.28929604628736466
1290,PNBGILTS,PNB Gilts Limited,2.000000000000005
1291,PNBHOUSING,PNB Housing Finance Limited,6.2246412666996624
1292,PNC,Pritish Nandy Communications Limited,-1.2030075187969882
1293,PNCINFRA,PNC Infratech Limited,-0.9079324625676859
1294,POCL,Pondy Oxides & Chemicals Limited,-2.657646774583233
1295,PODDARHOUS,Poddar Housing and Development Limited,3.0902945436986995
1296,PODDARMENT,Poddar Pigments Limited,1.66270783847981
1297,POKARNA,Pokarna Limited,-4.467680608365017
1298,POLICYBZR,PB Fintech Limited,-1.2129713672745313
1299,POLYCAB,Polycab India Limited,1.7204615159924082
1300,POLYMED,Poly Medicure Limited,-0.21531836358042747
1301,POLYPLEX,Polyplex Corporation Limited,-0.9729490675904803
1302,PONNIERODE,Ponni Sugars (Erode) Limited,0.5028365136668356
1303,POONAWALLA,Poonawalla Fincorp Limited,-0.5784526391901663
1304,POWERGRID,Power Grid Corporation of India Limited,-0.3634808638015798
1305,POWERINDIA,Hitachi Energy India Limited,1.4259901987547055
1306,POWERMECH,Power Mech Projects Limited,1.3767819492085471
1307,PPAP,PPAP Automotive Limited,0.33292978208233137
1308,PPL,Prakash Pipes Limited,0.458295142071494
1309,PPLPHARMA,Piramal Pharma Limited,-0.430239704978481
1310,PRAENG,Prajay Engineers Syndicate Limited,3.396226415094334
1311,PRAJIND,Praj Industries Limited,-1.4987933443414143
1312,PRAKASH,Prakash Industries Limited,-1.4634146341463392
1313,PRAKASHSTL,Prakash Steelage Limited,0.0
1314,PRAXIS,Praxis Home Retail Limited,-7.299270072992702
1315,PRECAM,Precision Camshafts Limited,1.3743455497382162
1316,PRECOT,Precot Limited,-2.0226537216828477
1317,PRECWIRE,Precision Wires India Limited,1.786814540973492
1318,PREMEXPLN,Premier Explosives Limited,-1.1770300796575883
1319,PREMIER,Premier Limited,
1320,PREMIERPOL,Premier Polyfilm Limited,1.345291479820631
1321,PRESSMN,Pressman Advertising Limited,-1.1726078799249533
1322,PRESTIGE,Prestige Estates Projects Limited,0.8898085876875347
1323,PRICOLLTD,Pricol Limited,-0.7956989247311804
1324,PRIMESECU,Prime Securities Limited,1.2462397937258296
1325,PRINCEPIPE,Prince Pipes And Fittings Limited,1.3321703274918866
1326,PRITI,Priti International Limited,-2.376180933295165
1327,PRITIKAUTO,Pritika Auto Industries Limited,0.8955223880596931
1328,PRIVISCL,Privi Speciality Chemicals Limited,1.7785144700295796
1329,PROZONINTU,Prozone Intu Properties Limited,0.4301075268817265
1330,PRSMJOHNSN,Prism Johnson Limited,1.4049586776859528
1331,PRUDENT,Prudent Corporate Advisory Services Limited,3.6970095300690105
1332,PSB,Punjab & Sind Bank,4.031007751937976
1333,PSPPROJECT,PSP Projects Limited,0.2928257686676459
1334,PTC,PTC India Limited,1.5045135406218655
1335,PTL,PTL Enterprises Limited,-0.9230769230769144
1336,PUNJABCHEM,Punjab Chemicals & Crop Protection Limited,0.5588386433710204
1337,PURVA,Puravankara Limited,5.05415162454874
1338,PVP,PVP Ventures Limited,4.954954954954961
1339,PVRINOX,PVR INOX Limited,0.060055816582480416
1340,QUESS,Quess Corp Limited,1.8237831176832968
1341,QUICKHEAL,Quick Heal Technologies Limited,1.595179014533853
1342,QUINTEGRA,Quintegra Solutions Limited,
1343,RACE,Race Eco Chain Limited,-0.02103934357248532
1344,RADAAN,Radaan Mediaworks India Limited,
1345,RADHIKAJWE,Radhika Jeweltech Limited,1.7167381974248763
1346,RADIANTCMS,Radiant Cash Management Services Limited,-0.4308023694130226
1347,RADICO,Radico Khaitan Limited,0.38507615950710256
1348,RADIOCITY,Music Broadcast Limited,1.8018018018018116
1349,RAILTEL,Railtel Corporation Of India Limited,0.08456659619449837
1350,RAIN,Rain Industries Limited,-0.32765399737876805
1351,RAINBOW,Rainbow Childrens Medicare Limited,-2.9768523198220898
1352,RAJESHEXPO,Rajesh Exports Limited,-0.5131436802304686
1353,RAJMET,Rajnandini Metal Limited,-0.5291005291005179
1354,RAJRATAN,Rajratan Global Wire Limited,0.10439094408559463
1355,RAJRILTD,Raj Rayon Industries Limited,
1356,RAJSREESUG,Rajshree Sugars & Chemicals Limited,-0.39787798408489566
1357,RAJTV,Raj Television Network Limited,8.65168539325843
