,SYMBOL,NAME OF COMPANY,cm01NOV2023bhav.csv
925,KIRLOSIND,Kirloskar Industries Limited,-0.6617052256916298
926,KIRLPNU,Kirloskar Pneumatic Company Limited,-0.7092835338480754
927,KITEX,Kitex Garments Limited,-0.5712866368604101
928,KKCL,Kewal Kiran Clothing Limited,0.9135120925341806
929,KMSUGAR,K.M.Sugar Mills Limited,-2.571860816944007
930,KNRCON,KNR Constructions Limited,0.8145482098882493
931,KOHINOOR,Kohinoor Foods Limited,-2.325581395348822
932,KOKUYOCMLN,Kokuyo Camlin Limited,
933,KOLTEPATIL,Kolte - Patil Developers Limited,1.0316798666110856
934,KOPRAN,Kopran Limited,-1.5964523281596428
935,KOTAKBANK,Kotak Mahindra Bank Limited,-0.8623663332183512
936,KOTARISUG,Kothari Sugars And Chemicals Limited,
937,KOTHARIPET,Kothari Petrochemicals Limited,-1.9683519876495648
938,KOTHARIPRO,Kothari Products Limited,-0.6825938566552877
939,KOVAI,Kovai Medical Center and Hospital Limited,
940,KPIGREEN,KPI Green Energy Limited,0.19524100061013092
941,KPITTECH,KPIT Technologies Limited,-0.3038889573323515
942,KPRMILL,K.P.R. Mill Limited,-0.7018197627476527
943,KRBL,KRBL Limited,-0.9159034138218183
944,KREBSBIO,Krebs Biochemicals and Industries Limited,3.045685279187809
945,KRIDHANINF,Kridhan Infra Limited,
946,KRISHANA,Krishana Phoschem Limited,-0.02030869212022053
947,KRITI,Kriti Industries (India) Limited,0.3198294243070332
948,KRITIKA,Kritika Wires Limited,
949,KRITINUT,Kriti Nutrients Limited,
950,KRSNAA,Krsnaa Diagnostics Limited,-0.2140258257829778
951,KSB,Ksb Limited,-2.111640972040766
952,KSCL,Kaveri Seed Company Limited,-1.972035884587397
953,KSHITIJPOL,Kshitij Polyline Limited,
954,KSL,Kalyani Steels Limited,-2.101023296320495
955,KSOLVES,Ksolves India Limited,
956,KTKBANK,The Karnataka Bank Limited,2.2212543554006947
957,KUANTUM,Kuantum Papers Limited,-0.14413375612568466
958,L&TFH,L&T Finance Holdings Limited,-0.8646616541353427
959,LAGNAM,Lagnam Spintex Limited,-2.666666666666675
960,LAKPRE,Lakshmi Precision Screws Limited,
961,LAL,Lorenzini Apparels Limited,
962,LALPATHLAB,Dr. Lal Path Labs Ltd.,-1.5914351851851853
963,LAMBODHARA,Lambodhara Textiles Limited,0.0
964,LANDMARK,Landmark Cars Limited,-1.6535322262876442
965,LAOPALA,La Opala RG Limited,0.41312559017941447
966,LASA,Lasa Supergenerics Limited,
967,LATENTVIEW,Latent View Analytics Limited,0.6279040562602035
968,LAURUSLABS,Laurus Labs Limited,-0.7878369039391908
969,LAXMICOT,Laxmi Cotspin Limited,-4.631578947368427
970,LAXMIMACH,Lakshmi Machine Works Limited,-1.3404927257442765
971,LCCINFOTEC,LCC Infotech Limited,
972,LEMONTREE,Lemon Tree Hotels Limited,-2.6399635867091416
973,LEXUS,Lexus Granito (India) Limited,
974,LFIC,Lakshmi Finance & Industrial Corporation Limited,2.2750775594622423
975,LGBBROSLTD,LG Balakrishnan & Bros Limited,2.217003287928596
976,LGBFORGE,LGB Forge Limited,-0.5405405405405482
977,LIBAS,Libas Consumer Products Limited,-1.4440433212996338
978,LIBERTSHOE,Liberty Shoes Limited,-3.449382319910156
979,LICHSGFIN,LIC Housing Finance Limited,-0.4028745644599229
980,LICI,Life Insurance Corporation Of India,-0.37359900373599003
981,LIKHITHA,Likhitha Infrastructure Limited,-2.0159946684438554
982,LINC,Linc Limited,0.34597800568393283
983,LINCOLN,Lincoln Pharmaceuticals Limited,-0.21177894312222897
984,LINDEINDIA,Linde India Limited,-0.6447254287048867
985,LODHA,Macrotech Developers Limited,2.062968135076806
986,LOKESHMACH,Lokesh Machines Limited,2.3407286790148585
987,LOTUSEYE,Lotus Eye Hospital and Institute Limited,6.257668711656435
988,LOVABLE,Lovable Lingerie Limited,-1.0321100917431365
989,LOYALTEX,Loyal Textile Mills Limited,0.2824630780405133
990,LPDC,Landmark Property Development Company Limited,
991,LSIL,Lloyds Steels Industries Limited,
992,LT,Larsen & Toubro Limited,-1.1522507297587954
993,LTIM,LTIMindtree Limited,-1.2192712038573992
994,LTTS,L&T Technology Services Limited,-0.5051711371724661
995,LUMAXIND,Lumax Industries Limited,-0.02091126652570079
996,LUMAXTECH,Lumax Auto Technologies Limited,1.2749681257968553
997,LUPIN,Lupin Limited,0.4077471967380143
998,LUXIND,Lux Industries Limited,-1.3189712024620797
999,LXCHEM,Laxmi Organic Industries Limited,-1.4067995310668209
1000,LYKALABS,Lyka Labs Limited,-1.5873015873015872
1001,LYPSAGEMS,Lypsa Gems & Jewellery Limited,
1002,M&M,Mahindra & Mahindra Limited,-0.27423556835321544
1003,M&MFIN,Mahindra & Mahindra Financial Services Limited,0.6317505604238889
1004,MAANALU,Maan Aluminium Limited,4.067423964822288
1005,MACPOWER,Macpower CNC Machines Limited,
1006,MADHAV,Madhav Marbles and Granites Limited,-3.0947775628626717
1007,MADHUCON,Madhucon Projects Limited,4.424778761061947
1008,MADRASFERT,Madras Fertilizers Limited,-2.924704418170497
1009,MAGADSUGAR,Magadh Sugar & Energy Limited,-1.1801573543139117
1010,MAGNUM,Magnum Ventures Limited,
1011,MAHABANK,Bank of Maharashtra,-0.9580838323353259
1012,MAHAPEXLTD,Maha Rashtra Apex Corporation Limited,1.7487508922198551
1013,MAHASTEEL,Mahamaya Steel Industries Limited,-2.0527859237536656
1014,MAHEPC,Mahindra EPC Irrigation Limited,-0.1750547045951885
1015,MAHESHWARI,Maheshwari Logistics Limited,0.11723329425557859
1016,MAHINDCIE,Mahindra CIE Automotive Limited,
1017,MAHLIFE,Mahindra Lifespace Developers Limited,-2.5364164204950685
1018,MAHLOG,Mahindra Logistics Limited,0.6288409318279229
1019,MAHSCOOTER,Maharashtra Scooters Limited,0.9568075429102643
1020,MAHSEAMLES,Maharashtra Seamless Limited,-1.1637630662020937
1021,MAITHANALL,Maithan Alloys Limited,-1.786404016994968
1022,MALLCOM,Mallcom (India) Limited,0.8071624066428581
1023,MALUPAPER,Malu Paper Mills Limited,2.2818791946308763
1024,MANAKALUCO,Manaksia Aluminium Company Limited,-2.952755905511811
1025,MANAKCOAT,Manaksia Coated Metals & Industries Limited,
1026,MANAKSIA,Manaksia Limited,-0.5522827687776141
1027,MANAKSTEEL,Manaksia Steels Limited,1.298701298701292
1028,MANALIPETC,Manali Petrochemicals Limited,-1.539589442815245
1029,MANAPPURAM,Manappuram Finance Limited,-0.9457984721716864
1030,MANGALAM,Mangalam Drugs And Organics Limited,-1.9445794846864366
1031,MANGCHEFER,Mangalore Chemicals & Fertilizers Limited,1.5716210148181409
1032,MANGLMCEM,Mangalam Cement Limited,4.5489102889001485
1033,MANINDS,Man Industries (India) Limited,3.8886433937251357
1034,MANINFRA,Man Infraconstruction Limited,0.4337671004337709
1035,MANKIND,Mankind Pharma Limited,0.11771123424535355
1036,MANOMAY,Manomay Tex India Limited,-1.1391375101708752
1037,MANORAMA,Manorama Industries Limited,2.2663942039754867
1038,MANORG,Mangalam Organics Limited,3.193968471555854
1039,MANUGRAPH,Manugraph India Limited,
1040,MANYAVAR,Vedant Fashions Limited,0.23217118755562433
1041,MAPMYINDIA,C.E. Info Systems Limited,1.471506073263243
1042,MARALOVER,Maral Overseas Limited,6.163328197226502
1043,MARATHON,Marathon Nextgen Realty Limited,4.711246200607894
1044,MARICO,Marico Limited,-0.27956388034665924
1045,MARINE,Marine Electricals (India) Limited,
1046,MARKSANS,Marksans Pharma Limited,3.410705826622462
1047,MARSHALL,Marshall Machines Limited,-2.684563758389264
1048,MARUTI,Maruti Suzuki India Limited,-1.5833838515054346
1049,MASFIN,MAS Financial Services Limited,4.390967153284672
1050,MASKINVEST,Mask Investments Limited,
1051,MASTEK,Mastek Limited,-0.1901700210545504
1052,MATRIMONY,Matrimony.Com Limited,-0.293027665258973
1053,MAWANASUG,Mawana Sugars Limited,-1.2012012012012039
1054,MAXHEALTH,Max Healthcare Institute Limited,0.4705882352941256
1055,MAXIND,Max India Limited,-1.2350035285815104
1056,MAXVIL,Max Ventures and Industries Limited,
1057,MAYURUNIQ,Mayur Uniquoters Ltd,0.1337792642140555
1058,MAZDA,Mazda Limited,9.99477554957199
1059,MAZDOCK,Mazagon Dock Shipbuilders Limited,-2.3489932885906066
1060,MBAPL,Madhya Bharat Agro Products Limited,-0.4835751208937954
1061,MBECL,Mcnally Bharat Engineering Company Limited,
1062,MBLINFRA,MBL Infrastructure Limited,4.864091559370517
1063,MCDOWELL-N,United Spirits Limited,1.3030420461150982
1064,MCL,Madhav Copper Limited,
1065,MCLEODRUSS,Mcleod Russel India Limited,
1066,MCX,Multi Commodity Exchange of India Limited,2.4432622592131716
1067,MEDANTA,Global Health Limited,1.911802192199847
1068,MEDICAMEQ,Medicamen Biotech Limited,1.8604292110544933
1069,MEDICO,Medico Remedies Limited,1.9463087248322186
1070,MEDPLUS,Medplus Health Services Limited,0.6507455142784909
1071,MEGASOFT,Megasoft Limited,
1072,MEGASTAR,Megastar Foods Limited,0.13872030518466352
1073,MELSTAR,Melstar Information Technologies Limited,
1074,MENONBE,Menon Bearings Limited,-2.121834360027375
1075,MEP,MEP Infrastructure Developers Limited,0.0
1076,METALFORGE,Metalyst Forgings Limited,
1077,METROBRAND,Metro Brands Limited,-0.968421052631579
1078,METROPOLIS,Metropolis Healthcare Limited,0.8040129495890964
1079,MFL,Meghmani Finechem Limited,
1080,MFSL,Max Financial Services Limited,-3.3147358057105425
1081,MGEL,Mangalam Global Enterprise Limited,0.31055900621116245
1082,MGL,Mahanagar Gas Limited,-2.750871755133678
1083,MHLXMIRU,Mahalaxmi Rubtech Limited,7.003891050583658
1084,MHRIL,Mahindra Holidays & Resorts India Limited,-0.11296598468684459
1085,MICEL,MIC Electronics Limited,-5.0198150594451745
1086,MIDHANI,Mishra Dhatu Nigam Limited,0.4815612723355664
1087,MINDACORP,Minda Corporation Limited,4.112952731737255
1088,MINDTECK,Mindteck (India) Limited,6.553041434028802
1089,MIRCELECTR,MIRC Electronics Limited,
1090,MIRZAINT,Mirza International Limited,-0.21482277121373647
1091,MITCON,MITCON Consultancy & Engineering Services Limited,1.1583011583011473
1092,MITTAL,Mittal Life Style Limited,-90.21739130434781
1093,MMFL,MM Forgings Limited,-1.1379964365768251
1094,MMP,MMP Industries Limited,0.23674242424242425
1095,MMTC,MMTC Limited,-2.810516772438798
1096,MODIRUBBER,Modi Rubber Limited,
1097,MODISONLTD,MODISON LIMITED,
1098,MOHITIND,Mohit Industries Limited,
1099,MOHOTAIND,Mohota Industries Limited,
1100,MOIL,MOIL Limited,-1.5092712376024149
1101,MOKSH,Moksh Ornaments Limited,
1102,MOL,Meghmani Organics Limited,1.0190217391304348
1103,MOLDTECH,Mold-Tek Technologies Limited,-3.694449402106003
1104,MOLDTKPAC,Mold-Tek Packaging Limited,-0.29193801931282537
1105,MONARCH,Monarch Networth Capital Limited,1.107011070110701
1106,MONTECARLO,Monte Carlo Fashions Limited,0.0
1107,MORARJEE,Morarjee Textiles Limited,1.6771488469601616
1108,MOREPENLAB,Morepen Laboratories Limited,0.8995502248875477
1109,MOTHERSON,Samvardhana Motherson International Limited,-0.05437737901032861
1110,MOTILALOFS,Motilal Oswal Financial Services Limited,-2.336110977313232
1111,MOTOGENFIN,The Motor & General Finance Limited,
1112,MPHASIS,MphasiS Limited,0.883017801638881
1113,MPSLTD,MPS Limited,0.8500406393931151
1114,MRF,MRF Limited,0.264086620411495
1115,MRO-TEK,MRO-TEK Realty Limited,2.204585537918871
1116,MRPL,Mangalore Refinery and Petrochemicals Limited,0.1928640308582477
1117,MSPL,MSP Steel & Power Limited,
1118,MSTCLTD,Mstc Limited,-0.8707452222096497
1119,MSUMI,Motherson Sumi Wiring India Limited,-1.4178482068390348
1120,MTARTECH,Mtar Technologies Limited,2.111650983045288
1121,MTEDUCARE,MT Educare Limited,
1122,MTNL,Mahanagar Telephone Nigam Limited,-0.8992805755395683
1123,MUKANDLTD,Mukand Limited,-1.9502988361119813
1124,MUKTAARTS,Mukta Arts Limited,
1125,MUNJALAU,Munjal Auto Industries Limited,-1.4111006585136407
1126,MUNJALSHOW,Munjal Showa Limited,0.1850481125092524
1127,MURUDCERA,Murudeshwar Ceramics Limited,
1128,MUTHOOTCAP,Muthoot Capital Services Limited,-1.0090817356205852
1129,MUTHOOTFIN,Muthoot Finance Limited,0.1463001463001358
1130,NACLIND,NACL Industries Limited,-3.273213092852356
1131,NAGAFERT,Nagarjuna Fertilizers and Chemicals Limited,0.0
1132,NAGREEKCAP,Nagreeka Capital & Infrastructure Limited,8.777429467084653
1133,NAGREEKEXP,Nagreeka Exports Limited,4.901960784313726
1134,NAHARCAP,Nahar Capital and Financial Services Limited,1.4664804469273902
1135,NAHARINDUS,Nahar Industrial Enterprises Limited,-1.1588785046729058
1136,NAHARPOLY,Nahar Poly Films Limited,-1.5742642026009661
1137,NAHARSPING,Nahar Spinning Mills Limited,-2.499094530967053
1138,NAM-INDIA,Nippon Life India Asset Management Limited,-1.9287265295695522
1139,NARMADA,Narmada Agrobase Limited,1.0638297872340388
1140,NATCOPHARM,Natco Pharma Limited,-7.346785781220724
1141,NATHBIOGEN,Nath Bio-Genes (India) Limited,-0.26723677177979693
1142,NATIONALUM,National Aluminium Company Limited,-0.5420054200542005
1143,NATNLSTEEL,National Steel And Agro Industries Limited,
1144,NAUKRI,Info Edge (India) Limited,0.30360531309297023
1145,NAVA,NAVA LIMITED,-1.2472753693388174
1146,NAVINFLUOR,Navin Fluorine International Limited,1.207009379771686
1147,NAVKARCORP,Navkar Corporation Limited,0.0
1148,NAVNETEDUL,Navneet Education Limited,-1.5166501813386162
1149,NAZARA,Nazara Technologies Limited,0.01234720335844212
1150,NBCC,NBCC (India) Limited,0.5335365853658667
1151,NBIFIN,N. B. I. Industrial Finance Company Limited,0.06090310605840634
1152,NCC,NCC Limited,-2.284527518172366
1153,NCLIND,NCL Industries Limited,1.5711868503746678
1154,NDGL,Naga Dhunseri Group Limited,-0.17254859669461842
1155,NDL,Nandan Denim Limited,-0.8869179600886887
1156,NDLVENTURE,NDL Ventures Limited,
1157,NDRAUTO,Ndr Auto Components Limited,
1158,NDTV,New Delhi Television Limited,-0.5894413121476195
1159,NECCLTD,North Eastern Carrying Corporation Limited,-3.7190082644628046
1160,NECLIFE,Nectar Lifesciences Limited,0.8752735229759269
1161,NELCAST,Nelcast Limited,2.1146184492797966
1162,NELCO,NELCO Limited,-1.0762521102982525
1163,NEOGEN,Neogen Chemicals Limited,-1.288295365278869
1164,NESCO,Nesco Limited,-0.40989945862335303
1165,NESTLEIND,Nestle India Limited,-1.4941324046412539
1166,NETWORK18,Network18 Media & Investments Limited,-1.6862170087976622
1167,NEULANDLAB,Neuland Laboratories Limited,-0.3500749237844191
1168,NEWGEN,Newgen Software Technologies Limited,1.621141461248057
1169,NEXTMEDIA,Next Mediaworks Limited,
1170,NFL,National Fertilizers Limited,-0.7220216606498195
1171,NGIL,Nakoda Group of Industries Limited,0.3811944091486622
1172,NGLFINE,NGL Fine-Chem Limited,2.375138734739176
1173,NH,Narayana Hrudayalaya Ltd.,0.16566265060240737
1174,NHPC,NHPC Limited,-1.3944223107569775
1175,NIACL,The New India Assurance Company Limited,-1.2963629816348454
1176,NIBL,NRB Industrial Bearings Limited,-0.4909983633387958
1177,NIITLTD,NIIT Limited,-5.396949550254198
1178,NILAINFRA,Nila Infrastructures Limited,
1179,NILASPACES,Nila Spaces Limited,-3.1250000000000027
1180,NILKAMAL,Nilkamal Limited,-4.2483934646562265
1181,NINSYS,NINtec Systems Limited,1.6635594435680516
1182,NIPPOBATRY,Indo-National Limited,
1183,NIRAJ,Niraj Cement Structurals Limited,
1184,NIRAJISPAT,Niraj Ispat Industries Limited,
1185,NITCO,Nitco Limited,-1.5837104072398251
1186,NITINSPIN,Nitin Spinners Limited,-2.734922861150074
1187,NITIRAJ,Nitiraj Engineers Limited,
1188,NKIND,NK Industries Limited,
1189,NLCINDIA,NLC India Limited,0.7835820895522473
1190,NMDC,NMDC Limited,-0.3566796368352678
1191,NOCIL,NOCIL Limited,-2.2121896162528243
1192,NOIDATOLL,Noida Toll Bridge Company Limited,1.2269938650306704
1193,NORBTEAEXP,Norben Tea & Exports Limited,
1194,NOVARTIND,Novartis India Limited,
1195,NRAIL,N R Agarwal Industries Limited,0.9716710004105527
1196,NRBBEARING,NRB Bearing Limited,-2.8851702250432774
1197,NRL,Nupur Recyclers Limited,-2.0340846619021535
1198,NSIL,Nalwa Sons Investments Limited,0.4966112388822102
1199,NSLNISP,NMDC Steel Limited,-1.8679950186799503
1200,NTPC,NTPC Limited,-1.3570822731128145
1201,NUCLEUS,Nucleus Software Exports Limited,
1202,NURECA,Nureca Limited,4.106316261012393
1203,NUVOCO,Nuvoco Vistas Corporation Limited,-0.6168306652959219
1204,NYKAA,FSN E-Commerce Ventures Limited,0.1435235019734604
1205,OAL,Oriental Aromatics Limited,-0.6783660227105179
1206,OBCL,Orissa Bengal Carrier Limited,3.233830845771149
1207,OBEROIRLTY,Oberoi Realty Limited,2.3597134947488807
1208,OCCL,Oriental Carbon & Chemicals Limited,1.4161292467256288
1209,OFSS,Oracle Financial Services Software Limited,0.9902905110053792
1210,OIL,Oil India Limited,0.9536556801070656
1211,OILCOUNTUB,Oil Country Tubular Limited,
1212,OLECTRA,Olectra Greentech Limited,2.2251481237656274
1213,OMAXAUTO,Omax Autos Limited,1.4084507042253596
1214,OMAXE,Omaxe Limited,4.936624416277522
1215,OMINFRAL,OM INFRA LIMITED,
1216,OMKARCHEM,Omkar Speciality Chemicals Limited,
1217,ONELIFECAP,Onelife Capital Advisors Limited,4.037267080745332
1218,ONEPOINT,One Point One Solutions Limited,
1219,ONGC,Oil & Natural Gas Corporation Limited,0.29546065001342087
1220,ONMOBILE,OnMobile Global Limited,0.04585052728106113
1221,ONWARDTEC,Onward Technologies Limited,-0.6433732554686727
1222,OPTIEMUS,Optiemus Infracom Limited,-2.2392834293026227
1223,ORBTEXP,Orbit Exports Limited,10.783553141970517
1224,ORCHPHARMA,Orchid Pharma Limited,5.078249760459922
1225,ORICONENT,Oricon Enterprises Limited,5.527638190954769
1226,ORIENTABRA,Orient Abrasives Limited,
1227,ORIENTALTL,Oriental Trimex Limited,-0.7751937984496096
1228,ORIENTBELL,Orient Bell Limited,-2.17678100263853
1229,ORIENTCEM,Orient Cement Limited,-1.1877685114986072
1230,ORIENTELEC,Orient Electric Limited,-1.5625000000000027
1231,ORIENTHOT,Oriental Hotels Limited,-1.449275362318832
1232,ORIENTLTD,Orient Press Limited,
1233,ORIENTPPR,Orient Paper & Industries Limited,-1.6268980477223427
1234,ORISSAMINE,The Orissa Minerals Development Company Limited,-1.0466452900962053
1235,ORTEL,Ortel Communications Limited,
1236,ORTINLAB,Ortin Laboratories Limited,2.0114942528735713
1237,OSIAHYPER,Osia Hyper Retail Limited,-4.806786050895377
1238,OSWALAGRO,Oswal Agro Mills Limited,-0.899550224887569
1239,OSWALSEEDS,ShreeOswal Seeds And Chemicals Limited,-1.5509601181683856
1240,PAGEIND,Page Industries Limited,-1.0539078283496126
1241,PAISALO,Paisalo Digital Limited,-3.520208604954371
1242,PALASHSECU,Palash Securities Limited,-3.5776614310645676
1243,PALREDTEC,Palred Technologies Limited,-0.13054830287205524
1244,PANACEABIO,Panacea Biotec Limited,-0.9577278731836308
1245,PANACHE,Panache Digilife Limited,
1246,PANAMAPET,Panama Petrochem Limited,-1.9501625135427987
1247,PANSARI,Pansari Developers Limited,
1248,PAR,Par Drugs And Chemicals Limited,-1.5621356959664232
1249,PARACABLES,Paramount Communications Limited,
1250,PARADEEP,Paradeep Phosphates Limited,3.336045565500402
1251,PARAGMILK,Parag Milk Foods Limited,5.837625705175377
1252,PARAS,Paras Defence and Space Technologies Limited,-2.253768476511046
1253,PARASPETRO,Paras Petrofils Limited,
1254,PARSVNATH,Parsvnath Developers Limited,
1255,PASUPTAC,Pasupati Acrylon Limited,-0.9395973154362454
1256,PATANJALI,Patanjali Foods Limited,-1.538855179472197
1257,PATELENG,Patel Engineering Limited,0.7231404958677715
1258,PATINTLOG,Patel Integrated Logistics Limited,
1259,PAYTM,One 97 Communications Limited,-0.8036926418680399
1260,PCBL,PCBL LIMITED,-0.15037593984962974
1261,PCJEWELLER,PC Jeweller Limited,1.1884550084889691
1262,PDMJEPAPER,Pudumjee Paper Products Limited,-0.8658008658008781
1263,PDPL,Parenteral Drugs (India) Limited,
1264,PDSL,PDS Limited,-1.540896218557388
1265,PEARLPOLY,Pearl Polymers Limited,-1.2844036697247758
1266,PEL,Piramal Enterprises Limited,-0.8817347618803529
1267,PENIND,Pennar Industries Limited,1.3786312161496856
1268,PENINLAND,Peninsula Land Limited,4.97787610619469
1269,PERSISTENT,Persistent Systems Limited,0.8246485503717442
1270,PETRONET,Petronet LNG Limited,-2.930861723446891
1271,PFC,Power Finance Corporation Limited,-1.7842660178426624
1272,PFIZER,Pfizer Limited,-1.3000711671411167
1273,PFOCUS,Prime Focus Limited,-0.10857763300759427
1274,PFS,PTC India Financial Services Limited,-3.1523642732049115
1275,PGEL,PG Electroplast Limited,-0.38573785052657833
1276,PGHH,Procter & Gamble Hygiene and Health Care Limited,1.5700627683045592
1277,PGHL,Procter & Gamble Health Limited,-0.9563751812801353
1278,PGIL,Pearl Global Industries Limited,
1279,PHOENIXLTD,The Phoenix Mills Limited,4.376566502327377
1280,PIDILITIND,Pidilite Industries Limited,-2.101301871440199
1281,PIIND,PI Industries Limited,-0.6085997794928282
1282,PILANIINVS,Pilani Investment and Industries Corporation Limited,-0.18938569376115238
1283,PILITA,PIL ITALICA LIFESTYLE LIMITED,-0.9852216748768439
1284,PIONEEREMB,Pioneer Embroideries Limited,
1285,PITTIENG,Pitti Engineering Limited,2.237659963436922
1286,PIXTRANS,Pix Transmissions Limited,2.451536750351841
1287,PKTEA,The Peria Karamalai Tea & Produce Company Limited,
1288,PLASTIBLEN,Plastiblends India Limited,3.7986526946107912
1289,PNB,Punjab National Bank,-0.13698630136985523
1290,PNBGILTS,PNB Gilts Limited,-1.5046296296296426
1291,PNBHOUSING,PNB Housing Finance Limited,-3.1097229766431256
1292,PNC,Pritish Nandy Communications Limited,-2.193548387096778
1293,PNCINFRA,PNC Infratech Limited,-3.1128404669260803
1294,POCL,Pondy Oxides & Chemicals Limited,-0.8941012540641018
1295,PODDARHOUS,Poddar Housing and Development Limited,
1296,PODDARMENT,Poddar Pigments Limited,-0.7296365083576546
1297,POKARNA,Pokarna Limited,3.6709854731056235
1298,POLICYBZR,PB Fintech Limited,0.25688597117167894
1299,POLYCAB,Polycab India Limited,-0.43578960199916145
1300,POLYMED,Poly Medicure Limited,-0.3129890453834019
1301,POLYPLEX,Polyplex Corporation Limited,-0.8567511994516793
1302,PONNIERODE,Ponni Sugars (Erode) Limited,0.48355899419729204
1303,POONAWALLA,Poonawalla Fincorp Limited,0.04251700680271464
1304,POWERGRID,Power Grid Corporation of India Limited,-0.5936186000494766
1305,POWERINDIA,Hitachi Energy India Limited,0.26670850329461687
1306,POWERMECH,Power Mech Projects Limited,-3.9349124727993408
1307,PPAP,PPAP Automotive Limited,-1.7354497354497331
1308,PPL,Prakash Pipes Limited,-0.33948339483394163
1309,PPLPHARMA,Piramal Pharma Limited,2.009569377990425
1310,PRAENG,Prajay Engineers Syndicate Limited,
1311,PRAJIND,Praj Industries Limited,-0.2707496965736032
1312,PRAKASH,Prakash Industries Limited,
1313,PRAKASHSTL,Prakash Steelage Limited,
1314,PRAXIS,Praxis Home Retail Limited,
1315,PRECAM,Precision Camshafts Limited,-1.9941348973607016
1316,PRECOT,Precot Limited,0.07029053420806264
1317,PRECWIRE,Precision Wires India Limited,-2.1812080536912823
1318,PREMEXPLN,Premier Explosives Limited,
1319,PREMIER,Premier Limited,
1320,PREMIERPOL,Premier Polyfilm Limited,
1321,PRESSMN,Pressman Advertising Limited,
1322,PRESTIGE,Prestige Estates Projects Limited,-2.0700013059945177
1323,PRICOLLTD,Pricol Limited,1.6499788464250362
1324,PRIMESECU,Prime Securities Limited,0.3418803418803419
1325,PRINCEPIPE,Prince Pipes And Fittings Limited,-1.190003966679889
1326,PRITI,Priti International Limited,1.0516548097741965
1327,PRITIKAUTO,Pritika Auto Industries Limited,
1328,PRIVISCL,Privi Speciality Chemicals Limited,-0.43149067817308107
1329,PROZONINTU,Prozone Intu Properties Limited,
1330,PRSMJOHNSN,Prism Johnson Limited,-1.5787585217079216
1331,PRUDENT,Prudent Corporate Advisory Services Limited,-5.482593287471336
1332,PSB,Punjab & Sind Bank,1.1464968152866315
1333,PSPPROJECT,PSP Projects Limited,-3.2572641634602717
1334,PTC,PTC India Limited,-2.313990744037024
1335,PTL,PTL Enterprises Limited,-1.5151515151515118
1336,PUNJABCHEM,Punjab Chemicals & Crop Protection Limited,0.007925814377420072
1337,PURVA,Puravankara Limited,2.206405693950174
1338,PVP,PVP Ventures Limited,
1339,PVRINOX,PVR INOX Limited,0.08759580791491262
1340,QUESS,Quess Corp Limited,-0.6386753400354793
1341,QUICKHEAL,Quick Heal Technologies Limited,-1.9780559418946173
1342,QUINTEGRA,Quintegra Solutions Limited,
1343,RACE,Race Eco Chain Limited,1.294936219559344
1344,RADAAN,Radaan Mediaworks India Limited,
1345,RADHIKAJWE,Radhika Jeweltech Limited,9.790209790209797
1346,RADIANTCMS,Radiant Cash Management Services Limited,-0.42216358839050727
1347,RADICO,Radico Khaitan Limited,0.5341441367408989
1348,RADIOCITY,Music Broadcast Limited,-1.075268817204291
1349,RAILTEL,Railtel Corporation Of India Limited,-0.6063328093420141
1350,RAIN,Rain Industries Limited,-0.8447043534762907
1351,RAINBOW,Rainbow Childrens Medicare Limited,-0.6019846682029902
1352,RAJESHEXPO,Rajesh Exports Limited,-2.1954753148333817
1353,RAJMET,Rajnandini Metal Limited,
1354,RAJRATAN,Rajratan Global Wire Limited,0.4080221300138375
1355,RAJRILTD,Raj Rayon Industries Limited,
1356,RAJSREESUG,Rajshree Sugars & Chemicals Limited,
1357,RAJTV,Raj Television Network Limited,2.0408163265306065
1358,RAJVIR,Rajvir Industries Limited,
1359,RALLIS,Rallis India Limited,-0.9672961768770126
1360,RAMANEWS,Shree Rama Newsprint Limited,0.0
1361,RAMAPHO,Rama Phosphates Limited,-0.6994584837545049
1362,RAMASTEEL,Rama Steel Tubes Limited,-0.3012048192771127
1363,RAMCOCEM,The Ramco Cements Limited,-0.7461934052636977
1364,RAMCOIND,Ramco Industries Limited,0.5376344086021532
1365,RAMCOSYS,Ramco Systems Limited,1.04935872522347
1366,RAMKY,Ramky Infrastructure Limited,-0.03317850033177369
1367,RAMRAT,Ram Ratna Wires Limited,-0.3137870170621624
1368,RANASUG,Rana Sugars Limited,-1.192842942345913
1369,RANEENGINE,Rane Engine Valve Limited,-2.421465968586398
1370,RANEHOLDIN,Rane Holdings Limited,-1.74149091668406
1371,RATEGAIN,Rategain Travel Technologies Limited,0.3044140030441364
1372,RATNAMANI,Ratnamani Metals & Tubes Limited,0.31625553447185323
1373,RAYMOND,Raymond Limited,-2.7123746769291945
1374,RBA,Restaurant Brands Asia Limited,0.628084342754601
1375,RBL,Rane Brake Lining Limited,0.14204545454545173
1376,RBLBANK,RBL Bank Limited,-1.0206396008165117
1377,RCF,Rashtriya Chemicals and Fertilizers Limited,-0.7459756576364261
1378,RCOM,Reliance Communications Limited,
1379,RECLTD,REC Limited,-1.651599443671766
1380,REDINGTON,Redington Limited,1.645658263305318
1381,REFEX,Refex Industries Limited,-4.871240770754539
1382,REGENCERAM,Regency Ceramics Limited,
1383,RELAXO,Relaxo Footwears Limited,4.298440979955459
