,SYMBOL,NAME OF COMPANY,cm01APR2024bhav.csv
947,KRITI,Kriti Industries (India) Limited,5.016847622613244
948,KRITIKA,Kritika Wires Limited,
949,KRITINUT,Kriti Nutrients Limited,6.745817593092282
950,KRSNAA,Krsnaa Diagnostics Limited,2.5056947608200417
951,KSB,Ksb Limited,1.0192173033532956
952,KSCL,Kaveri Seed Company Limited,4.098820887142048
953,KSHITIJPOL,Kshitij Polyline Limited,
954,KSL,Kalyani Steels Limited,6.8846715328467205
955,KSOLVES,Ksolves India Limited,4.647213905893918
956,KTKBANK,The Karnataka Bank Limited,5.597512216792534
957,KUANTUM,Kuantum Papers Limited,3.559870550161812
958,L&TFH,L&T Finance Holdings Limited,2.843601895734597
959,LAGNAM,Lagnam Spintex Limited,
960,LAKPRE,Lakshmi Precision Screws Limited,
961,LAL,Lorenzini Apparels Limited,
962,LALPATHLAB,Dr. Lal Path Labs Ltd.,1.1202686877168133
963,LAMBODHARA,Lambodhara Textiles Limited,11.544064093226506
964,LANDMARK,Landmark Cars Limited,4.891008174386918
965,LAOPALA,La Opala RG Limited,8.29276481450394
966,LASA,Lasa Supergenerics Limited,5.000000000000006
967,LATENTVIEW,Latent View Analytics Limited,2.9049729197439684
968,LAURUSLABS,Laurus Labs Limited,3.2878807187460115
969,LAXMICOT,Laxmi Cotspin Limited,5.805243445692887
970,LAXMIMACH,Lakshmi Machine Works Limited,2.529900015139251
971,LCCINFOTEC,LCC Infotech Limited,
972,LEMONTREE,Lemon Tree Hotels Limited,5.361930294906165
973,LEXUS,Lexus Granito (India) Limited,4.454685099846399
974,LFIC,Lakshmi Finance & Industrial Corporation Limited,
975,LGBBROSLTD,LG Balakrishnan & Bros Limited,-1.6130301361240065
976,LGBFORGE,LGB Forge Limited,4.494382022471914
977,LIBAS,Libas Consumer Products Limited,3.7433155080213867
978,LIBERTSHOE,Liberty Shoes Limited,
979,LICHSGFIN,LIC Housing Finance Limited,4.132907766593011
980,LICI,Life Insurance Corporation Of India,5.943349888118763
981,LIKHITHA,Likhitha Infrastructure Limited,5.59380378657487
982,LINC,Linc Limited,1.0987942434850209
983,LINCOLN,Lincoln Pharmaceuticals Limited,2.0305434689873034
984,LINDEINDIA,Linde India Limited,0.40256832349016236
985,LODHA,Macrotech Developers Limited,3.129814676233674
986,LOKESHMACH,Lokesh Machines Limited,2.724942668285451
987,LOTUSEYE,Lotus Eye Hospital and Institute Limited,
988,LOVABLE,Lovable Lingerie Limited,7.681818181818184
989,LOYALTEX,Loyal Textile Mills Limited,3.254955305091333
990,LPDC,Landmark Property Development Company Limited,6.289308176100618
991,LSIL,Lloyds Steels Industries Limited,
992,LT,Larsen & Toubro Limited,1.968702675416454
993,LTIM,LTIMindtree Limited,-1.1299206220638116
994,LTTS,L&T Technology Services Limited,2.1859867035101708
995,LUMAXIND,Lumax Industries Limited,-0.22805489903387652
996,LUMAXTECH,Lumax Auto Technologies Limited,0.8071192052980203
997,LUPIN,Lupin Limited,0.4298614547253863
998,LUXIND,Lux Industries Limited,4.9006375948247864
999,LXCHEM,Laxmi Organic Industries Limited,2.6785714285714337
1000,LYKALABS,Lyka Labs Limited,5.98491988689916
1001,LYPSAGEMS,Lypsa Gems & Jewellery Limited,4.587155963302751
1002,M&M,Mahindra & Mahindra Limited,-0.2810523850417604
1003,M&MFIN,Mahindra & Mahindra Financial Services Limited,2.9232424677187865
1004,MAANALU,Maan Aluminium Limited,4.3128654970760065
1005,MACPOWER,Macpower CNC Machines Limited,
1006,MADHAV,Madhav Marbles and Granites Limited,
1007,MADHUCON,Madhucon Projects Limited,
1008,MADRASFERT,Madras Fertilizers Limited,7.222222222222214
1009,MAGADSUGAR,Magadh Sugar & Energy Limited,1.9372264133370545
1010,MAGNUM,Magnum Ventures Limited,4.98301245753115
1011,MAHABANK,Bank of Maharashtra,4.49077786688052
1012,MAHAPEXLTD,Maha Rashtra Apex Corporation Limited,4.130019120458896
1013,MAHASTEEL,Mahamaya Steel Industries Limited,
1014,MAHEPC,Mahindra EPC Irrigation Limited,4.480737018425455
1015,MAHESHWARI,Maheshwari Logistics Limited,4.305442729488231
1016,MAHINDCIE,Mahindra CIE Automotive Limited,
1017,MAHLIFE,Mahindra Lifespace Developers Limited,5.673879706934754
1018,MAHLOG,Mahindra Logistics Limited,4.268068973951324
1019,MAHSCOOTER,Maharashtra Scooters Limited,4.706883206538035
1020,MAHSEAMLES,Maharashtra Seamless Limited,4.821840099273187
1021,MAITHANALL,Maithan Alloys Limited,4.17176662586699
1022,MALLCOM,Mallcom (India) Limited,-0.41535305009257645
1023,MALUPAPER,Malu Paper Mills Limited,
1024,MANAKALUCO,Manaksia Aluminium Company Limited,
1025,MANAKCOAT,Manaksia Coated Metals & Industries Limited,4.966887417218543
1026,MANAKSIA,Manaksia Limited,6.734693877551015
1027,MANAKSTEEL,Manaksia Steels Limited,
1028,MANALIPETC,Manali Petrochemicals Limited,8.00711743772242
1029,MANAPPURAM,Manappuram Finance Limited,5.053421888535952
1030,MANGALAM,Mangalam Drugs And Organics Limited,6.0260586319218366
1031,MANGCHEFER,Mangalore Chemicals & Fertilizers Limited,5.5254070054267475
1032,MANGLMCEM,Mangalam Cement Limited,-0.4514363885088857
1033,MANINDS,Man Industries (India) Limited,
1034,MANINFRA,Man Infraconstruction Limited,3.74357719598728
1035,MANKIND,Mankind Pharma Limited,0.4846245789416534
1036,MANOMAY,Manomay Tex India Limited,
1037,MANORAMA,Manorama Industries Limited,4.280155642023335
1038,MANORG,Mangalam Organics Limited,7.781244265002749
1039,MANUGRAPH,Manugraph India Limited,
1040,MANYAVAR,Vedant Fashions Limited,3.6751214247166706
1041,MAPMYINDIA,C.E. Info Systems Limited,2.097752025323242
1042,MARALOVER,Maral Overseas Limited,10.765550239234448
1043,MARATHON,Marathon Nextgen Realty Limited,1.7853658536585322
1044,MARICO,Marico Limited,-0.28157683024939206
1045,MARINE,Marine Electricals (India) Limited,4.988913525498892
1046,MARKSANS,Marksans Pharma Limited,4.015799868334426
1047,MARSHALL,Marshall Machines Limited,
1048,MARUTI,Maruti Suzuki India Limited,-0.24404084013539304
1049,MASFIN,MAS Financial Services Limited,3.6398804290486955
1050,MASKINVEST,Mask Investments Limited,
1051,MASTEK,Mastek Limited,2.4911521824616556
1052,MATRIMONY,Matrimony.Com Limited,0.8367405153560858
1053,MAWANASUG,Mawana Sugars Limited,5.129716981132085
1054,MAXHEALTH,Max Healthcare Institute Limited,-0.3232101475789703
1055,MAXIND,Max India Limited,
1056,MAXVIL,Max Ventures and Industries Limited,
1057,MAYURUNIQ,Mayur Uniquoters Ltd,5.76036866359447
1058,MAZDA,Mazda Limited,3.1793478260869605
1059,MAZDOCK,Mazagon Dock Shipbuilders Limited,7.3332975698728635
1060,MBAPL,Madhya Bharat Agro Products Limited,1.430051813471498
1061,MBECL,Mcnally Bharat Engineering Company Limited,
1062,MBLINFRA,MBL Infrastructure Limited,-0.1833180568285872
1063,MCDOWELL-N,United Spirits Limited,2.120343839541543
1064,MCL,Madhav Copper Limited,
1065,MCLEODRUSS,Mcleod Russel India Limited,
1066,MCX,Multi Commodity Exchange of India Limited,6.347026510628131
1067,MEDANTA,Global Health Limited,0.7644854861295015
1068,MEDICAMEQ,Medicamen Biotech Limited,3.8551706173482714
1069,MEDICO,Medico Remedies Limited,
1070,MEDPLUS,Medplus Health Services Limited,1.4756124154975614
1071,MEGASOFT,Megasoft Limited,-0.8384572386808273
1072,MEGASTAR,Megastar Foods Limited,5.3716663514280265
1073,MELSTAR,Melstar Information Technologies Limited,
1074,MENONBE,Menon Bearings Limited,5.439144003566646
1075,MEP,MEP Infrastructure Developers Limited,
1076,METALFORGE,Metalyst Forgings Limited,
1077,METROBRAND,Metro Brands Limited,-2.114476363793933
1078,METROPOLIS,Metropolis Healthcare Limited,0.7281271756788223
1079,MFL,Meghmani Finechem Limited,
1080,MFSL,Max Financial Services Limited,1.5416084613849463
1081,MGEL,Mangalam Global Enterprise Limited,0.50890585241731
1082,MGL,Mahanagar Gas Limited,1.5358674535390966
1083,MHLXMIRU,Mahalaxmi Rubtech Limited,0.41215868109223613
1084,MHRIL,Mahindra Holidays & Resorts India Limited,5.111536010197581
1085,MICEL,MIC Electronics Limited,4.9367088607595
1086,MIDHANI,Mishra Dhatu Nigam Limited,6.138237159162965
1087,MINDACORP,Minda Corporation Limited,-0.05985156811108451
1088,MINDTECK,Mindteck (India) Limited,6.933857880501596
1089,MIRCELECTR,MIRC Electronics Limited,4.73684210526315
1090,MIRZAINT,Mirza International Limited,
1091,MITCON,MITCON Consultancy & Engineering Services Limited,
1092,MITTAL,Mittal Life Style Limited,
1093,MMFL,MM Forgings Limited,1.5092613766293084
1094,MMP,MMP Industries Limited,1.6496465043205095
1095,MMTC,MMTC Limited,4.9661399548532685
1096,MODIRUBBER,Modi Rubber Limited,2.1864211737629358
1097,MODISONLTD,MODISON LIMITED,3.865979381443299
1098,MOHITIND,Mohit Industries Limited,2.9023746701847
1099,MOHOTAIND,Mohota Industries Limited,
1100,MOIL,MOIL Limited,12.259917429545855
1101,MOKSH,Moksh Ornaments Limited,
1102,MOL,Meghmani Organics Limited,4.287515762925606
1103,MOLDTECH,Mold-Tek Technologies Limited,19.999999999999996
1104,MOLDTKPAC,Mold-Tek Packaging Limited,-0.08305647840531272
1105,MONARCH,Monarch Networth Capital Limited,6.853582554517147
1106,MONTECARLO,Monte Carlo Fashions Limited,0.7981482959533881
1107,MORARJEE,Morarjee Textiles Limited,
1108,MOREPENLAB,Morepen Laboratories Limited,8.085612366230691
1109,MOTHERSON,Samvardhana Motherson International Limited,2.6046114432109406
1110,MOTILALOFS,Motilal Oswal Financial Services Limited,5.156742162891858
1111,MOTOGENFIN,The Motor & General Finance Limited,
1112,MPHASIS,MphasiS Limited,3.0862000376876453
1113,MPSLTD,MPS Limited,0.5576208178438632
1114,MRF,MRF Limited,1.7482917233155915
1115,MRO-TEK,MRO-TEK Realty Limited,9.929577464788728
1116,MRPL,Mangalore Refinery and Petrochemicals Limited,4.667124227865472
1117,MSPL,MSP Steel & Power Limited,1.9607843137254832
1118,MSTCLTD,Mstc Limited,8.115907178069016
1119,MSUMI,Motherson Sumi Wiring India Limited,2.118003025718617
1120,MTARTECH,Mtar Technologies Limited,5.211581291759466
1121,MTEDUCARE,MT Educare Limited,
1122,MTNL,Mahanagar Telephone Nigam Limited,4.87804878048781
1123,MUKANDLTD,Mukand Limited,7.697478991596631
1124,MUKTAARTS,Mukta Arts Limited,
1125,MUNJALAU,Munjal Auto Industries Limited,4.276729559748435
1126,MUNJALSHOW,Munjal Showa Limited,3.9619164619164544
1127,MURUDCERA,Murudeshwar Ceramics Limited,5.064655172413796
1128,MUTHOOTCAP,Muthoot Capital Services Limited,7.039106145251388
1129,MUTHOOTFIN,Muthoot Finance Limited,5.62329021581276
1130,NACLIND,NACL Industries Limited,8.0
1131,NAGAFERT,Nagarjuna Fertilizers and Chemicals Limited,4.469273743016764
1132,NAGREEKCAP,Nagreeka Capital & Infrastructure Limited,
1133,NAGREEKEXP,Nagreeka Exports Limited,4.12979351032448
1134,NAHARCAP,Nahar Capital and Financial Services Limited,5.089334055224676
1135,NAHARINDUS,Nahar Industrial Enterprises Limited,6.607929515418502
1136,NAHARPOLY,Nahar Poly Films Limited,4.567105631829647
1137,NAHARSPING,Nahar Spinning Mills Limited,7.83839136101285
1138,NAM-INDIA,Nippon Life India Asset Management Limited,3.2792104425342345
1139,NARMADA,Narmada Agrobase Limited,
1140,NATCOPHARM,Natco Pharma Limited,2.27404022897958
1141,NATHBIOGEN,Nath Bio-Genes (India) Limited,4.510198218902611
1142,NATIONALUM,National Aluminium Company Limited,5.8669288757784255
1143,NATNLSTEEL,National Steel And Agro Industries Limited,
1144,NAUKRI,Info Edge (India) Limited,2.0949570815450578
1145,NAVA,NAVA LIMITED,2.5738700710388143
1146,NAVINFLUOR,Navin Fluorine International Limited,0.5266030889766443
1147,NAVKARCORP,Navkar Corporation Limited,5.174291938997822
1148,NAVNETEDUL,Navneet Education Limited,2.794918330308526
1149,NAZARA,Nazara Technologies Limited,3.2020254672723207
1150,NBCC,NBCC (India) Limited,4.962153069806552
1151,NBIFIN,N. B. I. Industrial Finance Company Limited,-0.07822758639958041
1152,NCC,NCC Limited,4.605121583817525
1153,NCLIND,NCL Industries Limited,5.113636363636357
1154,NDGL,Naga Dhunseri Group Limited,4.998830956277769
1155,NDL,Nandan Denim Limited,4.953560371517033
1156,NDLVENTURE,NDL Ventures Limited,5.664488017429197
1157,NDRAUTO,Ndr Auto Components Limited,-2.4679450811301487
1158,NDTV,New Delhi Television Limited,5.746853478983612
1159,NECCLTD,North Eastern Carrying Corporation Limited,12.747252747252741
1160,NECLIFE,Nectar Lifesciences Limited,13.598673300165842
1161,NELCAST,Nelcast Limited,8.249027237354081
1162,NELCO,NELCO Limited,3.486278181949153
1163,NEOGEN,Neogen Chemicals Limited,3.3397425179735865
1164,NESCO,Nesco Limited,2.323201925970503
1165,NESTLEIND,Nestle India Limited,-1.401414761568822
1166,NETWORK18,Network18 Media & Investments Limited,
1167,NEULANDLAB,Neuland Laboratories Limited,-0.890519838978817
1168,NEWGEN,Newgen Software Technologies Limited,-0.0943158953722334
1169,NEXTMEDIA,Next Mediaworks Limited,3.875968992248062
1170,NFL,National Fertilizers Limited,7.990867579908676
1171,NGIL,Nakoda Group of Industries Limited,4.985044865403789
1172,NGLFINE,NGL Fine-Chem Limited,1.6141356255969523
1173,NH,Narayana Hrudayalaya Ltd.,0.9736719115126966
1174,NHPC,NHPC Limited,0.8918617614269757
1175,NIACL,The New India Assurance Company Limited,5.570233377366801
1176,NIBL,NRB Industrial Bearings Limited,4.812030075187974
1177,NIITLTD,NIIT Limited,4.592803030303038
1178,NILAINFRA,Nila Infrastructures Limited,
1179,NILASPACES,Nila Spaces Limited,9.909909909909906
1180,NILKAMAL,Nilkamal Limited,1.1256045727685795
1181,NINSYS,NINtec Systems Limited,3.843008994276372
1182,NIPPOBATRY,Indo-National Limited,5.882886149383599
1183,NIRAJ,Niraj Cement Structurals Limited,
1184,NIRAJISPAT,Niraj Ispat Industries Limited,
1185,NITCO,Nitco Limited,
1186,NITINSPIN,Nitin Spinners Limited,4.478990303216855
1187,NITIRAJ,Nitiraj Engineers Limited,1.7007783222830888
1188,NKIND,NK Industries Limited,
1189,NLCINDIA,NLC India Limited,1.4686540990793486
1190,NMDC,NMDC Limited,5.37794299876084
1191,NOCIL,NOCIL Limited,3.478608556577376
1192,NOIDATOLL,Noida Toll Bridge Company Limited,
1193,NORBTEAEXP,Norben Tea & Exports Limited,0.0
1194,NOVARTIND,Novartis India Limited,
1195,NRAIL,N R Agarwal Industries Limited,10.701064322073114
1196,NRBBEARING,NRB Bearing Limited,9.886215258347322
1197,NRL,Nupur Recyclers Limited,13.781697905181916
1198,NSIL,Nalwa Sons Investments Limited,4.727093330941379
1199,NSLNISP,NMDC Steel Limited,11.425959780621572
1200,NTPC,NTPC Limited,1.9505658129839225
1201,NUCLEUS,Nucleus Software Exports Limited,4.996202211157044
1202,NURECA,Nureca Limited,8.91108499804152
1203,NUVOCO,Nuvoco Vistas Corporation Limited,4.621162638798182
1204,NYKAA,FSN E-Commerce Ventures Limited,1.6054337758567598
1205,OAL,Oriental Aromatics Limited,11.189397752055012
1206,OBCL,Orissa Bengal Carrier Limited,9.110169491525417
1207,OBEROIRLTY,Oberoi Realty Limited,1.8633329945455164
1208,OCCL,Oriental Carbon & Chemicals Limited,6.871389480085139
1209,OFSS,Oracle Financial Services Software Limited,2.000775008262947
1210,OIL,Oil India Limited,-1.541024573094544
1211,OILCOUNTUB,Oil Country Tubular Limited,
1212,OLECTRA,Olectra Greentech Limited,1.3978978581451427
1213,OMAXAUTO,Omax Autos Limited,
1214,OMAXE,Omaxe Limited,9.994478188845939
1215,OMINFRAL,OM INFRA LIMITED,4.943114947038052
1216,OMKARCHEM,Omkar Speciality Chemicals Limited,
1217,ONELIFECAP,Onelife Capital Advisors Limited,9.917355371900827
1218,ONEPOINT,One Point One Solutions Limited,
1219,ONGC,Oil & Natural Gas Corporation Limited,0.6901697444506494
1220,ONMOBILE,OnMobile Global Limited,10.990840965861796
1221,ONWARDTEC,Onward Technologies Limited,5.1050372712898175
1222,OPTIEMUS,Optiemus Infracom Limited,7.218134818055293
1223,ORBTEXP,Orbit Exports Limited,14.230088495575217
1224,ORCHPHARMA,Orchid Pharma Limited,5.8860123462697995
1225,ORICONENT,Oricon Enterprises Limited,4.820936639118457
1226,ORIENTABRA,Orient Abrasives Limited,
1227,ORIENTALTL,Oriental Trimex Limited,
1228,ORIENTBELL,Orient Bell Limited,1.5699265447213153
1229,ORIENTCEM,Orient Cement Limited,8.886618998978538
1230,ORIENTELEC,Orient Electric Limited,2.822371828068367
1231,ORIENTHOT,Oriental Hotels Limited,5.897658282740674
1232,ORIENTLTD,Orient Press Limited,4.953764861294584
1233,ORIENTPPR,Orient Paper & Industries Limited,6.561360874848124
1234,ORISSAMINE,The Orissa Minerals Development Company Limited,3.5142013985777494
1235,ORTEL,Ortel Communications Limited,
1236,ORTINLAB,Ortin Laboratories Limited,4.843304843304831
1237,OSIAHYPER,Osia Hyper Retail Limited,
1238,OSWALAGRO,Oswal Agro Mills Limited,2.683780630105014
1239,OSWALSEEDS,ShreeOswal Seeds And Chemicals Limited,3.092783505154634
1240,PAGEIND,Page Industries Limited,0.7947531200155669
1241,PAISALO,Paisalo Digital Limited,7.920792079207928
1242,PALASHSECU,Palash Securities Limited,5.4637865311308795
1243,PALREDTEC,Palred Technologies Limited,19.974768713204373
1244,PANACEABIO,Panacea Biotec Limited,8.802961744138218
1245,PANACHE,Panache Digilife Limited,1.412239408204454
1246,PANAMAPET,Panama Petrochem Limited,0.7368421052631545
1247,PANSARI,Pansari Developers Limited,0.9398496240601504
1248,PAR,Par Drugs And Chemicals Limited,2.71524715711303
1249,PARACABLES,Paramount Communications Limited,4.996271439224472
1250,PARADEEP,Paradeep Phosphates Limited,5.271084337349397
1251,PARAGMILK,Parag Milk Foods Limited,3.150553150553143
1252,PARAS,Paras Defence and Space Technologies Limited,5.916966328865651
1253,PARASPETRO,Paras Petrofils Limited,
1254,PARSVNATH,Parsvnath Developers Limited,7.516339869281036
1255,PASUPTAC,Pasupati Acrylon Limited,7.122905027932973
1256,PATANJALI,Patanjali Foods Limited,3.6498804542737524
1257,PATELENG,Patel Engineering Limited,5.975395430579963
1258,PATINTLOG,Patel Integrated Logistics Limited,11.4713216957606
1259,PAYTM,One 97 Communications Limited,0.8444058114988289
1260,PCBL,PCBL LIMITED,2.8389988793425562
1261,PCJEWELLER,PC Jeweller Limited,4.925650557620829
1262,PDMJEPAPER,Pudumjee Paper Products Limited,1.1933174224343674
1263,PDPL,Parenteral Drugs (India) Limited,
1264,PDSL,PDS Limited,2.7566539923954396
1265,PEARLPOLY,Pearl Polymers Limited,-2.232142857142857
1266,PEL,Piramal Enterprises Limited,1.195031494672394
1267,PENIND,Pennar Industries Limited,0.7912584777694134
1268,PENINLAND,Peninsula Land Limited,8.055853920515576
1269,PERSISTENT,Persistent Systems Limited,0.3036729367180713
1270,PETRONET,Petronet LNG Limited,0.8358662613981721
1271,PFC,Power Finance Corporation Limited,2.805893657911592
1272,PFIZER,Pfizer Limited,6.04059643142351
1273,PFOCUS,Prime Focus Limited,8.808553971486752
1274,PFS,PTC India Financial Services Limited,
1275,PGEL,PG Electroplast Limited,7.851985559566788
1276,PGHH,Procter & Gamble Hygiene and Health Care Limited,-1.9611955022462184
1277,PGHL,Procter & Gamble Health Limited,1.5212637210981241
1278,PGIL,Pearl Global Industries Limited,4.770172713149963
1279,PHOENIXLTD,The Phoenix Mills Limited,2.2746873652436297
1280,PIDILITIND,Pidilite Industries Limited,1.2223438484758142
1281,PIIND,PI Industries Limited,0.5326369406988897
1282,PILANIINVS,Pilani Investment and Industries Corporation Limited,1.0057112654343645
1283,PILITA,PIL ITALICA LIFESTYLE LIMITED,
1284,PIONEEREMB,Pioneer Embroideries Limited,
1285,PITTIENG,Pitti Engineering Limited,5.625980135912174
1286,PIXTRANS,Pix Transmissions Limited,1.0529865847260702
1287,PKTEA,The Peria Karamalai Tea & Produce Company Limited,-0.2910985138654958
1288,PLASTIBLEN,Plastiblends India Limited,6.0788963138607555
1289,PNB,Punjab National Bank,0.9646302250803768
1290,PNBGILTS,PNB Gilts Limited,4.242700729927012
1291,PNBHOUSING,PNB Housing Finance Limited,18.964832896721433
1292,PNC,Pritish Nandy Communications Limited,7.756232686980614
1293,PNCINFRA,PNC Infratech Limited,-0.6187693365417773
1294,POCL,Pondy Oxides & Chemicals Limited,9.954896907216506
1295,PODDARHOUS,Poddar Housing and Development Limited,
1296,PODDARMENT,Poddar Pigments Limited,1.6866400355082078
1297,POKARNA,Pokarna Limited,3.9314634432578335
1298,POLICYBZR,PB Fintech Limited,4.265065599288419
1299,POLYCAB,Polycab India Limited,1.3425468904244817
1300,POLYMED,Poly Medicure Limited,-0.8494840171155298
1301,POLYPLEX,Polyplex Corporation Limited,8.306125114274508
1302,PONNIERODE,Ponni Sugars (Erode) Limited,2.8603407536376073
1303,POONAWALLA,Poonawalla Fincorp Limited,2.0189003436426067
1304,POWERGRID,Power Grid Corporation of India Limited,1.1737089201877935
1305,POWERINDIA,Hitachi Energy India Limited,0.749458525180372
1306,POWERMECH,Power Mech Projects Limited,5.070352260253471
1307,PPAP,PPAP Automotive Limited,9.619238476953898
1308,PPL,Prakash Pipes Limited,4.446332483715658
1309,PPLPHARMA,Piramal Pharma Limited,0.7757951900698216
1310,PRAENG,Prajay Engineers Syndicate Limited,
1311,PRAJIND,Praj Industries Limited,-0.018763486255750583
1312,PRAKASH,Prakash Industries Limited,3.218045112781952
1313,PRAKASHSTL,Prakash Steelage Limited,
1314,PRAXIS,Praxis Home Retail Limited,
1315,PRECAM,Precision Camshafts Limited,12.50316375601113
1316,PRECOT,Precot Limited,
1317,PRECWIRE,Precision Wires India Limited,2.4180967238689726
1318,PREMEXPLN,Premier Explosives Limited,-0.56515738976146
1319,PREMIER,Premier Limited,
1320,PREMIERPOL,Premier Polyfilm Limited,4.444444444444438
1321,PRESSMN,Pressman Advertising Limited,
1322,PRESTIGE,Prestige Estates Projects Limited,8.294871794871792
1323,PRICOLLTD,Pricol Limited,1.6050333846944018
1324,PRIMESECU,Prime Securities Limited,-0.16533480297601708
1325,PRINCEPIPE,Prince Pipes And Fittings Limited,4.078288575329991
1326,PRITI,Priti International Limited,3.0424093423478906
1327,PRITIKAUTO,Pritika Auto Industries Limited,
1328,PRIVISCL,Privi Speciality Chemicals Limited,2.754376229632252
1329,PROZONINTU,Prozone Intu Properties Limited,
1330,PRSMJOHNSN,Prism Johnson Limited,1.5397536394176932
1331,PRUDENT,Prudent Corporate Advisory Services Limited,1.3628212791392635
1332,PSB,Punjab & Sind Bank,6.2761506276150625
1333,PSPPROJECT,PSP Projects Limited,3.728739642389879
1334,PTC,PTC India Limited,3.388007528905626
1335,PTL,PTL Enterprises Limited,2.6888604353393197
1336,PUNJABCHEM,Punjab Chemicals & Crop Protection Limited,-1.2841172323496828
1337,PURVA,Puravankara Limited,9.272943980929673
1338,PVP,PVP Ventures Limited,1.0498687664041957
1339,PVRINOX,PVR INOX Limited,4.452403393025444
1340,QUESS,Quess Corp Limited,0.06725595695619192
1341,QUICKHEAL,Quick Heal Technologies Limited,4.643237486687968
1342,QUINTEGRA,Quintegra Solutions Limited,
1343,RACE,Race Eco Chain Limited,1.2303906490310672
1344,RADAAN,Radaan Mediaworks India Limited,
1345,RADHIKAJWE,Radhika Jeweltech Limited,5.723124516627979
1346,RADIANTCMS,Radiant Cash Management Services Limited,4.990151017728164
1347,RADICO,Radico Khaitan Limited,0.25466647373752516
1348,RADIOCITY,Music Broadcast Limited,6.501547987616103
1349,RAILTEL,Railtel Corporation Of India Limited,6.941580756013746
1350,RAIN,Rain Industries Limited,8.526874585268763
1351,RAINBOW,Rainbow Childrens Medicare Limited,4.200223498131093
1352,RAJESHEXPO,Rajesh Exports Limited,9.656611648643516
1353,RAJMET,Rajnandini Metal Limited,
1354,RAJRATAN,Rajratan Global Wire Limited,5.672232742296444
1355,RAJRILTD,Raj Rayon Industries Limited,
1356,RAJSREESUG,Rajshree Sugars & Chemicals Limited,9.552495697074006
1357,RAJTV,Raj Television Network Limited,
1358,RAJVIR,Rajvir Industries Limited,
1359,RALLIS,Rallis India Limited,2.2954091816367264
1360,RAMANEWS,Shree Rama Newsprint Limited,9.897610921501714
1361,RAMAPHO,Rama Phosphates Limited,7.191780821917816
1362,RAMASTEEL,Rama Steel Tubes Limited,-0.694444444444442
1363,RAMCOCEM,The Ramco Cements Limited,4.367404848559631
1364,RAMCOIND,Ramco Industries Limited,6.268656716417907
1365,RAMCOSYS,Ramco Systems Limited,4.041548630783754
1366,RAMKY,Ramky Infrastructure Limited,13.84314532729517
1367,RAMRAT,Ram Ratna Wires Limited,9.728992006239029
1368,RANASUG,Rana Sugars Limited,8.76288659793816
1369,RANEENGINE,Rane Engine Valve Limited,4.987654320987646
1370,RANEHOLDIN,Rane Holdings Limited,5.558133061148729
1371,RATEGAIN,Rategain Travel Technologies Limited,2.9362533128748876
1372,RATNAMANI,Ratnamani Metals & Tubes Limited,0.6835588003722126
1373,RAYMOND,Raymond Limited,0.7686777636454178
1374,RBA,Restaurant Brands Asia Limited,2.172839506172842
1375,RBL,Rane Brake Lining Limited,3.7086371284352118
1376,RBLBANK,RBL Bank Limited,3.0794839783603734
1377,RCF,Rashtriya Chemicals and Fertilizers Limited,7.212475633528265
1378,RCOM,Reliance Communications Limited,
1379,RECLTD,REC Limited,2.117516629711754
1380,REDINGTON,Redington Limited,0.7195970256656273
1381,REFEX,Refex Industries Limited,4.694485842026834
1382,REGENCERAM,Regency Ceramics Limited,
1383,RELAXO,Relaxo Footwears Limited,0.6545943961825551
1384,RELCAPITAL,Reliance Capital Limited,
1385,RELCHEMQ,Reliance Chemotex Industries Limited,1.6490595207420709
1386,RELIANCE,Reliance Industries Limited,-0.07234916041321925
1387,RELIGARE,Religare Enterprises Limited,2.7956989247311803
1388,RELINFRA,Reliance Infrastructure Limited,-0.8488651042627834
1389,REMSONSIND,Remsons Industries Limited,
1390,RENUKA,Shree Renuka Sugars Limited,6.675062972292187
1391,REPCOHOME,Repco Home Finance Limited,10.706264037933625
1392,REPL,Rudrabhishek Enterprises Limited,5.082776648271856
1393,REPRO,Repro India Limited,-1.552106430155216
1394,RESPONIND,Responsive Industries Limited,7.2200216060496984
1395,REVATHI,Revathi Equipment Limited,
1396,RGL,Renaissance Global Limited,5.908863294942419
1397,RHFL,Reliance Home Finance Limited,
1398,RHIM,RHI MAGNESITA INDIA LIMITED,4.116529449018366
1399,RHL,Robust Hotels Limited,
1400,RICOAUTO,Rico Auto Industries Limited,-2.1019986216402367
1401,RIIL,Reliance Industrial Infrastructure Limited,3.571288564820256
1402,RITCO,Ritco Logistics Limited,8.363886342804767
1403,RITES,RITES Limited,3.7812594154865957
1404,RKDL,Ravi Kumar Distilleries Limited,
1405,RKEC,RKEC Projects Limited,1.340354236476775
1406,RKFORGE,Ramkrishna Forgings Limited,3.3200723327305672
1407,RMCL,Radha Madhav Corporation Limited,
1408,RML,Rane (Madras) Limited,5.5531327227794804
1409,RNAVAL,Reliance Naval and Engineering Limited,
1410,ROHLTD,Royal Orchid Hotels Limited,5.024916943521604
1411,ROLEXRINGS,Rolex Rings Limited,5.764941378324275
1412,ROLLT,Rollatainers Limited,3.2258064516129057
1413,ROLTA,Rolta India Limited,
1414,ROML,Raj Oil Mills Limited,6.402793946449359
1415,ROSSARI,Rossari Biotech Limited,3.3902060713494246
