,SYMBOL,NAME OF COMPANY,cm02JUL2024bhav.csv,cm01JUL2024bhav.csv
738,IDFC,IDFC Limited,-2.6138350120702576,-1.6617550753110684
739,IDFCFIRSTB,IDFC First Bank Limited,-2.772984964259305,-1.2414800389483887
740,IEL,Indiabulls Enterprises Limited,1.8257261410788286,-2.1121039805036537
741,IEX,Indian Energy Exchange Limited,-2.2657652899545746,4.874266090617044
742,IFBAGRO,IFB Agro Industries Limited,-0.2884219200659204,7.520212648133789
743,IFBIND,IFB Industries Limited,-2.3751647386147283,4.2531753786028395
744,IFCI,IFCI Limited,-1.6084030855079547,-1.0555375121792767
745,IFGLEXPOR,IFGL Refractories Limited,2.8780336029869322,-0.8942337341967419
746,IGARASHI,Igarashi Motors India Limited,2.2104607721046032,-0.5572755417956633
747,IGL,Indraprastha Gas Limited,-1.009716136406926,4.208854476871151
748,IGPL,IG Petrochemicals Limited,5.2068766965534214,0.712451329633016
749,IIFL,IIFL Finance Limited,1.7324067730253543,-1.3040958268933538
750,IIFLSEC,IIFL Securities Limited,-3.691433980123053,0.16591609386111533
751,IITL,Industrial Investment Trust Limited,2.963225311374777,-2.53710735243355
752,IL&FSENGG,IL&FS Engineering and Construction Company Limited,,
753,IL&FSTRANS,IL&FS Transportation Networks Limited,,
754,IMAGICAA,Imagicaaworld Entertainment Limited,0.02566076469078268,-0.26871401151632496
755,IMFA,Indian Metals & Ferro Alloys Limited,-1.9869750132907937,1.3401575863694433
756,IMPAL,India Motor Parts and Accessories Limited,3.694581280788177,-0.485679270119369
757,IMPEXFERRO,Impex Ferro Tech Limited,,
758,INCREDIBLE,INCREDIBLE INDUSTRIES LIMITED,1.3372620126926642,0.9842069123369187
759,INDBANK,Indbank Merchant Banking Services Limited,-2.6594719599152103,1.189547581903275
760,INDHOTEL,The Indian Hotels Company Limited,-1.805465191932321,-1.6398688104951604
761,INDIACEM,The India Cements Limited,0.5123674911660737,-3.600504138706269
762,INDIAGLYCO,India Glycols Limited,-1.2883830792355593,5.231047339283691
763,INDIAMART,Indiamart Intermesh Limited,-0.4339243146603133,0.14734132831006108
764,INDIANB,Indian Bank,-1.3302752293577982,-0.09165902841429881
765,INDIANCARD,Indian Card Clothing Company Limited,-0.6025196275333335,1.1449676823638126
766,INDIANHUME,Indian Hume Pipe Company Limited,-2.5109421792213853,7.013435227412806
767,INDIGO,InterGlobe Aviation Limited,0.6383003919804064,-0.14426772305328123
768,INDIGOPNTS,Indigo Paints Limited,-0.6463824012570498,1.9737800436999204
769,INDLMETER,IMP Powers Limited,,
770,INDNIPPON,India Nippon Electricals Limited,0.5698696574719667,1.6640986132511557
771,INDOAMIN,Indo Amines Limited,-1.4748635042189695,0.6278986799857263
772,INDOBORAX,Indo Borax & Chemicals Limited,15.255299749259182,0.3545693697815258
773,INDOCO,Indoco Remedies Limited,3.980699638118211,2.093596059113304
774,INDORAMA,Indo Rama Synthetics (India) Limited,-2.6337115072933495,10.647836807890608
775,INDOSTAR,IndoStar Capital Finance Limited,-2.1799976347222776,2.1915159328042533
776,INDOTECH,Indo Tech Transformers Limited,,
777,INDOTHAI,Indo Thai Securities Limited,-1.3459439796289518,-1.0261026102610344
778,INDOWIND,Indowind Energy Limited,9.97433076640997,6.5650644783118395
779,INDRAMEDCO,Indraprastha Medical Corporation Limited,-0.26962004313920923,1.1326453561540468
780,INDSWFTLAB,Ind-Swift Laboratories Limited,-2.7087198515769986,3.7176724137931134
781,INDSWFTLTD,Ind-Swift Limited,,
782,INDTERRAIN,Indian Terrain Fashions Limited,-2.306132792701479,4.654555098793271
783,INDUSINDBK,IndusInd Bank Limited,-1.8841375523371573,-0.5189484465687886
784,INDUSTOWER,Indus Towers Limited,-1.5013473630180845,3.8236077804423036
785,INFIBEAM,Infibeam Avenues Limited,-0.4318936877076497,-2.4943310657596354
786,INFOBEAN,InfoBeans Technologies Limited,-0.4532211071544238,1.9920757208892828
787,INFOMEDIA,Infomedia Press Limited,,
788,INFY,Infosys Limited,1.9015589640432489,1.5350247327269797
789,INGERRAND,Ingersoll Rand (India) Limited,-2.1082356998889873,1.4122225015575864
790,INOXGREEN,Inox Green Energy Services Limited,-0.8554860194063161,-1.732114646806602
791,INOXWIND,Inox Wind Limited,0.38362279416892164,1.0644297194416965
792,INSECTICID,Insecticides (India) Limited,-0.9984805730410212,-0.22379439792088768
793,INSPIRISYS,Inspirisys Solutions Limited,,
794,INTELLECT,Intellect Design Arena Limited,0.45182111572153905,1.5354367568579808
795,INTENTECH,Intense Technologies Limited,2.939198278181332,9.994821336095303
796,INTLCONV,International Conveyors Limited,0.6885721188692838,0.36372453928224674
797,INVENTURE,Inventure Growth & Securities Limited,-1.0169491525423813,-1.3377926421404693
798,IOB,Indian Overseas Bank,-0.738065326633164,-0.9334163036714397
799,IOC,Indian Oil Corporation Limited,0.3817249194799086,1.2256233774074752
800,IOLCP,IOL Chemicals and Pharmaceuticals Limited,4.33561309233024,1.4245014245014245
801,IONEXCHANG,ION Exchange (India) Limited,-4.672545029768633,15.48302872062664
802,IPCALAB,IPCA Laboratories Limited,-0.32151508478309543,0.4912808710277024
803,IPL,India Pesticides Limited,-1.3454861111111085,-0.9713745379523729
804,IRB,IRB Infrastructure Developers Limited,-0.21561681811181357,0.09249267766302184
805,IRCON,Ircon International Limited,1.4562211981566777,0.59336176525126
806,IRCTC,Indian Railway Catering And Tourism Corporation Limited,1.3849020496550335,0.3639120545868105
807,IRFC,Indian Railway Finance Corporation Limited,0.12226362366092687,-1.1794488234278875
808,IRIS,Iris Business Services Limited,,
809,IRISDOREME,Iris Clothings Limited,-2.202898550724632,1.425841540496838
810,ISEC,ICICI Securities Limited,-0.7339930532800344,0.7128242360240369
811,ISFT,Intrasoft Technologies Limited,-0.9084445848803268,1.1991366216324246
812,ISGEC,Isgec Heavy Engineering Limited,2.2789687256630065,-2.020080321285148
813,ISMTLTD,ISMT Limited,5.8018401642460615,0.22100289590000918
814,ITC,ITC Limited,-0.8274093928446593,0.9767004000941479
815,ITDC,India Tourism Development Corporation Limited,7.664344138139957,-0.7158325312800824
816,ITDCEM,ITD Cementation India Limited,2.94639687610934,7.181584704651383
817,ITI,ITI Limited,0.1291989664082614,0.22661055357722418
818,IVC,IL&FS Investment Managers Limited,-1.15740740740741,0.46511627906977127
819,IVP,IVP Limited,-1.5648401590662613,0.5608932744741543
820,IWEL,Inox Wind Energy Limited,2.3444576291417674,4.934278388494303
821,IZMO,IZMO Limited,1.9142199194012766,0.014394702749375132
822,J&KBANK,The Jammu & Kashmir Bank Limited,-0.05116398055768933,2.526665500961707
823,JAGRAN,Jagran Prakashan Limited,1.5025224830006474,2.0824003582624426
824,JAGSNPHARM,Jagsonpal Pharmaceuticals Limited,-0.3549770743972751,0.08882309400444452
825,JAIBALAJI,Jai Balaji Industries Limited,,
826,JAICORPLTD,Jai Corp Limited,1.2289541600098315,6.533123854412162
827,JAIPURKURT,Nandani Creation Limited,,
828,JAMNAAUTO,Jamna Auto Industries Limited,-1.0669639302492264,1.7664694919374497
829,JASH,Jash Engineering Limited,-0.47204849878992206,-3.1087481426448655
830,JAYAGROGN,Jayant Agro Organics Limited,0.6719799968745224,4.303178484107575
831,JAYBARMARU,Jay Bharat Maruti Limited,-1.148178284061112,1.4863748967795254
832,JAYNECOIND,Jayaswal Neco Industries Limited,-0.5006257822277741,-0.7453416149068312
833,JAYSREETEA,Jayshree Tea & Industries Limited,1.8214468958440186,4.206023881661022
834,JBCHEPHARM,JB Chemicals & Pharmaceuticals Limited,-0.22311468094600626,2.1742227794716817
835,JBFIND,JBF Industries Limited,,
836,JBMA,JBM Auto Limited,-1.7658034860965812,7.117437722419928
837,JCHAC,Johnson Controls - Hitachi Air Conditioning India Limited,2.1776088804440197,1.2915316045380874
838,JETAIRWAYS,Jet Airways (India) Limited,,
839,JETFREIGHT,Jet Freight Logistics Limited,-0.7220216606498169,1.0948905109489078
840,JHS,JHS Svendgaard Laboratories Limited,,
841,JINDALPHOT,Jindal Photo Limited,1.3486842105263108,2.059086839749326
842,JINDALPOLY,Jindal Poly Films Limited,3.9909903568663365,3.016460010151558
843,JINDALSAW,Jindal Saw Limited,-0.42147700201577204,0.34016732554932844
844,JINDALSTEL,Jindal Steel & Power Limited,-1.3591316658801407,1.4458062045193323
845,JINDRILL,Jindal Drilling And Industries Limited,-0.11796162315193459,0.8246114811290726
846,JINDWORLD,Jindal Worldwide Limited,0.8134805345729261,-0.4483007953723822
847,JISLDVREQS,Jain Irrigation Systems Limited,-2.574590952839269,1.2177301509985388
848,JISLJALEQS,Jain Irrigation Systems Limited,-2.5516243588057317,0.5421846072467555
849,JITFINFRA,JITF Infralogistics Limited,-0.8432598183748056,-1.2001864367280433
850,JKCEMENT,JK Cement Limited,-2.9859930188848076,1.8272955115060336
851,JKIL,J.Kumar Infraprojects Limited,-2.5663864610588383,8.11315076737887
852,JKLAKSHMI,JK Lakshmi Cement Limited,0.05574757498048835,1.4650149895355993
853,JKPAPER,JK Paper Limited,18.49116574740581,-1.3464908235728035
854,JKTYRE,JK Tyre & Industries Limited,1.772095109914755,3.7347294938918
855,JMA,Jullundur Motor Agency (Delhi) Limited,-2.170584526704491,4.067860155590967
856,JMFINANCIL,JM Financial Limited,1.5714446065776086,1.7473732297852915
857,JOCIL,Jocil Limited,-1.6820453671664743,0.08658008658008985
858,JPASSOCIAT,Jaiprakash Associates Limited,,
859,JPOLYINVST,Jindal Poly Investment and Finance Company Limited,2.331734744501416,1.7157275021026022
860,JPPOWER,Jaiprakash Power Ventures Limited,-0.2515090543259593,1.4285714285714162
861,JSL,Jindal Stainless Limited,0.4560581782324721,-1.36170212765958
862,JSWENERGY,JSW Energy Limited,-2.625966408957617,2.1375085091899315
863,JSWHL,JSW Holdings Limited,0.7825958225667602,3.344251350843884
864,JSWISPL,JSW Ispat Special Products Limited,,
865,JSWSTEEL,JSW Steel Limited,-0.5985803580887782,1.3311862587224883
866,JTEKTINDIA,Jtekt India Limited,-1.4565952649379887,3.864168618266979
867,JTLIND,JTL INDUSTRIES LIMITED,-0.25064940983457656,-1.4107921103473005
868,JUBLFOOD,Jubilant Foodworks Limited,-0.02607335303319612,2.139369729249881
869,JUBLINDS,Jubilant Industries Limited,-0.7698466465480076,0.6009913258983919
870,JUBLINGREA,Jubilant Ingrevia Limited,-2.4123422159887755,3.064469499855445
871,JUBLPHARMA,Jubilant Pharmova Limited,0.5801255801255801,-0.9665427509293649
872,JUSTDIAL,Just Dial Limited,-2.532427424335997,2.3836162864231163
873,JWL,Jupiter Wagons Limited,-1.4162873039959631,0.39173014145811325
874,JYOTHYLAB,Jyothy Labs Limited,5.773492907801421,4.541241890639473
875,JYOTISTRUC,Jyoti Structures Limited,,
876,KABRAEXTRU,Kabra Extrusion Technik Limited,0.16977928692699215,-0.4947508145287828
877,KAJARIACER,Kajaria Ceramics Limited,-1.116123642439435,6.256435749032412
878,KAKATCEM,Kakatiya Cement Sugar & Industries Limited,0.21726850041281018,-0.0477762334954889
879,KALPATPOWR,Kalpataru Power Transmission Limited,,
880,KALYANI,Kalyani Commercials Limited,,
881,KALYANIFRG,Kalyani Forge Limited,,
882,KALYANKJIL,Kalyan Jewellers India Limited,-0.3115577889447259,-0.728324852838467
883,KAMATHOTEL,Kamat Hotels (I) Limited,-0.5503009458297512,2.5799338478500524
884,KAMDHENU,Kamdhenu Limited,2.917966599376028,5.081477196027389
885,KAMOPAINTS,Kamdhenu Ventures Limited,0.0,5.474999999999994
886,KANANIIND,Kanani Industries Limited,2.3333333333333277,9.090909090909092
887,KANORICHEM,Kanoria Chemicals & Industries Limited,-1.1562906807565594,4.639423076923082
888,KANPRPLA,Kanpur Plastipack Limited,-2.776766205389655,3.359367648442653
889,KANSAINER,Kansai Nerolac Paints Limited,-0.07407407407406986,-0.037023324694565984
890,KAPSTON,Kapston Services Limited,,
891,KARMAENG,Karma Energy Limited,4.994850669412982,2.823861630780095
892,KARURVYSYA,Karur Vysya Bank Limited,-1.0915237865250034,0.1547912736419589
893,KAUSHALYA,Kaushalya Infrastructure Development Corporation Limited,4.3549608684675585,9.913284772806112
894,KAVVERITEL,Kavveri Telecom Products Limited,,
895,KAYA,Kaya Limited,0.39792196308167443,1.846223122818878
896,KAYNES,Kaynes Technology India Limited,-0.28686101080761667,3.1310011937509756
897,KBCGLOBAL,KBC Global Limited,1.1049723756906087,1.1173184357541908
898,KCP,KCP Limited,0.39022059409095255,2.8335107689787846
899,KCPSUGIND,KCP Sugar and Industries Corporation Limited,0.13289036544851002,1.324057450628358
900,KDDL,KDDL Limited,0.7426872059540827,-1.5613141060392526
901,KEC,KEC International Limited,2.0702528423553317,-0.332619235539512
902,KECL,Kirloskar Electric Company Limited,3.794162826420889,2.7516178250118473
903,KEEPLEARN,DSJ Keep Learning Limited,,
904,KEERTI,Keerti Knowledge and Skills Limited,,
905,KEI,KEI Industries Limited,1.563145034420415,1.3903029480305151
906,KELLTONTEC,Kellton Tech Solutions Limited,-0.30479357162648774,2.586696986924379
907,KENNAMET,Kennametal India Limited,,
908,KERNEX,Kernex Microsystems (India) Limited,1.3184079601990077,1.438304314912942
909,KESORAMIND,Kesoram Industries Limited,-0.27546923148753544,1.9953331111005275
910,KEYFINSERV,Keynote Financial Services Limited,,
911,KFINTECH,Kfin Technologies Limited,3.520359526079263,4.870037132247916
912,KHADIM,Khadim India Limited,7.1530963302752255,-0.25736345438947017
913,KHAICHEM,Khaitan Chemicals & Fertilizers Limited,0.3471257983893363,0.9673349221926227
914,KHAITANLTD,Khaitan (India) Limited,1.3447116627876803,-0.7188703465982057
915,KHANDSE,Khandwala Securities Limited,-0.38582953349702903,1.2069577564785228
916,KICL,Kalyani Investment Company Limited,0.6320100382593193,3.122990577046731
917,KILITCH,Kilitch Drugs (India) Limited,1.207153502235473,0.3289473684210595
918,KIMS,Krishna Institute of Medical Sciences Limited,-1.8584050057416084,2.360448101326566
919,KINGFA,Kingfa Science & Technology (India) Limited,3.571769421645348,-1.0505937625422008
920,KIOCL,KIOCL Limited,2.4601063829787284,0.7142857142857117
921,KIRIINDUS,Kiri Industries Limited,0.5818404532230829,0.384260682446972
922,KIRLFER,Kirloskar Ferrous Industries Ltd,,
923,KIRLOSBROS,Kirloskar Brothers Limited,2.890897699812043,5.313759219548979
924,KIRLOSENG,Kirloskar Oil Engines Limited,-1.257972444413132,1.8446079310963606
925,KIRLOSIND,Kirloskar Industries Limited,-1.1267904856066582,1.9577949397249093
926,KIRLPNU,Kirloskar Pneumatic Company Limited,0.7614497405845281,-0.6268545994065315
927,KITEX,Kitex Garments Limited,0.12665353222627912,1.8343364860991702
928,KKCL,Kewal Kiran Clothing Limited,-0.4504504504504475,3.319416877694888
929,KMSUGAR,K.M.Sugar Mills Limited,,
930,KNRCON,KNR Constructions Limited,-1.3175039814680791,-0.9607112130771339
931,KOHINOOR,Kohinoor Foods Limited,3.416003743565748,1.49608169080979
932,KOKUYOCMLN,Kokuyo Camlin Limited,0.7334651444607474,3.1920494932210044
933,KOLTEPATIL,Kolte - Patil Developers Limited,0.046860356138703985,-1.5455594002306778
934,KOPRAN,Kopran Limited,-2.4830261881668303,1.7046127135698192
935,KOTAKBANK,Kotak Mahindra Bank Limited,-2.129307007355788,0.31067961165048036
936,KOTARISUG,Kothari Sugars And Chemicals Limited,0.20246330352623154,0.40657292901914616
937,KOTHARIPET,Kothari Petrochemicals Limited,0.6460875807609312,0.4760530871321588
938,KOTHARIPRO,Kothari Products Limited,2.2331786542923524,2.9945485774027265
939,KOVAI,Kovai Medical Center and Hospital Limited,,
940,KPIGREEN,KPI Green Energy Limited,-1.0853713260040336,-1.2217081751946122
941,KPITTECH,KPIT Technologies Limited,0.048111618955975134,1.715858693989904
942,KPRMILL,K.P.R. Mill Limited,-2.554264415698319,3.4064501502012208
943,KRBL,KRBL Limited,0.5289256198347182,6.645513837475771
944,KREBSBIO,Krebs Biochemicals and Industries Limited,0.7760381211708552,3.5236081747709656
945,KRIDHANINF,Kridhan Infra Limited,,
946,KRISHANA,Krishana Phoschem Limited,-0.3070624360286708,0.6006521366054572
947,KRITI,Kriti Industries (India) Limited,0.2976348657985662,-0.4339313118484379
948,KRITIKA,Kritika Wires Limited,4.954714970697921,-2.4428274428274372
949,KRITINUT,Kriti Nutrients Limited,-0.04580852038480199,2.797136937276322
950,KRSNAA,Krsnaa Diagnostics Limited,3.324598755322626,0.6262359920896619
951,KSB,Ksb Limited,1.0794553282656538,3.3555475120829596
952,KSCL,Kaveri Seed Company Limited,-0.3142644082241446,0.46018835616439085
953,KSHITIJPOL,Kshitij Polyline Limited,,
954,KSL,Kalyani Steels Limited,2.2154670513679218,4.18702023726448
955,KSOLVES,Ksolves India Limited,-0.23256834437668092,-0.06577793369584284
956,KTKBANK,The Karnataka Bank Limited,-0.8982035928143672,-0.0982142857142852
957,KUANTUM,Kuantum Papers Limited,8.713957642255677,-0.025510204081645702
958,L&TFH,L&T Finance Holdings Limited,,
959,LAGNAM,Lagnam Spintex Limited,,
960,LAKPRE,Lakshmi Precision Screws Limited,,
961,LAL,Lorenzini Apparels Limited,-2.7087033747779725,0.17793594306049443
962,LALPATHLAB,Dr. Lal Path Labs Ltd.,-1.5229325305471932,1.5391807818175345
963,LAMBODHARA,Lambodhara Textiles Limited,-0.1657951791863225,3.593605496102522
964,LANDMARK,Landmark Cars Limited,-0.7231261298845842,-1.181805689157623
965,LAOPALA,La Opala RG Limited,-0.38655961938745503,4.701120797011215
966,LASA,Lasa Supergenerics Limited,0.17551557700745568,-1.512532411408822
967,LATENTVIEW,Latent View Analytics Limited,,
968,LAURUSLABS,Laurus Labs Limited,1.613277623026924,1.4721469791543988
969,LAXMICOT,Laxmi Cotspin Limited,-1.5006002400960383,6.080865966252786
970,LAXMIMACH,Lakshmi Machine Works Limited,-1.7120499569079874,-1.5012924450710803
971,LCCINFOTEC,LCC Infotech Limited,,
972,LEMONTREE,Lemon Tree Hotels Limited,0.3382109331860913,0.4994450610432845
973,LEXUS,Lexus Granito (India) Limited,-3.695906432748534,2.004294917680753
974,LFIC,Lakshmi Finance & Industrial Corporation Limited,-0.2631331641763003,1.6720810242690616
975,LGBBROSLTD,LG Balakrishnan & Bros Limited,-0.10187103127440661,3.0261684858662186
976,LGBFORGE,LGB Forge Limited,,
977,LIBAS,Libas Consumer Products Limited,0.055279159756780334,0.055309734513282985
978,LIBERTSHOE,Liberty Shoes Limited,9.342340045883246,2.9929115253347427
979,LICHSGFIN,LIC Housing Finance Limited,-2.560176394928643,2.453564257028121
980,LICI,Life Insurance Corporation Of India,-1.0939930747227358,0.7686472819216205
981,LIKHITHA,Likhitha Infrastructure Limited,-2.3414218816517667,2.755905511811029
982,LINC,Linc Limited,0.5863079841351918,0.17274140611504576
983,LINCOLN,Lincoln Pharmaceuticals Limited,1.2866222291117584,5.253711861641384
984,LINDEINDIA,Linde India Limited,0.5055946953999257,1.762820512820504
985,LODHA,Macrotech Developers Limited,-1.8730899411784037,1.1971667054637358
986,LOKESHMACH,Lokesh Machines Limited,,
987,LOTUSEYE,Lotus Eye Hospital and Institute Limited,1.08996539792388,2.518623625399068
988,LOVABLE,Lovable Lingerie Limited,-2.7374418119919386,4.018212040182122
989,LOYALTEX,Loyal Textile Mills Limited,-0.6943253900222792,0.4477354916479953
990,LPDC,Landmark Property Development Company Limited,-2.0547945205479534,8.607863974495222
991,LSIL,Lloyds Steels Industries Limited,,
992,LT,Larsen & Toubro Limited,2.8342147424536677,-0.6171708774253445
993,LTIM,LTIMindtree Limited,0.4864616796695732,1.1596921105653581
994,LTTS,L&T Technology Services Limited,-0.32331326675328387,2.6990965665454616
995,LUMAXIND,Lumax Industries Limited,2.291937292026268,1.062834945869141
996,LUMAXTECH,Lumax Auto Technologies Limited,1.8284831315992747,-0.07720020586720396
997,LUPIN,Lupin Limited,1.0364778317502554,-0.3268880870879178
998,LUXIND,Lux Industries Limited,3.4001804177364514,1.7869755615199854
999,LXCHEM,Laxmi Organic Industries Limited,0.28879476318829417,3.6147462496010223
1000,LYKALABS,Lyka Labs Limited,-0.0932835820895602,-0.38100548276182195
1001,LYPSAGEMS,Lypsa Gems & Jewellery Limited,9.786476868327398,1.079136690647491
1002,M&M,Mahindra & Mahindra Limited,-0.3720639115391908,0.3209320984424265
1003,M&MFIN,Mahindra & Mahindra Financial Services Limited,-1.3535551206784193,1.996007984031936
1004,MAANALU,Maan Aluminium Limited,-0.5883603884596187,-2.1230833275515177
1005,MACPOWER,Macpower CNC Machines Limited,,
1006,MADHAV,Madhav Marbles and Granites Limited,,
1007,MADHUCON,Madhucon Projects Limited,,
1008,MADRASFERT,Madras Fertilizers Limited,-2.370964800291806,1.3962089690244945
1009,MAGADSUGAR,Magadh Sugar & Energy Limited,-0.5721802038803055,0.07239699881531585
1010,MAGNUM,Magnum Ventures Limited,4.986981774484282,0.3013258336681369
1011,MAHABANK,Bank of Maharashtra,-1.1038557213930253,-0.7560561641722097
1012,MAHAPEXLTD,Maha Rashtra Apex Corporation Limited,1.3563136697465008,0.8963786303334529
1013,MAHASTEEL,Mahamaya Steel Industries Limited,-1.79545027260763,0.9297912713472389
1014,MAHEPC,Mahindra EPC Irrigation Limited,,
1015,MAHESHWARI,Maheshwari Logistics Limited,-2.0458391016766733,0.6970260223048371
1016,MAHINDCIE,Mahindra CIE Automotive Limited,,
1017,MAHLIFE,Mahindra Lifespace Developers Limited,-0.21555297628918388,1.081035783122441
1018,MAHLOG,Mahindra Logistics Limited,1.3571295779884864,2.4473859632416004
1019,MAHSCOOTER,Maharashtra Scooters Limited,1.3434372415655391,-0.8545053964358464
1020,MAHSEAMLES,Maharashtra Seamless Limited,-1.4302015975656108,0.2211039951204705
1021,MAITHANALL,Maithan Alloys Limited,0.6641092274058453,1.8399495904221879
1022,MALLCOM,Mallcom (India) Limited,1.1832427246562165,8.973688795957484
1023,MALUPAPER,Malu Paper Mills Limited,,
1024,MANAKALUCO,Manaksia Aluminium Company Limited,-1.1743772241992947,1.5540296349837357
1025,MANAKCOAT,Manaksia Coated Metals & Industries Limited,,
1026,MANAKSIA,Manaksia Limited,0.7468030690537125,0.6486820428336032
1027,MANAKSTEEL,Manaksia Steels Limited,,
1028,MANALIPETC,Manali Petrochemicals Limited,1.18518518518519,2.2063595068137642
1029,MANAPPURAM,Manappuram Finance Limited,-2.606970813261552,1.8470418470418488
1030,MANGALAM,Mangalam Drugs And Organics Limited,-0.3738138598677279,0.7532592950265583
1031,MANGCHEFER,Mangalore Chemicals & Fertilizers Limited,-2.298411728772148,3.501145973286973
1032,MANGLMCEM,Mangalam Cement Limited,0.16864354376299961,1.7968526466380597
1033,MANINDS,Man Industries (India) Limited,-2.314419795221848,13.455953533397876
1034,MANINFRA,Man Infraconstruction Limited,0.5539882021031098,-0.5965735264124087
1035,MANKIND,Mankind Pharma Limited,-1.4693291991577389,1.4864737929738914
1036,MANOMAY,Manomay Tex India Limited,2.1527701890503756,1.0936809544852066
1037,MANORAMA,Manorama Industries Limited,,
1038,MANORG,Mangalam Organics Limited,,
1039,MANUGRAPH,Manugraph India Limited,5.136363636363632,-3.0837004405286312
1040,MANYAVAR,Vedant Fashions Limited,0.8678482872623581,3.5420529643892924
1041,MAPMYINDIA,C.E. Info Systems Limited,0.2915326902465244,1.3579576317218904
1042,MARALOVER,Maral Overseas Limited,0.5256773150020226,2.88448204132575
1043,MARATHON,Marathon Nextgen Realty Limited,-2.725227102258525,4.212263331596318
1044,MARICO,Marico Limited,-2.796132151490737,1.2234910277324633
1045,MARINE,Marine Electricals (India) Limited,4.995425434583713,4.99519692603265
1046,MARKSANS,Marksans Pharma Limited,1.7158209684313377,2.974094567404438
1047,MARSHALL,Marshall Machines Limited,,
1048,MARUTI,Maruti Suzuki India Limited,-0.5454778195752563,0.6215799598632131
1049,MASFIN,MAS Financial Services Limited,-0.11884550084890416,0.10197144799456538
1050,MASKINVEST,Mask Investments Limited,2.3089609675645897,0.8762200532386938
1051,MASTEK,Mastek Limited,-1.7234618949169427,2.908917501192186
1052,MATRIMONY,Matrimony.Com Limited,-0.9704968944099378,3.1803252423295723
1053,MAWANASUG,Mawana Sugars Limited,0.30695770804911277,-2.291093893193368
1054,MAXHEALTH,Max Healthcare Institute Limited,-4.467461812094573,1.6105884228990568
1055,MAXIND,Max India Limited,1.4444628922463965,2.6589398329640206
1056,MAXVIL,Max Ventures and Industries Limited,,
1057,MAYURUNIQ,Mayur Uniquoters Ltd,-1.4762123298149137,2.420681551116341
1058,MAZDA,Mazda Limited,1.0841525482813885,5.250412768299392
1059,MAZDOCK,Mazagon Dock Shipbuilders Limited,-1.4645303716515956,2.6264466477478385
1060,MBAPL,Madhya Bharat Agro Products Limited,0.42199599756373396,0.6921324688978502
1061,MBECL,Mcnally Bharat Engineering Company Limited,,
1062,MBLINFRA,MBL Infrastructure Limited,-2.008393285371708,-0.7438262421898245
1063,MCDOWELL-N,United Spirits Limited,,
1064,MCL,Madhav Copper Limited,-0.5971769815418185,0.8210180623973844
1065,MCLEODRUSS,Mcleod Russel India Limited,-2.6383290582630963,3.020007550018878
1066,MCX,Multi Commodity Exchange of India Limited,-0.6690677911790694,-0.5848772904508339
1067,MEDANTA,Global Health Limited,0.3699185392153041,-2.88542383245433
1068,MEDICAMEQ,Medicamen Biotech Limited,1.5075376884422187,0.6708457054877404
1069,MEDICO,Medico Remedies Limited,,
1070,MEDPLUS,Medplus Health Services Limited,0.47345036055065914,0.5861235255330061
1071,MEGASOFT,Megasoft Limited,4.934259122470089,4.994571118349618
1072,MEGASTAR,Megastar Foods Limited,-1.1660079051383354,0.0079057633014508
1073,MELSTAR,Melstar Information Technologies Limited,,
1074,MENONBE,Menon Bearings Limited,-1.7636937195296674,-0.5277421195264649
1075,MEP,MEP Infrastructure Developers Limited,,
1076,METALFORGE,Metalyst Forgings Limited,,
1077,METROBRAND,Metro Brands Limited,0.11313588427814163,0.7285307285307322
1078,METROPOLIS,Metropolis Healthcare Limited,-2.0149417175674733,3.872500695129048
1079,MFL,Meghmani Finechem Limited,,
1080,MFSL,Max Financial Services Limited,-1.5366074118710522,2.469898116702686
1081,MGEL,Mangalam Global Enterprise Limited,1.5238095238095253,-6.082289803220033
1082,MGL,Mahanagar Gas Limited,-2.141057934508808,9.386937190807181
1083,MHLXMIRU,Mahalaxmi Rubtech Limited,1.9811937446573127,-0.47542788509658124
1084,MHRIL,Mahindra Holidays & Resorts India Limited,-1.0423452768729666,1.2310397889646127
1085,MICEL,MIC Electronics Limited,4.991314418066013,4.997568093385214
1086,MIDHANI,Mishra Dhatu Nigam Limited,0.1737619461337992,0.1413811854268575
1087,MINDACORP,Minda Corporation Limited,0.7050055393292376,3.126298296634818
1088,MINDTECK,Mindteck (India) Limited,-2.612713079496589,1.1440541411537257
1089,MIRCELECTR,MIRC Electronics Limited,-1.0800196367206794,-1.0684798445847443
1090,MIRZAINT,Mirza International Limited,9.868421052631582,0.1135589370883424
1091,MITCON,MITCON Consultancy & Engineering Services Limited,-2.7784018572605467,1.1131303952748741
1092,MITTAL,Mittal Life Style Limited,-0.46728971962617905,0.9433962264150951
1093,MMFL,MM Forgings Limited,0.4892823858341241,4.027469198141782
1094,MMP,MMP Industries Limited,2.690829214717197,-0.1279707495429699
1095,MMTC,MMTC Limited,1.2648524338827254,-0.8738601823708179
1096,MODIRUBBER,Modi Rubber Limited,,
1097,MODISONLTD,MODISON LIMITED,,
1098,MOHITIND,Mohit Industries Limited,,
1099,MOHOTAIND,Mohota Industries Limited,,
1100,MOIL,MOIL Limited,0.6244241989968291,-1.1934863962779476
1101,MOKSH,Moksh Ornaments Limited,,
1102,MOL,Meghmani Organics Limited,-1.263385874142699,1.25487329434698
