,SYMBOL,NAME OF COMPANY,cm29MAY2024bhav.csv,cm28MAY2024bhav.csv,cm27MAY2024bhav.csv,cm24MAY2024bhav.csv,cm23MAY2024bhav.csv,cm22MAY2024bhav.csv,cm21MAY2024bhav.csv,cm18MAY2024bhav.csv,cm17MAY2024bhav.csv,cm16MAY2024bhav.csv,cm15MAY2024bhav.csv,cm14MAY2024bhav.csv,cm13MAY2024bhav.csv,cm10MAY2024bhav.csv,cm09MAY2024bhav.csv,cm08MAY2024bhav.csv,cm07MAY2024bhav.csv,cm06MAY2024bhav.csv,cm03MAY2024bhav.csv,cm02MAY2024bhav.csv
386,DAMODARIND,Damodar Industries Limited,-0.8955223880597071,0.6006006006005948,-2.250489236790604,2.8169014084507014,-0.9960159362549801,-0.9861932938856016,3.258655804480654,-1.1077542799597124,-0.501002004008016,-0.2997002997002969,0.4012036108324889,0.70707070707071,-1.590457256461227,0.9027081243731108,-4.501915708812263,3.468780971258672,-4.269449715370019,-2.857142857142852,1.3071895424836655,0.752587017873939
387,DANGEE,Dangee Dums Limited,-0.6172839506172708,0.0,-1.8181818181818226,1.2269938650306704,-2.3952095808383147,1.2121212121212077,-1.7857142857142898,0.5988023952095893,0.0,0.0,1.8292682926829311,1.8633540372670632,-8.522727272727272,2.923976608187134,-2.840909090909091,0.0,-2.2222222222222143,-1.098901098901095,-1.6216216216216255,-1.0695187165775364
388,DATAMATICS,Datamatics Global Services Limited,-0.16391949731353744,-1.480351695675579,-2.1594101123595624,-1.6234887737478374,-0.4299226139294927,-2.39194292908099,-0.4262075881664641,4.799439481520403,1.81915462814338,2.890173410404624,1.2447747329308028,0.5135387488328664,-4.032258064516129,0.6675085693667772,-2.0930848715004897,1.062120671188849,-5.099102151448401,-1.5428237845050456,1.403805496828745,-1.2773417932876903
389,DATAPATTNS,Data Patterns (India) Limited,1.2102607529727316,-2.91185639409407,-3.9690764043095674,-1.8057596950559685,1.4784219239153564,-3.9529611788041854,-4.364583490161253,4.147328148519819,7.502739148756854,3.510547345279427,-3.172779645554226,6.898918206281265,-1.5714158741445141,-1.260246081477194,1.8702952062510123,2.1796324039902104,-2.9762643362345655,-2.4974938642884306,-1.8723923883178937,-0.7357026212562471
390,DBCORP,D.B.Corp Limited,3.2688687318158522,2.887832364852963,-2.9562542720437572,-4.999999999999993,4.994034429861931,4.992841803865443,0.143369175627232,0.10764262648009021,1.975850713501638,-1.6552716804605854,0.9260940621027617,1.3061074319352506,2.2188792779240445,,,,,,,
391,DBL,Dilip Buildcon Limited,-0.8670167297594362,-2.755017218857623,-1.2546904315196918,0.18796992481201938,-1.057770545158655,-1.4773247824095386,-1.755175517551745,0.9311832841244528,-1.2890931509920414,2.281586792020176,-0.3313906982059167,-1.5967614978072566,-5.534310601232209,3.099331946117616,-3.1501909206618515,2.7127138032465385,-2.816304923239812,1.4282646048109917,0.04297378599055554,-1.0418881564958609
392,DBOL,Dhampur Bio Organics Limited,-1.0313531353135312,-0.85889570552147,1.1166253101736925,0.415282392026578,-1.2305168170631664,-0.36779730281977,-0.5284552845528502,0.3262642740619949,2.508361204013378,-0.7056870070568771,-2.073170731707315,0.6958657388456768,0.36976170912079115,0.04110152075626564,-2.6410564225690254,-0.7939658594680429,-2.853837254145779,-2.2247360482654512,-2.031769486516439,-0.29465930018416625
393,DBREALTY,D B Realty Limited,0.8078767987881819,-2.558425584255837,-1.1670313639679095,-2.419928825622773,-1.1027686532144507,-0.9758364312267632,2.868068833652008,-0.5230622919638719,-0.023769907297353433,0.023775558725621943,0.5498446091322046,4.601150287571902,-3.6385542168674756,7.512953367875648,-5.554196231954977,-0.21972656250000833,-4.410735122520415,-6.297835119177784,-2.453071672354949,-0.6358626536668079
394,DBSTOCKBRO,DB (International) Stock Brokers Limited,-4.985618408437204,-4.136029411764706,-4.477611940298515,-0.2626970227670728,-0.8680555555555556,-1.2853470437017995,-3.3940397350993328,0.41562759767248547,-1.9559902200489043,-0.8084074373484237,0.650935720097638,0.490596892886352,0.8244023083264632,3.4982935153583568,-3.539094650205759,-1.6194331983805668,-3.3646322378716724,-4.981412639405207,4.182804027885364,4.95934959349593
395,DCAL,Dishman Carbogen Amcis Limited,0.07802340702210958,-1.1568123393316194,3.183023872679045,-2.50840444789242,0.6245120999219301,-1.4362657091561852,-0.8392675483214679,1.6283277332644124,-2.2733013387218994,2.246900826446278,-4.205838693715982,1.5067805123053744,0.1005530417295066,0.7088607594936738,-4.819277108433735,-3.2859473316243353,-3.702872531418312,-2.5371828521434745,-0.6734738214208175,-0.8615119534783545
396,DCBBANK,DCB Bank Limited,-1.1171032357473167,0.0,0.4255319148936258,-0.30852294639414246,-0.460652591170821,-1.2509476876421575,0.03792188092530252,0.8027522935779685,1.0038610038610127,-0.2695417789757369,0.5420054200541917,0.8590394377196362,-1.9149751053236308,1.9125683060109422,-3.430079155672831,-0.8594917787742941,-1.9421033345547654,-1.5512265512265553,-0.8583690987124585,0.07158196134575716
397,DCI,Dc Infotech And Communication Limited,,,,,,,,,,,,,,,,,,,,
398,DCM,DCM  Limited,-1.3879709187045755,2.715546503733876,0.0,0.3405994550408719,-0.4070556309362241,-1.0073875083948958,-0.06711409395972773,0.47201618341199497,0.0674763832658723,-1.0020040080160322,0.40241448692152537,3.1833910034602035,-2.364864864864865,2.2805805114029107,-2.493261455525618,0.0,-1.3297872340425532,-1.6993464052287546,-2.048655569782323,-2.2528160200250453
399,DCMFINSERV,DCM Financial Services Limited,,,,,,,,,,,,,,,,,,,,
400,DCMNVL,DCM Nouvelle Limited,3.1909418425115743,-2.238993710691818,0.5565393372122409,-0.8527715073990413,-1.6526887025160308,0.14822134387350935,0.39682539682540247,-0.9093143278446766,-1.9518072289156683,-2.329959990586015,0.61567605967321,6.857287449392718,-1.2493753123438283,1.6251904520060887,-4.20822184383362,3.058410629230395,-4.706163401815586,-3.191489361702117,-0.5291005291005317,-0.9117848187827673
401,DCMSHRIRAM,DCM Shriram Limited,0.2189743850893698,-1.083014305863389,0.7408910991576239,-0.4546373004647403,-0.6324666198172944,-1.077511296489401,0.4088348207608339,0.5514613726374893,0.9565745520801746,-0.6336753168376652,1.807383134504131,0.10250627850955871,0.02563313852148057,-1.6140421668516092,-0.8452113028257109,2.5174323215750567,-3.9495715552053494,5.060016556291388,0.2073828287017835,-0.1552955792525106
402,DCMSRIND,DCM Shriram Industries Limited,0.9084556254367523,-5.252703597439861,-0.5487269534679543,-0.6108202443280878,-0.23939064200218124,2.5669642857142856,1.9572143832498914,2.0199674947759436,6.083743842364529,0.9197116579666887,0.9535759096612325,2.231913801949715,-0.179257362355951,-0.10232796111536897,-2.0055151667084483,1.0129146619397318,-1.9125683060109402,-2.186588921282799,-2.672026483802307,2.372306947470335
403,DCW,DCW Limited,-1.1650485436893232,-0.7707129094412304,-1.1428571428571457,1.6456921587608933,-0.5774783445620871,-0.6692160611854576,0.19157088122604274,0.09587727708533895,0.19212295869356663,-1.7924528301886848,1.5325670498084236,2.4533856722276743,-0.9718172983479106,0.29239766081872454,-2.005730659025796,0.2873563218390777,-3.778801843317967,-1.5426497277676976,-0.6311992786293984,-0.359389038634314
404,DCXINDIA,DCX Systems Limited,1.2581621277273416,-2.846975088967968,-2.283035984275782,-2.3763837638376417,2.885345482156416,-0.6187745246000638,0.470053070507964,4.632714580358567,-1.89883268482491,3.395558416478922,1.3537758930027652,2.7656721421387864,-1.4698596201486338,-1.3039934800325998,-2.184311224489803,-1.9846851070479656,-1.8257134090211686,0.12288786482334171,0.6649141796814526,0.6067205973864486
405,DECCANCE,Deccan Cements Limited,-1.3955479452054755,-4.097216520239764,-1.44047908068301,2.607323756539076,0.1163854019452875,-0.43866909452077096,-1.6444154998371903,0.5731128213525463,0.4523398305781725,-1.0417514446162572,-0.3972114137483677,1.2807881773398941,0.3873732794857039,-0.7281950580919727,-0.6503007641033979,0.056933712891422975,-3.5913118481925785,1.577060931899638,-1.4443833895910267,0.839072271036186
406,DEEPAKFERT,Deepak Fertilizers and Petrochemicals Corporation Limited,4.38684861251029,-1.5152881753404848,-0.9293182021266968,1.8938359282527504,-1.0986042323277843,0.7164883003809261,-0.8453237410072024,-0.1526443386908544,-0.0897102359379205,0.8322026232474035,4.28261484765589,1.2318563789151895,-1.5234154598457819,-1.4914312181565457,-2.782780979827097,-0.03601008282317821,-4.017972867882139,-1.0601008805676746,-0.9819690171844501,-2.3880350355313245
407,DEEPAKNTR,Deepak Nitrite Limited,-1.382939398551816,-1.925701612215307,-0.8709622864873968,1.2977001156366323,-5.220215141059464,-2.113879286367061,-0.41350928912016593,2.121512133028913,1.070064734832252,0.998246880478491,-1.8184395439726257,-0.545776775284961,-0.4750355775590933,2.41193858280647,-2.723642172523954,-0.37795902128506065,-1.9714904155535256,4.712800931125318,-1.2541586853513422,2.0242331982473027
408,DEEPENR,DEEP ENERGY RESOURCES LIMITED,-2.4677509814918706,-1.8982118294360324,1.5079586707623505,1.3012729844413076,-1.2017887087758554,-0.1116694584031204,-1.45804676753783,1.4229910714285778,0.11173184357541266,-0.9133683919180768,-1.7672648178357804,2.6514094334356684,-0.2505567928730449,0.7291082445316786,-3.438938532358513,1.9321004692243997,-3.154236835070839,-2.27272727272727,-0.26055237102657636,0.9203260583749672
409,DEEPINDS,Deep Industries Limited,1.864133357232475,-1.6049382716049423,-1.6308119361554438,-1.7890611688532971,0.32478632478632086,-1.299139530960021,0.9194619444917574,-0.5755882850855072,0.9226037929267199,-5.930568948891047,1.0064935064935139,1.299128432823545,-1.6178611875101117,5.984224965706443,-3.042394014962586,-1.2477425710064065,7.0474516695957865,2.5964659213847776,-0.3951149425287234,-1.41643059490085
410,DELHIVERY,Delhivery Limited,-3.2645223235717764,0.6523314810340772,2.2101494011606344,0.2227447098131363,0.14871731317388096,3.5150737652341215,-10.371392434172707,-4.165289256198342,0.7661558960692846,0.2895322939866395,-1.003197001433141,0.7664963341479645,-0.7059342598720468,1.956815114709849,-1.9625137816979004,1.3974287311347122,-0.6111111111111112,-1.4993980518769885,1.4658523042754077,0.27839643652561247
411,DELPHIFX,DELPHI WORLD MONEY LIMITED,-1.0439970171513766,-3.802008608321372,-0.404858299595139,-0.9202453987730141,-0.4229323308270703,0.0,-0.11734334663224594,1.6702457647339537,0.311153662039256,-0.3577390889577868,-1.688159437280185,1.2342748635176806,-0.18952854773750563,-0.35410764872521244,-2.8885832187070073,-0.3199268738574118,-2.712316585148953,-2.19612959338986,-0.8408796895213528,0.2594033722438367
412,DELTACORP,Delta Corp Limited,-0.8200258955545867,-0.600600600600603,-0.42716787697565145,-2.2138680033416924,-0.2915451895043685,-0.6208609271523179,-1.0647010647010624,1.2437810945273633,-0.33057851239669894,3.5072711719418255,-0.6374840628984275,1.1607910576096376,-1.0212765957446832,0.6855184233076239,-1.8915510718789406,-1.0399334442595674,-1.3945857260049244,-1.0953346855983728,1.1489536315141613,-0.3271983640081846
413,DELTAMAGNT,Delta Manufacturing Limited,-0.41173443129182263,-0.15416238437820295,-2.4561403508771957,-0.10015022533800132,-0.9424603174603203,-1.6105417276720408,1.6873449131513678,0.4486540378863438,-2.7629665535627805,3.2016008004002026,0.8068582955118478,-3.2682926829268237,0.7371007371007371,2.518891687657431,-1.0961634280019874,2.345741968383475,-5.902111324376206,-0.19157088122605637,0.4812319538017324,1.663405088062625
414,DEN,Den Networks Limited,0.19920318725098468,-3.4615384615384563,-2.255639097744366,5.13833992094862,-2.3166023166023084,2.472799208704253,-1.269531250000011,-0.09756097560975056,-0.09746588693956562,-1.3461538461538516,1.8609206660137176,5.803108808290149,-0.8221993833504595,0.0,-1.21827411167513,0.0,-1.598401598401593,-2.246093750000011,-0.19493177387913124,-0.19455252918288216
415,DENORA,De Nora India Limited,1.7286796180441224,-1.7406496699883582,-1.7764642323704085,0.8169934640522877,-0.5448809865213766,-3.6059833522744618,-2.4099997002487963,0.9898892050614463,3.92298738477995,2.0089214081704663,3.5283564238014495,2.489103786434211,-0.77037437491552,-0.9239421531869279,-1.694803698950209,-1.4848435727022267,-0.23288158618235336,-2.281993741900827,-2.834592469750007,-15.69490472245237
416,DEVIT,Dev Information Technology Limited,-2.2397345499792642,-0.8227067050596462,3.1395842172252895,-1.7507294706127625,8.014407924358402,0.22563176895306858,0.2714932126696807,0.5917159763313662,1.1510128913443831,0.32332563510392087,-2.2573363431151243,1.745521359669275,-0.5027422303473595,-0.5906406179009464,3.430451127819541,-1.2070566388115107,-3.796337650736936,-2.609830361026533,-1.7941050832977312,-1.4730639730639732
417,DEVYANI,Devyani International Limited,-0.1651254953764861,-0.4602235371466066,0.19762845849801247,-0.4916420845624385,-0.22890778286461366,0.26229508196721685,0.09845749917952458,0.09855453350854514,0.6280991735537115,0.26516407026848243,-3.8559592096877067,0.9977470228516327,-3.629032258064513,-0.1239157372986475,-0.5545286506469536,0.21611608521149905,-0.5526558182376455,-1.6309272123225713,0.2422040569179568,-0.7213706041478741
418,DGCONTENT,Digicontent Limited,,,,,,,,,,,,,,,,,5.000000000000003,4.838709677419352,4.862579281183941,4.878048780487795
419,DHAMPURSUG,Dhampur Sugar Mills Limited,-1.0213345438039039,-0.8773903262092188,-0.6481895395619083,0.17913121361396203,-0.0894854586129703,-0.5561735261401557,-1.165347405452949,-0.26315789473683965,3.9197812215132153,1.7153453871117372,-1.95454545454546,0.5484460694698302,-1.8173659412160572,1.4337733272644542,-0.7454257962502849,-0.225377507324769,-1.4000000000000024,-1.9394203530180818,-1.226861816616454,-1.4634146341463368
420,DHANBANK,Dhanlaxmi Bank Limited,-0.11918951132301374,0.0,-1.8713450292397595,,,,,,,,,,,,,,,,,
421,DHANI,Dhani Services Limited,-2.8571428571428603,3.0534351145038134,-0.326086956521736,-0.10857763300759427,-1.7075773745997957,-0.3191489361702098,-0.3181336161187669,1.6163793103448276,0.6507592190889309,0.1085776330076097,-1.0741138560687433,1.526717557251899,-1.2917115177610363,2.2002200220022,-6.2886597938144275,-2.3162134944612256,0.1008064516128975,-4.615384615384613,-5.797101449275368,6.051873198847273
422,DHANUKA,Dhanuka Agritech Limited,-0.17448546615377072,-0.3792517678663281,-2.0318910132363186,0.6740697447886297,0.14046587849701153,3.151412702245842,-5.575190970242856,-0.6269118924430647,-1.2824814524848112,-0.651875995407234,1.1236375894228248,3.6894636684919804,0.49959017993053284,0.8026124247550889,-2.99595450728952,-1.6626008632013578,-4.2166942267596585,1.614552893045013,-1.4471884224926297,-0.5869300694295196
423,DHARMAJ,Dharmaj Crop Guard Limited,0.5427702996092054,2.1512530494566526,0.5575379125780554,-2.288080191762911,2.250445632798566,-0.6200177147918537,-0.877963125548727,-0.3717472118959083,-1.124324324324322,-0.40913006029284615,0.8250108554059823,2.697881828316616,-0.4439511653718091,0.9636934110264481,-2.234881682734441,0.28565150516369026,-3.7232917283689373,0.042328042328039925,-0.6309148264984227,-0.8962067528136747
424,DHARSUGAR,Dharani Sugars&Chemicals Limited,,,,,,,,,,,,,,,,,,,,
425,DHRUV,Dhruv Consultancy Services Limited,,,,,,,,,,,,,,,,,,,,
426,DHUNINV,Dhunseri Investments Limited,0.7588823732321648,-3.3586132177681622,-2.347914547304163,1.0028358883728614,-0.879944596080984,1.0538882713762263,-0.38548287881894977,3.086028323821602,0.2585403068576718,0.06361592942872894,-1.264603659813233,2.8644038594073056,-1.338659640474268,1.562432560749269,-2.900129919114866,-0.12138970280452452,-1.317691767524478,-2.126541338184755,-0.1050038366786442,-0.9956017592962851
427,DIAMONDYD,Prataap Snacks Limited,-0.09587727708532533,-0.3939357765309858,-1.9545880149812653,-0.7261953174925928,-1.0405887087501515,1.110271464279494,-0.13931618970221693,0.4021447721179678,-0.46986484134811396,-0.5710001153535508,-2.050731597084908,0.5395887765534477,-0.48047029563054666,0.05655788699734178,-0.5008441193021999,0.2934868495315524,-0.1915277151870263,0.25979893821304284,-0.9731543624161124,0.5228537696070138
428,DICIND,DIC India Limited,-0.7357645553422881,0.17090365306557456,-1.7628541448058712,1.296768707482998,-1.0933557611438278,-0.7719591070310846,-2.1637068789548817,1.3341607198262466,3.4228259706920525,0.9502213583846187,-0.11863675582398864,-0.4829880862938714,-0.03218884120171186,5.501471587050037,-0.5068138303863048,1.6252718324367552,-2.2378874342620563,0.914634146341466,-0.7174887892376657,0.2359815709630321
429,DIGISPICE,DiGiSPICE Technologies Limited,-2.090592334494766,-2.5466893039049237,-0.33840947546531785,1.1986301369863064,-3.789126853377272,-0.6546644844517162,2.003338898163611,3.098106712564539,5.828779599271408,0.3656307129798825,2.0522388059701515,0.18691588785046995,0.18726591760299893,-1.6574585635359091,-4.569420035149387,-3.395585738539898,0.8561643835616438,2.8169014084507067,-1.5597920277296458,-1.8707482993197182
430,DIGJAMLMTD,Digjam Limited,,,,,,,,,,,,,,,,,,,,
431,DIL,Debock Industries Limited,-1.2499999999999956,1.9108280254777117,0.6410256410256387,-1.2658227848101333,0.0,0.0,-1.2499999999999956,0.0,-0.6211180124223691,-0.6172839506172708,2.531645569620244,1.9354838709677464,-0.6410256410256387,0.0,0.0,-0.6369426751592334,-1.2578616352201324,-3.636363636363634,-1.1976047904191574,1.2121212121212077
432,DISHTV,Dish TV India Limited,-0.3164556962025361,-4.531722054380665,-3.216374269005852,1.7857142857142898,1.2048192771084292,0.911854103343478,-0.6042296072507639,0.9146341463414766,0.6134969325153243,-1.510574018126888,1.2232415902140628,2.187500000000009,-1.2345679012345634,3.1847133757961785,-5.705705705705702,0.0,-2.915451895043732,-3.1073446327683656,0.8547008547008467,-0.566572237960328
433,DIVGIITTS,Divgi Torqtransfer Systems Limited,-1.4323784143904064,-1.9210663878724574,-6.340269277845771,-1.7142857142857144,1.3348774838473787,0.1648452286464264,-0.4739624475906881,-0.8435259384226065,0.478266133914523,1.151255358236372,0.2948040781230779,1.5340483911199887,0.0,-1.231830500123183,0.37712519319937615,0.8542212245915979,-2.71745723644304,-1.0087666626636353,0.024024024024029485,-0.04202437413700219
434,DIVISLAB,Divi's Laboratories Limited,1.2727396917192146,3.2160272604429907,3.2226372986609833,0.22854364211037287,1.3416121521232907,1.045673525787056,2.2283023670145123,0.46666240490954425,-0.5189321191000111,0.9916378723458892,-0.09368102253476815,-0.39115428863607776,3.110583893502043,0.0936687819100564,-3.4985422740524803,0.4077823797105849,-1.3020439061317162,0.30498993912856864,-0.3455538319902204,-0.9431840895462722
435,DIXON,Dixon Technologies (India) Limited,1.5559818184816243,-1.8084773387157822,-0.3602847863027252,0.7760171677541062,-0.6364625176346463,1.7677874709570065,1.9617045765656957,0.11691130403652475,8.215040224701408,1.9375898603577753,0.46370630281014136,-2.3872341970542426,-1.851268923983329,1.8134871683235239,-1.7064602984968085,1.302994358106671,-1.3126307282753247,-0.4407423402530867,0.4916590371330436,0.8217700122875808
436,DJML,DJ Mediaprint & Logistics Limited,,,,,,,,,,,,,,,,,,,,
437,DLF,DLF Limited,-0.20731707317073728,-2.6706231454005933,0.27971195619830064,-0.8145918186647751,-0.04130280859098687,-0.5340689007570947,0.06459948320414238,0.31222385861560853,0.8615567439096851,1.91969963059408,-1.5970442762648207,0.035767511177341824,1.5620270024822882,-1.3203489066794067,-1.8299120234604134,-0.3972426685360413,-3.5170781197159338,1.013436574812113,-2.0358079089742875,0.5157818018725147
438,DLINKINDIA,D-Link (India) Limited,1.9463505926388052,-2.860259362501518,0.9420112551994184,-3.266272189349115,-0.9146341463414581,4.908352810923851,-2.506596306068599,-0.9973877938732001,-2.9164265129682945,-0.9590135860257994,9.638252597321317,3.0838709677419325,13.619703855739623,9.118541033434651,-0.9036144578313146,-0.7864108210128972,-0.5007824726134656,2.0603737422137005,-1.3083228247162602,0.2370042660767894
439,DMART,Avenue Supermarts Limited,0.053637877281018806,-1.386271722481196,-3.1412103746397615,-2.274931939794102,-0.10940235058764691,1.974117597059023,0.7547129414535451,-0.26159004035960626,0.2493979127642416,0.40408816859934404,1.2051206752156196,-2.059143106717507,-2.1493495663775923,-0.03855250955996904,-0.16851302855360406,3.1391818386636525,1.3009172716602062,-0.25475083200537685,0.15852162300084,0.027151483557061557
440,DMCC,DMCC SPECIALITY CHEMICALS LIMITED,-0.8776287464811979,1.975683890577496,-0.1012145748987701,-3.058053965658225,-0.7788414733084463,-0.5486525738260595,-3.59365276913502,1.1646207113629174,-0.6255864873318737,1.863947745738399,0.06376534353580281,0.8358784761292287,-1.5820281601012498,3.0653839882602427,-5.384140697315657,0.27846534653466404,-3.4070531978481866,-2.9160017408965486,-2.599971739437627,2.4761077324066063
441,DNAMEDIA,Diligent Media Corporation Limited,3.614457831325288,-3.4883720930232434,-4.444444444444448,-4.255319148936174,-5.05050505050505,4.210526315789478,4.3956043956043995,4.597701149425292,,,,,,,,,,,,
442,DODLA,Dodla Dairy Limited,-2.5533124822291775,-0.05115380243265266,-0.46953668608926596,-3.3357029583857383,-2.1719360188305736,-2.5238567033425507,-5.125414337307669,2.812817904374362,-0.2587387753031256,1.258604746737902,2.3933512177160594,0.3113127902068311,1.2068781373491477,0.18725589856080466,-2.259059770956442,-0.7628437986507548,0.7634386111692067,-1.0452240505019053,-0.9684857801691054,1.3713573320866497
443,DOLATALGO,Dolat Algotech Limited,9.781357882623706,-5.061908230152961,-4.320557491289191,-3.3670033670033668,2.4491203863401254,-3.815527538155276,-7.204433497536956,4.977375565610871,7.393266227004496,-0.06937218175511226,3.5560344827586334,7.035755478662035,-2.5477707006369257,4.461839530332672,-4.127579737335835,2.7370855821125764,-3.461109043542989,15.619621342512902,-2.5167785234899327,-2.852485737571312
444,DOLLAR,Dollar Industries Limited,-1.7602455316844197,-1.7297968597533933,-1.9056735120083614,-2.312138728323703,0.17882994124160237,-8.236305384074399,2.179814755669111,1.2203992564454973,5.203639146331099,0.21301976823449217,-1.253681110643676,2.731437462183413,-0.8824537354352257,2.314165497896221,-2.3120397328309643,-0.7394815129621799,1.4311578584360642,-1.9858036166976507,1.4487783969138528,0.5603448275862069
445,DONEAR,Donear Industries Limited,-1.8260451705910539,-0.048030739673388244,-0.19175455417066428,0.3849855630413777,1.9627085377821392,1.2922465208747629,-1.420872121509067,-0.7778317938745719,2.5423728813559294,-0.7912957467853582,0.14858841010400345,1.0005002501250626,-1.186356895699459,0.9985022466300548,-2.625182304326678,2.9529529529529417,-2.868254739912483,-1.3429256594724275,-0.14367816091954566,-0.38167938931296896
446,DPABHUSHAN,D. P. Abhushan Limited,1.1976047904191618,0.2441074072591904,-3.502471424158164,-2.4265259984928447,1.8614469391671464,-4.981583457933697,-2.15870976949975,4.997752135471306,-0.13469021251123778,5.757132117279309,-1.060914500469774,11.114011048762451,0.9041829434227233,2.4323352216527456,-5.710288693882753,-1.7698009494461562,-0.5672642954742999,4.863010724675438,-2.617336152219877,0.48009516930790597
447,DPSCLTD,DPSC Limited,4.3604651162790695,0.0,-1.7142857142857182,-1.4084507042253522,-0.5602240896358622,1.7094017094017133,-1.1267605633802777,0.8522727272727191,2.32558139534885,-1.9943019943020022,0.8620689655172536,4.504504504504505,-1.1869436201780583,-0.8823529411764622,-1.7341040462427786,0.28985507246377223,-2.8169014084507045,-1.1142061281337008,-0.27777777777778173,-0.5524861878453117
448,DPWIRES,D P Wires Limited,-0.15879737455007412,-1.2647642939270431,-1.584199156465382,-2.399598393574295,-0.8165704043019364,-1.1030135907031644,0.6043792727633035,-0.2667984189723365,1.9236579715983506,-1.7417120237506207,-1.1252446183953033,11.987727372342755,0.3187864131032183,-1.3233539429439127,-4.257970713469727,0.0935550935550912,-0.031175309155144396,-3.3447167537163582,-0.7278891215475077,-1.570320934340956
449,DRCSYSTEMS,DRC Systems India Limited,5.164319248826281,-3.6199095022624466,1.609195402298857,9.57178841309823,-1.9753086419753016,-0.9779951100244464,6.510416666666667,1.0526315789473648,-0.7832898172323686,3.513513513513506,-2.374670184696566,-0.2631578947368458,8.571428571428571,0.0,-3.3149171270718307,0.0,-3.2085561497326087,0.0,-1.0582010582010546,0.5319148936170099
450,DREAMFOLKS,Dreamfolks Services Limited,-3.372478169226128,-1.67768676601204,-4.234004347415174,0.7714285714285628,1.8725138255554434,-0.07755695588947692,-0.386286817962337,0.25171846258107355,2.929745889387154,-1.627291442015491,0.48266351457840595,0.36579337617400354,-1.3748049921996792,-0.058468134866511055,-0.9650646593321752,-0.13492675404778948,0.39671020803095397,-2.260261017590324,-3.63619794039915,0.7251698182485646
451,DREDGECORP,Dredging Corporation of India Limited,4.9978709814775435,-4.250331260829685,-4.996610825990125,4.997204005897015,4.995996797437945,4.999159334192684,4.995880899140865,3.062647825823276,4.99872643912379,-0.4879285216399353,1.5051135267254043,3.240587024370805,1.708766716196149,1.265303330825525,-4.687092568448507,2.0965058236272878,-0.6808566895822287,-4.174320643567498,-2.5373502901592735,3.3497096918267086
452,DRREDDY,Dr. Reddy's Laboratories Limited,0.5942701959666709,1.5767875083011282,0.11848442228188753,-0.541736609186629,0.424843557106974,1.6081871345029208,-0.547181499070827,0.20777474114371258,-0.8691713387118737,-0.41872340425532534,0.1056434023991245,-0.6727538905484425,-0.21026853572031443,0.7426816507439515,-2.955575552932046,-3.216089235489644,-0.5696398636677729,-0.8835271790914374,0.9868787276341977,1.3410054317167095
453,DSSL,Dynacons Systems & Solutions Limited,2.726403723868497,-3.594037983812816,0.7589826402906815,-5.146664624339438,-2.0773961301934936,9.898623588560138,-1.8921322875394269,0.15792670581089657,-1.0735889115891593,3.4307022995649548,-1.4656650608312276,4.957792346916925,-2.8313278094682937,-1.9233910486769177,-3.476547102877407,9.998265695456118,-5.595350169866147,-2.5099760574620946,-1.8794048551292093,0.519521410579338
454,DTIL,Dhunseri Tea & Industries Limited,-1.3727013727013757,-2.622950819672125,0.5069708491761723,-0.5044136191677175,-1.0481657100074842,1.5716096324461315,-2.1819985122737444,2.1529888551165146,1.4127921911122527,1.0381520892810796,0.2602133749674733,-1.5372790161414296,-1.189873417721516,2.305102305102299,-0.8219881839198532,-0.5873340143003093,-1.4594866633115136,-1.1196815128141329,-1.3258040756199445,-2.3027104821299993
455,DUCON,Ducon Infratechnologies Limited,,,,,,,,,,,,,,,,,,,,
456,DVL,Dhunseri Ventures Limited,-0.9088200238379055,0.9171553149902305,-4.521963824289406,-0.17196904557178733,-1.3849632560768892,0.5113636363636396,4.99627143922446,4.995302223614153,-0.3122073056509522,0.7708038382884972,-0.516431924882622,0.4085480829666912,3.278156442713393,0.21141649048626904,-1.6317389217725236,-0.8721852204249921,-1.852140077821008,-0.49558618553508527,1.1434837092731938,-3.2580694044552208
457,DWARKESH,Dwarikesh Sugar Industries Limited,-1.1428571428571388,-0.07137758743754055,-1.4767932489451439,1.28205128205127,-0.425531914893613,-0.5641748942172153,-0.9776536312849005,0.350385423966363,5.158437730287399,0.0,-0.29390154298310484,0.3687315634218289,-1.8813314037626587,0.6554989075018042,-1.7882689556509297,-1.0615711252653928,-0.7724719101123555,-1.1797362942401033,-0.27681660899654376,-1.0273972602739725
458,DYCL,Dynamic Cables Limited,1.0936132983377078,-2.5409276944065446,4.063886424134868,0.293672688439971,0.09798681631927103,-2.0247861755978396,0.026189436927102096,2.6617673418175345,-3.6442141623488813,-4.170804369414109,3.458904109589049,11.67415622908499,19.99770536943553,2.880075542965059,-0.9817671809256636,2.3567412369900764,-1.3570922822751947,-0.9699661096178647,-1.7114633586032595,-1.158038147138957
459,DYNAMATECH,Dynamatic Technologies Limited,0.044779938587512794,-0.3436207039443044,1.087832133581657,-7.319651667005115,0.08428729413873656,-1.1750180181244694,-0.7347810024218996,-0.9640681352250751,0.5953215554309302,3.4866778314520515,5.434228307707987,3.5710748875992766,-1.9262894808407038,0.40632699896630414,-0.4220911639228513,0.2960789024303167,-2.495647494539589,-2.2561741573381373,-0.3649972563550764,-2.0035164250886788
