,SYMBOL,NAME OF COMPANY,cm20FEB2024bhav.csv,cm19FEB2024bhav.csv,cm16FEB2024bhav.csv,cm15FEB2024bhav.csv,cm14FEB2024bhav.csv,cm13FEB2024bhav.csv,cm12FEB2024bhav.csv,cm09FEB2024bhav.csv,cm08FEB2024bhav.csv,cm07FEB2024bhav.csv,cm06FEB2024bhav.csv,cm05FEB2024bhav.csv,cm02FEB2024bhav.csv,cm01FEB2024bhav.csv
199,BALAMINES,Balaji Amines Limited,0.5303245236899952,1.0920884260689228,1.420867736233246,3.0007605614326383,-0.6002153444365702,-0.01145317940260216,-0.8178844056706651,-2.6410086264100783,0.04647148642369524,-0.7751086908787533,1.1100750410727767,-3.2041776803558837,-2.5650152853972106,-2.083077049247539
200,BALAXI,BALAXI PHARMACEUTICALS LIMITED,0.055261703639381494,1.3603264783548052,0.09611533840609095,7.852453351762276,0.5996350047796875,2.7594213252366573,-6.245813797722717,19.991963029937725,13.036565977742443,1.7211505140348824,-0.11538017768547362,-0.4136504653567631,-0.1720578114246387,-1.658206429780039
201,BALKRISHNA,Balkrishna Paper Mills Limited,,,,,,,,,,,,,,
202,BALKRISIND,Balkrishna Industries Limited,-1.260838694407975,-0.6795597820279984,0.20986358866737012,-0.6890538270134736,1.530920711694605,-1.2326722115589717,2.0457018498367794,-0.6056673155959333,-1.613177832638124,-1.3748084713389164,-1.1802040985646653,-1.7044527809492818,0.6525754155551033,-0.7232352042375472
203,BALLARPUR,Ballarpur Industries Limited,,,,,,,,,,,,,,
204,BALMLAWRIE,Balmer Lawrie & Company Limited,1.5240328253223938,1.0065127294257004,-2.875215641173099,2.0340309016233196,4.8390403936846464,2.716933445661326,-10.21180030257185,-5.672493756689274,-0.4439708755105665,-1.0890567363428654,1.5881513204853637,-1.4074595355383535,1.5725518227305137,-1.7556179775280896
205,BALPHARMA,Bal Pharma Limited,-2.6519787841697267,1.701244813278006,6.073943661971836,-0.5689277899343594,1.7817371937639197,-5.274261603375527,-3.501628664495112,-2.50099245732434,2.066450567260938,-1.0425020048115454,-0.2798880447820826,-0.8719778042013543,-2.774566473988435,2.7722772277227725
206,BALRAMCHIN,Balrampur Chini Mills Limited,-0.1951346429036035,3.375470683162994,-0.34843205574913194,0.7289416846652391,-0.3899421809869693,-0.24144869215291137,-2.7016444792482437,-2.2080408423739573,-2.3554336989032874,1.0833963214915625,-0.18860807242549982,1.157466293563967,1.0799691437387622,-1.6563408774813535
207,BANARBEADS,Banaras Beads Limited,-0.5845104724793069,0.6866110838646423,-1.5451472718493426,1.3705335291238292,1.692384270781486,-3.413461538461536,-2.803738317757009,-5.602117335685923,-1.5631784628745211,1.9477644975652968,8.867469879518076,-0.4796163069544364,0.8708272859216311,-1.1004784688995268
208,BANARISUG,Bannari Amman Sugars Limited,2.8541101544993657,0.23840955214469006,1.731844695223407,1.598647768002607,-0.6755936728832183,2.047640672088507,0.19855222337125883,1.804476449160925,0.6890264586160109,-0.6550264327386731,-0.3400432400663447,-1.0940873609035004,0.6393380970289659,-0.8801540787375485
209,BANCOINDIA,Banco Products (I) Limited,-0.661306079507023,-3.1866133139323356,-1.7090961098398232,1.2526247194265574,-0.11571562884213034,1.4676744698025979,-2.5041139014094584,-0.9846982147917162,3.307962529273991,6.260206859009254,-2.9216367205193885,-5.114613180515766,0.0,-2.3571378610897424
210,BANDHANBNK,Bandhan Bank Limited,-0.515337423312889,1.4691235059760899,1.748163161895119,-0.45397225725094864,-0.4019090680733541,-0.8221225710014836,-7.169287696577244,0.9572729395283599,-0.9710982658959512,-0.984432234432237,-1.9088255108915337,-2.7304499781564,1.4402836250830933,-1.4628820960698665
211,BANG,Bang Overseas Limited,,,,,,,,,,,,,,
212,BANKA,Banka BioLoo Limited,,,,,,,,,,,,,,
213,BANKBARODA,Bank of Baroda,0.9420022164758077,-1.7957554870306507,-0.01813565469713869,2.949962658700514,3.1587057010785777,1.9238319591676618,-3.339658444022775,4.109047807190836,3.453913754342934,-2.257291250499403,-2.7772382986987676,0.8619000979431884,-0.2734909161945648,3.3723747980613874
214,BANKINDIA,Bank of India,-0.5952380952381111,-0.8677542519958347,0.7694998251136921,5.265095729013238,3.6245707745135443,1.9844357976653786,-6.375227686703097,-3.106247793858105,3.130688023298152,2.7299925205684414,-3.5353535353535395,-8.545034642032343,4.229711141678133,4.641957538682992
215,BANSWRAS,Banswara Syntex Limited,2.8827674567584882,2.56241787122208,-0.26212319790301813,-0.03275466754013191,3.8082284937096187,-0.20359687818118966,0.6145442130419978,-0.7455099966113335,3.689388615600843,-0.9052924791086233,-2.9401824940858363,-2.983606557377057,-2.212247515229233,0.6129032258064443
216,BARBEQUE,Barbeque Nation Hospitality Limited,-2.006394884092719,-0.7300428503412193,-0.8185109397135105,0.07088288572102572,0.42711381792296854,1.2492992712420845,-3.8796089600492545,-1.2916951599422537,3.0376575589133292,1.485777848402991,2.8520062106725392,-1.7108433734939723,-0.08827541930823442,-1.7038731561095002
217,BASF,BASF India Limited,0.16421350769092527,-1.4315201734456058,-0.08160721704552198,0.7805724197745122,1.6723933469151946,-3.0696906730329987,5.594285892129096,1.2398582118944437,-0.01575175238245255,-0.015749271596188677,0.9507607676041813,2.9562456008249898,0.29057359556096674,0.263357145208546
218,BASML,Bannari Amman Spinning Mills Limited,-0.19588638589616908,-1.1616650532429844,4.2381432896064615,1.5368852459016396,1.2448132780082868,2.0105820105820165,-8.518877057115196,-1.9924098671726835,-3.5681610247026456,-1.97309417040359,2.670349907918974,-2.3381294964028854,-0.4476275738585497,-2.7850304612706727
219,BATAINDIA,Bata India Limited,0.2789692087735816,0.07328308207704876,1.602609558927805,-0.0673209793430922,0.05317640385706183,0.007090689924139291,-0.7739393512981074,0.41329612490726686,-0.4221041893840797,-1.4490241619579065,0.7297995670088566,-1.4114568989259157,-0.46259808792790325,-1.9684907118143005
220,BAYERCROP,Bayer Cropscience Limited,-0.07439198855508165,4.514657256858704,-0.36265504354414735,-1.366147748837044,-1.1512188643852619,1.1026542583097638,2.1813878908963193,1.166744738805323,-0.534953148458127,1.186495429504358,0.15564746723095524,-1.2196280652656397,-4.59422487391634,1.0887946618238675
221,BBL,Bharat Bijlee Limited,-1.69701916373343,1.2856835306781424,-0.10838616442009413,0.26132404181185614,0.48531909730647904,-0.4812585168958057,-2.3456384600483444,0.36857010017329866,4.011148918959324,7.135590346464705,3.8545070339861867,1.027891438850343,-4.363196400552019,0.4519645264817065
222,BBOX,Black Box Limited,-0.8042405410345417,-0.23705324580597276,0.9387078961899546,0.9851301115241551,0.6736526946107827,-1.0003705075954015,-4.729968231556666,-2.1416234887737438,0.2423822714681401,4.618728491215359,-0.5045954225986583,-0.5911859548549029,0.667267808836798,-2.3767605633802815
223,BBTC,Bombay Burmah Trading Corporation Limited,-0.3243394379980402,1.3316333758322707,1.7762911271951298,0.8491581120772465,-3.553598474224499,7.621721150653506,-3.487152595700047,-1.4328786791098376,-1.8599408200648162,3.50611090044628,3.333634746963269,-2.806503588691964,-0.49265391791045043,-1.09560604313228
224,BBTCL,B&B Triplewall Containers Limited,-0.7978241160471401,1.7339974174506507,1.898496240601508,-1.9535569480280173,1.7057169634489264,0.2442690717775187,-2.3844460748349228,-3.946441155743477,-1.8502507349126636,3.6008599068434086,4.590593966647929,1.0030280090840402,-1.6198100912306916,2.246335427374847
225,BCG,Brightcom Group Limited,0.824175824175836,0.2754820936639158,0.8333333333333255,0.2785515320334302,1.4124293785310735,-1.9390581717451603,-3.9893617021276593,-1.8276762402088662,-1.288659793814433,-0.7672634271099853,-1.7587939698492359,0.25188916876572875,-0.5012531328320695,-0.9925558312655052
226,BCLIND,Bcl Industries Limited,0.0,-2.0506634499396896,-0.30066145520144316,12.213225371120124,1.4373716632443494,4.133998574483238,-5.648957632817739,-3.5667963683527892,5.112474437627812,0.34199726402188785,3.4677990092002666,-3.549488054607501,-1.2137559002023002,1.367053998632946
227,BCONCEPTS,Brand Concepts Limited,,,,,,,,,,,,,,-1.9818703901807229
228,BDL,Bharat Dynamics Limited,-0.6719591721009305,3.1346862389613372,2.749151218339693,2.145224650135038,2.7854010914482252,-1.918257479657189,-12.101928149900736,-3.8742059446318007,9.001538724568304,0.11982197877440012,-0.5306620505689796,0.1449357735591653,3.248144127226322,-0.17574177674936295
229,BEARDSELL,Beardsell Limited,,,,,,,,,,,,,,
230,BECTORFOOD,Mrs. Bectors Food Specialities Limited,1.908061682607865,-0.7891551682401444,0.9333463643471417,-0.6505485969511646,4.151286848359212,-1.8267560188632392,-6.3023255813953485,-5.883382945193491,-7.341607852681106,4.192375961457201,0.745093030186912,-0.8443449993667412,-1.9537232501345365,1.5638794299407355
231,BEDMUTHA,Bedmutha Industries Limited,,,,,,,,,,,,,,
232,BEL,Bharat Electronics Limited,1.0066225165562943,0.23898035050450803,1.2637805861790927,2.395374449339204,2.8312570781426953,1.1165187517892865,-3.321339606974813,-2.2456709956709986,1.7061089708310526,-0.7646095030038262,0.8537592949600566,-1.6522210184181922,0.654307524536526,-1.3448090371167294
233,BEML,BEML Limited,-4.143386976107479,-0.03023455650678903,1.108554695670356,1.9219101031468788,10.022372171904882,-3.7976880619293794,-11.285280938669302,-7.632024349656509,-4.709693158408327,2.277484370884785,-3.17294141332796,-2.634570902105309,0.5585050462573591,8.544204490343194
234,BEPL,Bhansali Engineering Polymers Limited,0.7996001999000472,-1.4285714285714313,0.24691358024691357,0.19792182088075494,3.0596634370219276,0.926402470406579,-5.633802816901405,-0.2905569007263895,-2.3178807947019893,1.0516252390057443,-0.8060692271218667,-0.09474182851728499,0.5717008099094752,-1.455399061032861
235,BERGEPAINT,Berger Paints (I) Limited,1.1581971628658727,-1.0659086871558006,1.7166606432959883,-1.3283409111170625,0.4207699194270408,1.3611615245009074,-0.5415162454873645,0.9107468123861567,-1.2234616768621724,0.0,-1.9925938987832952,-0.4301641646914111,0.7161803713527771,0.06193046093957759
236,BESTAGRO,Best Agrolife Limited,,,,,,,,,,,,,,
237,BFINVEST,BF Investment Limited,-2.5251223911362937,10.464895635673619,-1.0142749812171257,1.072615092548643,3.031784841075795,-2.526215443279314,-5.316364292806218,-2.4993399630379183,-4.1097046413502145,2.9628986010947873,2.1297364451149168,1.871271017899118,3.8100600600600734,0.4430200772928473
238,BFUTILITIE,BF Utilities Limited,-2.182151589242056,16.698765960482195,-1.8689626207475725,1.8101482326111646,4.825937546690582,0.8285628201265441,-7.535868505362868,-5.001984914648679,-3.763132760267425,10.738964885065574,4.997408751017991,1.6404545112499023,4.951824356341813,4.74851091992059
239,BGLOBAL,Bharatiya Global Infomedia Limited,,,,,,,,,,,,,,
240,BGRENERGY,BGR Energy Systems Limited,7.216981132075477,-2.1688970927549556,17.707767517653448,-2.90084388185654,0.05277044854880967,-1.4047866805410971,-10.853432282003714,-3.620920876173444,-1.8859649122807065,20.0,0.36978341257263003,1.774193548387103,0.10764262648008,-1.327668613913967
241,BHAGCHEM,Bhagiradha Chemicals & Industries Limited,0.08115471566866216,5.6884668402511815,1.3316364539359353,1.2031539597273184,-0.45343673775720805,0.775242657254518,3.6383826507283175,-2.954041204437395,1.7348123307106986,1.6220467280532163,0.03933781347319515,0.6566356497063318,2.088526578185003,3.5618349904064157
242,BHAGERIA,Bhageria Industries Limited,0.6176470588235361,2.1021021021021022,-0.26954177897573445,-0.6250000000000068,1.6641452344931922,-2.132069884512878,3.811865969873955,-1.034377852144806,0.030432136335960404,-2.5215069712251554,1.1401140114011434,0.12015620306399344,1.093228059520184,-0.8132530120481894
243,BHAGYANGR,Bhagyanagar India Limited,-0.7644529383659926,-1.7832003754105974,4.614629356897401,1.8499999999999943,3.359173126614987,-1.5768056968463857,-4.097560975609759,-4.828226555246056,-1.1473152822395594,-8.75209380234506,20.000000000000007,1.6862544711292855,3.4355179704016914,-0.2635740643120717
244,BHANDARI,Bhandari Hosiery Exports Limited,4.5685279187817365,4.787234042553184,-3.589743589743586,1.0362694300518096,-1.025641025641022,-4.878048780487805,-4.651162790697675,-4.867256637168148,-5.042016806722685,4.845814977973575,4.6082949308755765,4.830917874396135,9.523809523809529,-3.076923076923084
245,BHARATFORG,Bharat Forge Limited,-0.19559902200489404,-0.8025752965559738,2.1072538160205196,0.484119084245782,1.1579477321616425,-3.40421769308988,-13.934020775465159,2.4760196521874756,-0.22952732931336672,-0.019447685725398678,1.0931110412079341,2.6435807402026072,0.756374283274365,-0.46144505160898974
246,BHARATGEAR,Bharat Gears Limited,0.44516390125455046,1.771004942339367,4.610081861266703,0.34587116299177817,-0.21570319240724764,-1.1935208866155087,-2.816901408450709,-1.509587923296609,-4.444444444444446,9.28845334469536,-0.21258503401360546,0.4269854824935952,-0.4251700680272109,-1.5899581589958207
247,BHARATRAS,Bharat Rasayan Limited,-0.17200250390530275,-0.13966244488119836,-0.37142392261815,0.9635646794915286,-0.2728582323531863,0.20945965071187977,-1.3448531998905313,-0.3428526902248144,-0.6019130656074136,1.3780145821648948,-0.53109588735412,-0.6501316336427838,-0.19250662432995674,0.2523319912598853
248,BHARATWIRE,Bharat Wire Ropes Limited,,,,,,,,,,,,,,
249,BHARTIARTL,Bharti Airtel Limited,0.15321309753108037,1.9821428571428612,-0.062460961898817294,0.4346462338128007,-0.1789148812452476,-0.07598104943238906,-0.13836197277393034,-1.917436413781035,0.6920567751036002,0.022044883382566906,1.840959094786943,-3.2368786930830726,-0.034746351633086425,-1.6656701118988637
250,BHEL,Bharat Heavy Electricals Limited,2.3039432875498527,-0.06641576267434389,-0.7470885519666082,1.3811539318333808,5.202718537614246,-1.5459160129210865,-4.768182816963314,-1.4081455805892547,-0.32390412437918376,-0.10785159620362382,-1.4874628134296641,0.6415739948674081,2.769230769230774,-0.32858707557502737
251,BIGBLOC,Bigbloc Construction Limited,1.3920584208124196,-4.008762322015336,1.6477399242930253,10.643015521064314,1.4749999999999943,-0.52225814474012,-1.2281994595922376,1.4705882352941262,0.7533902561526872,-1.8728437654016814,1.7807875595686036,10.199004975124373,2.232269002543101,-0.4220596510973551
252,BIKAJI,Bikaji Foods International Limited,-1.0993071593533572,0.7164123557871275,-0.3523085481179265,2.8903939711914486,-1.1690393136607986,-3.0881681132937375,-0.8245741210583463,-0.29812991236789066,-1.8705673758865167,0.9486307499552451,2.0643039824625626,-0.027394758469542008,-6.273536460116413,-1.2675342234240323
253,BIL,Bhartiya International Limited,,,,,,,,,,,,,,
254,BINANIIND,Binani Industries Limited,,,,,,,,,,,,,,
255,BINDALAGRO,Oswal Chemicals & Fertilizers Limited,,,,,,,,,,,,,,
256,BIOCON,Biocon Limited,-3.3842982305445877,1.4641798849572907,4.575282537367849,0.9569377990430706,1.6841317365269461,0.18747656542932134,-2.450621799561079,-3.969090270460138,-1.9121447028423812,-2.7801038352034873,4.8831898823116235,3.622133236257732,1.7595851083533989,0.57749627421759
257,BIOFILCHEM,Biofil Chemicals & Pharmaceuticals Limited,5.184659090909078,1.8076644974692695,-0.5751258087706563,1.7556693489392876,9.887459807073942,-2.124311565696293,-6.337509211495944,-1.1653313911143648,-4.387186629526451,5.0475493782004435,-0.7262164124909223,-3.7735849056603814,-1.6494845360824781,8.178438661710038
258,BIRLACABLE,Birla Cable Limited,-0.2655601659751075,-2.791222975153268,0.14541929229277384,5.79487179487179,-1.4487870619946128,-1.91672174487773,-0.32938076416337286,-4.543310800188646,-4.129615674453651,13.302595628415295,4.664879356568369,-4.636100221578326,4.8989808689433385,-0.5158306652437017
259,BIRLACORPN,Birla Corporation Limited,-2.1606983377027453,1.0391802992373471,2.6166437660553172,-1.829804703536439,3.2236583224869086,-2.335412540278476,-0.2829938389883077,6.48523087547479,4.192968111201957,0.628620326487622,2.444451937017431,-3.3247498288731707,-5.206402175256457,5.568059497015373
260,BIRLAMONEY,Aditya Birla Money Limited,,,,,,,,,,,,,,
261,BIRLATYRE,Birla Tyres Limited,,,,,,,,,,,,,,
262,BKMINDST,Bkm Industries Limited,,,,,,,,,,,,,,
263,BLAL,BEML Land Assets Limited,2.413110030614099,-2.3734177215189876,-3.298197891873528,4.998214923241699,4.985007496251878,0.13135672734097306,-9.983108108108112,-6.031746031746032,1.0425020048115476,-1.4696586599241395,-7.902779799155882,9.988794621418275,19.996158278908954,14.191708708050022
264,BLBLIMITED,BLB Limited,,,,,,,,,,1.2987012987012987,0.3911342894393705,2.5401069518716657,9.999999999999996,0.5917159763313694
265,BLISSGVS,Bliss GVS Pharma Limited,-1.398337112622844,7.911908646003277,3.9864291772688616,-0.6739679865206379,1.7137960582690661,2.7288732394366275,-2.1111589831969004,-2.7649769585253434,-2.0114942528735655,1.7118997912317306,-1.884473576403111,0.8261049153242461,8.32214765100671,-0.4897595725734614
266,BLKASHYAP,B. L. Kashyap and Sons Limited,-2.5998731769181957,4.367968232958303,1.8194070080862454,7.927272727272731,-8.394403730846099,-2.0874103065883998,-7.090909090909084,-2.0771513353115725,4.984423676012461,-0.24860161591050695,0.49968769519051304,2.234993614303959,4.609218436873752,11.633109619686797
267,BLS,BLS International Services Limited,0.7041335245794729,5.619060735435884,0.06890848952590958,0.4707837164220406,-1.6879934658317421,1.2124552218242035,-5.715770329955833,-2.753916119252156,0.26599113362888194,-2.4103831891223733,0.8350990901159224,-2.5033418398347336,-0.6279434850863477,-1.416666666666664
268,BLUECHIP,Blue Chip India Limited,,,,,,,,,,,,,,
269,BLUECOAST,Blue Coast Hotels Limited,,,,,4.624277456647403,4.848484848484853,4.430379746835438,,,,,,,
270,BLUEDART,Blue Dart Express Limited,0.5741839291945534,-0.5662014036747833,4.073140906218448,0.7166473797321932,-0.16421987308031621,-1.074329564472022,1.1611294172055295,-1.4511035874731517,0.010581235399938885,0.17367056406241763,-3.263055772461599,-0.9469119887495662,-1.738830032243206,0.05837890985067569
271,BLUESTARCO,Blue Star Limited,1.3350135864214403,2.701718907987874,0.21075669760466167,3.489786502244045,-1.1034139461567143,4.671963874777471,-1.2350443844075722,1.0574214517876528,-1.279199110122362,0.710931104312982,-0.6464041095890373,-1.724863273033235,0.30805587205132223,3.979815708644134
272,BODALCHEM,Bodal Chemicals Limited,-0.9720534629404584,1.0435850214855669,5.23255813953488,1.1103853690398544,0.32765399737876805,0.2628120893561141,-5.1122194513715815,-1.6554261189454256,-2.1595680863827202,-0.9506833036244935,-0.1186943620177974,-2.8258362168396802,-1.1402508551881414,1.6222479721900411
273,BOHRAIND,Bohra Industries Limited,,,,,,,,,,,,,,
274,BOMDYEING,Bombay Dyeing & Mfg Company Limited,3.310305123776627,-0.2583979328165472,-2.0804048355355573,3.3711130485323935,1.774622892635315,7.64087870105062,-9.559458681255395,-6.539289558665234,-1.458499071864227,1.8638573743922298,1.8431911966987589,1.0283490828237878,-2.387411828540426,-0.7539041464727934
275,BOROLTD,Borosil Limited,-2.3643065971780883,-1.9566301096709786,1.7370356282490087,-0.9917147878483527,3.0930503429532776,12.066715010877454,-2.1847070506454784,1.893610870193701,-0.56058645968091,-2.0140845070422473,2.527075812274368,0.11565707676737813,-1.4110604332953218,-0.28425241614553726
276,BORORENEW,BOROSIL RENEWABLES LIMITED,-2.936111589461007,1.1232041793643963,6.500370919881298,-1.461988304093567,1.314571375671176,10.11213047910296,-9.166666666666666,-2.138455962305175,-9.288180174256125,-1.0572543916720885,-1.8831790616023087,0.16785228998482427,0.5222561465531095,-1.3162067871868168
277,BOSCHLTD,Bosch Limited,0.5332174464885672,2.3465312108948235,1.337680780966624,2.0275880443291925,4.177827628489679,4.21132503100495,-0.8612511612651061,0.624924651320908,0.3009140412676363,1.3325860887975618,3.0143069390930894,0.8613438801172886,1.1699894846640764,0.4733082571181839
278,BPCL,Bharat Petroleum Corporation Limited,0.7738870584629636,-0.313168347082198,0.2834163155879008,4.666078730056927,6.734554167379775,-1.041578457109,-3.8824678495848786,-0.9991941982272434,3.064529524125911,-1.1898900377482358,6.011309264897774,2.937225754455087,9.81414101681582,1.2142928237284694
279,BPL,BPL Limited,-2.916666666666672,0.0,2.8081865778200883,5.102551275637813,-5.3951727401798415,-0.6114769520225696,-2.7002288329519475,-2.7159394479073886,-2.8966709900562115,1.5810276679841997,-3.476049173378557,-1.4208106978687862,9.070191431175937,-3.1774051191526866
280,BRIGADE,Brigade Enterprises Limited,-1.3886103870062183,-1.7920441118550654,2.991583003752155,2.7508596436386346,0.8194138039710126,-2.2439024390243927,-2.512889823296794,-2.603481058943975,-4.091461703918451,0.6684240256072217,2.316620912199581,0.5861835093498868,2.2437961266035824,-1.5410875396244774
281,BRITANNIA,Britannia Industries Limited,-0.0832445053550655,0.2350570852921461,-0.7443617375847201,-1.1994451817628344,0.583145977196067,0.22936702748381446,-0.026149049582624595,1.9679830993426344,-3.9915325161226765,1.4219949870682302,-2.2919309200897615,-0.4729211377297914,0.004855688925144699,-0.9579870729455077
282,BRNL,Bharat Road Network Limited,-0.8722741433021841,4.901960784313726,4.938271604938263,4.9676025917926605,1.0181818181818223,-4.975812024879053,-9.956440572495334,-9.971988795518213,-1.2721238938053159,1.1185682326621922,-2.667392487751757,0.3825136612021796,-1.559978483055409,-0.6944444444444354
283,BROOKS,Brooks Laboratories Limited,-2.3997000374953044,-1.8763796909492356,1.9122609673790862,4.999999999999996,1.9261637239165377,0.5244050020169354,-4.470134874759149,-2.6266416510318953,-1.405845357010733,3.325688073394491,0.268302031429684,-7.3508522727272885,-1.4350717535876676,-3.5449020931802835
284,BSE,BSE Limited,-0.33410713123468955,0.036895563851024785,-0.8606592649969876,-0.9969325153374078,0.22631196891411792,-0.86146682188591,-5.115279562982002,-0.8818552801831427,0.39771364617474686,1.3141110008706856,-3.5805626598465574,3.8965517241379386,-1.1409893922075767,7.309777930797036
285,BSHSL,Bombay Super Hybrid Seeds Limited,-0.7070076939072525,-1.7167381974248996,7.044410413476261,-2.015005359056801,0.8866782006920464,0.32545020611846387,-3.8589904046725074,-3.1319458476459894,0.020210185933703696,4.542573420663427,0.787904599659282,-3.8296129428629913,-3.764288529759552,0.8346581875993618
286,BSL,BSL Limited,0.5983350676378802,0.3917471924784539,-1.0082730093071444,-3.3724706470147385,6.011652542372878,-1.5641293013555786,-4.123969007748062,-2.43842965130456,0.5640019617459566,-1.3546202225447426,0.19389238972369233,-0.8173076923076869,-0.9051929490233472,-0.5919962112242482
287,BSOFT,BIRLASOFT LIMITED,-2.9776227141482194,-1.3529551388559193,-0.1954397394136781,1.2593703148425788,-1.1148668682915233,2.2681787858572298,-1.0739140868730421,-0.5370569280343717,0.5640902544407023,-2.3670025779235915,2.307738416351975,-1.4298375184638137,2.0992942028111212,-2.3100948788968143
288,BTML,Bodhi Tree Multimedia Limited,4.236130090188577,-4.139376473670424,-0.26130128037627387,-2.8433612592028408,-0.15209125475285748,4.614160700079548,-3.7764735902015705,-1.6808830908178738,-4.663955991389619,1.0391493475108775,-0.6005284650492433,-2.0931326434618946,0.11773016246762422,-0.1175917215428034
289,BURNPUR,Burnpur Cement Limited,,,,,,,,,,,,,,
290,BUTTERFLY,Butterfly Gandhimathi Appliances Limited,0.29488677460635143,-0.13335555925988168,0.21717340461076348,-0.937775816416593,1.3756850464153847,0.42682241940919563,-2.0140876073079537,-0.5309540752093735,-1.3659432026778942,0.9923664122137429,-2.782931354359926,-1.928675400291116,-1.8971848225214223,-0.2999949153404226
291,BVCL,Barak Valley Cements Limited,,,,,,,,,,,,,,
292,BYKE,The Byke Hospitality Ltd,,,,,,,,,,,,,,
293,CALSOFT,California Software Company Limited,,,,,,,,,,,,,,
294,CAMLINFINE,Camlin Fine Sciences Limited,1.0292953285827373,10.935441370223982,1.2449977767896767,-2.3447676943117695,-1.5391192817443329,-1.8875838926174497,-6.2155782848151,-3.0141167493323286,1.2751159196290616,0.19357336430507163,4.195240016135541,-1.6660055533518399,-1.2920908379013358,-1.3518733101583513
295,CAMPUS,Campus Activewear Limited,-0.18329938900203202,2.2277743077243364,0.10421008753647354,-1.1740473738413981,-0.8779093507554128,-2.3330009970089707,-2.3369036027263874,-0.7153905645785084,0.23255813953489252,0.4672897196261638,-1.3066871637202067,-1.5698884055229936,-1.9291411611945795,-2.2661348803480785
296,CAMS,Computer Age Management Services Limited,-0.9004484926145908,-0.09342075670813878,-0.6650627255542158,2.439969016266467,0.5113686631867582,-1.0903426791277289,-1.6642285517597424,-1.1113380305660536,3.011921458625529,-3.070674800754496,1.5181051287801681,0.45403344597521567,0.18055242096490748,-0.5850880220918129
297,CANBK,Canara Bank,-0.6720782054639125,-2.2189980370401976,-0.20441188995825432,3.6366846147056062,2.5805867439333574,1.181859825927631,-4.422066549912435,0.30742204655248134,3.0969845150774287,5.887429283728053,0.23065833733782712,1.147078837367547,2.562313060817552,4.045643153526971
298,CANFINHOME,Can Fin Homes Limited,-0.43670846590554613,-0.7184886961907655,-1.1752463732631477,1.5856236786469344,0.8212651244436172,1.7088567238410992,-3.089661990978187,-0.5102668142136945,-4.424466772430823,4.015401540154018,2.039289055191771,-3.2695903963322706,4.264419145858227,2.3892323544564746
299,CANTABIL,Cantabil Retail India Limited,-0.06167763157893802,-1.0778930242017515,2.416163299312636,2.4978650725875418,4.320712694877501,0.44742729306487694,-5.576679340937892,-2.311184482047058,-4.285996444795574,-2.8401458453271946,0.4046242774566518,-0.8974603780790615,1.6301183776441086,1.6972567594237153
300,CAPACITE,Capacit'e Infraprojects Limited,-1.8839768699869468,-2.403058438012003,3.5438265786993313,3.1298600311042035,4.7231270358306165,-1.1073082343466882,-5.246089278901193,-4.482507288629722,-0.6337135614702155,0.6560962274466756,3.4112325669053942,1.8230665899059681,-0.5913773368943195,-0.4179331306990752
301,CAPLIPOINT,Caplin Point Laboratories Limited,-2.234462039181326,1.6122364613476732,1.8658287713387942,1.7032351584634584,-0.6187997249779029,3.0917743949775667,3.677911534154532,-0.7708868671435611,2.842654096136003,-0.8041375890042252,0.6381461675579355,0.10349380821527036,0.04998750312422219,-3.3141160631062934
302,CAPTRUST,Capital Trust Limited,6.68402777777778,0.08688097306690576,1.186813186813182,-0.6983849847228261,3.0125899280575488,-1.2871726586773216,-5.574182732606866,-2.3331968890708215,5.030094582975072,0.7798960138648106,2.3503325942350384,-3.3433347621088774,4.525089605734777,0.45004500450045004
303,CARBORUNIV,Carborundum Universal Limited,0.701673927998174,-2.1846402296788003,0.5820511663583285,-0.6143497757847451,-2.0899192132068802,-1.0126472249989213,1.5132798023471359,-1.0650371017023172,0.6900188986067691,1.521506335891503,3.4002306805074887,-2.863673030384516,-1.0684992241188165,0.27564131062996566
304,CAREERP,Career Point Limited,,,,,,,,,,,,,,
305,CARERATING,CARE Ratings Limited,0.05606348111090767,5.419167121294794,0.2232651387433404,0.03190519598905278,0.9246055476332816,0.14741788363202069,-2.2999369880277416,-2.582540448108021,-1.702439444875442,0.8388022078317061,2.5585023400936078,-3.69177935179223,1.6050944301478687,11.198952371714018
306,CARTRADE,Cartrade Tech Limited,0.3440613576087866,0.3163874307902397,-0.6784745036423367,2.1820039407429097,-1.0256410256410289,0.2824858757062213,-0.14465499783017505,-0.6253144541076724,-1.8206195751887626,0.5748757984386025,-0.33246091815802825,-0.7651270532079085,-1.4322286030581917,-0.925418151905676
307,CARYSIL,CARYSIL LIMITED,-2.6728788621873467,0.5176238599950702,-1.938509136614131,-3.5887397464578674,-2.8656797501018687,6.222649675402745,3.0016345534697066,0.039641246717218276,-2.3893591293833176,-2.536180643944759,4.466660100462931,9.56671882587816,5.121951219512193,2.21474953617811
308,CASTROLIND,Castrol India Limited,-2.6328161730136315,2.407318247472316,4.503144654088045,0.837138508371388,3.193717277486908,-1.3939081053174955,-3.918650793650796,2.2831050228310503,-0.6301991429291657,-2.049382716049385,2.221100454316005,-0.15120967741936056,4.6689527829068815,-3.634977122521595
309,CCCL,Consolidated Construction Consortium Limited,,,,,,,,,,,,,,
