,SYMBOL,NAME OF COMPANY,cm30OCT2023bhav.csv,cm27OCT2023bhav.csv,cm26OCT2023bhav.csv,cm25OCT2023bhav.csv,cm23OCT2023bhav.csv,cm20OCT2023bhav.csv,cm19OCT2023bhav.csv,cm18OCT2023bhav.csv,cm17OCT2023bhav.csv,cm16OCT2023bhav.csv,cm13OCT2023bhav.csv,cm12OCT2023bhav.csv,cm11OCT2023bhav.csv,cm10OCT2023bhav.csv,cm09OCT2023bhav.csv,cm06OCT2023bhav.csv,cm05OCT2023bhav.csv,cm04OCT2023bhav.csv,cm03OCT2023bhav.csv
457,DWARKESH,Dwarikesh Sugar Industries Limited,0.27517886626307103,-2.4167561761546725,0.5942733657482412,2.0396912899669175,-9.254627313656828,-0.44820717131474386,-0.6432459178624359,-0.2960039467192868,-0.049309664694291294,2.63157894736843,-0.10111223458039284,-0.4529441368897722,0.5058168942842691,0.20273694880890888,-2.5197628458497996,0.0,-0.04938271604937991,-0.8810572687224725,-2.2020105313547123
458,DYCL,Dynamic Cables Limited,,,,,,,,,,,,,,,,,,,
459,DYNAMATECH,Dynamatic Technologies Limited,-2.115089356998094,4.081971823783593,-1.417822980074861,-5.816230845015263,-3.5689349281748903,-1.2266817410966646,-0.43787075496121797,-0.26830418285098045,1.35860907559965,-0.6196851818346423,0.39849683813762743,-3.7523903185270138,-0.8461905174655495,3.388558434429994,-3.552328784883148,1.0645964360587001,-0.4229502136496541,7.163413923681902,5.320963565634631
460,DYNPRO,Dynemic Products Limited,-0.4963176432917103,3.547745358090182,3.2699880157507315,-3.486450760079316,-4.391785150078982,-1.201810519744037,-1.2332357021735778,-0.8255618406971376,-0.27443207806067305,2.4683643180752934,-0.28041751051564956,-2.4912653805255927,3.424980361351132,-0.8875739644970484,-1.0172626387176187,0.9020217729393397,-3.511404561824727,2.1615820941284722,-2.233213429256608
461,E2E,E2E Networks Limited,,,,,,,,,,,,,,,,,,,
462,EASEMYTRIP,Easy Trip Planners Limited,-0.7528230865746656,3.911342894393742,0.26143790849673576,-1.9230769230769231,-2.743142144638407,-2.3142509135200875,-1.4405762304922003,-0.8333333333333368,-1.7543859649122806,3.76213592233009,0.4878048780487874,-1.7964071856287425,-0.47675804529202104,3.071253071253071,-3.8961038961038925,1.558752997601915,0.24038461538461878,-0.8343265792610284,3.4525277435265247
463,EASTSILK,Eastern Silk Industries Limited,,,,,,,,,,,,,,,,,,,
464,ECLERX,eClerx Services Limited,1.4259335248256146,2.61862778640419,-1.8849898003976555,-0.025815112166662362,-3.973723351512151,-1.7654937294533057,-0.0024351044659904494,-0.9741982155775172,-0.0144661973189402,-0.8059694353430708,-2.9455457035420745,-0.6411439114391185,3.913533203920727,-0.22953877053296903,-2.63984915147705,6.210903696377793,8.907558499609559,-0.21227429062768946,3.277369224365198
465,EDELWEISS,Edelweiss Financial Services Limited,0.07980845969673465,0.9669621273166824,1.058631921824102,0.24489795918367116,-7.056145675265562,-0.9022556390977358,-2.2058823529411766,-0.7299270072992701,-0.2911208151382865,5.448963929393702,-1.5861027190332282,-0.5259203606310959,0.5287009063444023,-0.3012048192771127,-4.871060171919759,-5.548037889039254,12.054586808188025,4.682539682539686,2.857142857142857
466,EDUCOMP,Educomp Solutions Limited,,,,,,,,,,,,,,,,,,,
467,EICHERMOT,Eicher Motors Limited,-1.0957774275741143,2.045509198028127,-1.7019264862309393,-1.7975539338720623,-0.992559395558625,-0.579801211013359,0.14587683418666253,-0.135681334533042,0.40870762347272416,0.2934069727304055,-0.5094156029992482,0.21797739918545028,0.8052041922659894,0.3816461574181591,-0.1391143055877632,0.19746776629109603,1.2555500014701937,1.4769946887867755,-2.772015840090507
468,EIDPARRY,EID Parry India Limited,-2.206809583858764,2.0810984767217313,-0.544116078096651,0.34257574135530794,-5.426749012858157,-0.553765606121627,-0.2711115573852728,-2.6681000781860895,-0.3214807598636098,0.6372549019607843,0.06867458059453012,-1.6499421072944938,-0.317399249783587,-0.06728181468666333,-0.8009153318077673,1.1866859623733674,1.1416861826697937,-1.4046565326149831,-0.431075773541527
469,EIFFL,Euro India Fresh Foods Limited,1.0327635327635247,0.9345794392523447,-0.5718370264474706,-0.10710460549804048,-1.1992945326278581,-0.7005253940455342,-1.7211703958691909,1.608954179783149,0.5981703026037961,0.17624250969333805,-0.9081383164512827,-1.071181755355897,-0.34435261707988984,0.9735744089012359,0.3489183531053733,0.2448408534452765,0.5274261603375529,-0.5246589716684156,0.3157894736842025
470,EIHAHOTELS,EIH Associated Hotels Limited,-0.7338225483655796,2.542469501767182,-3.3392109323341366,0.6321392924475914,-3.602736797092146,-1.0472865756902547,-0.4108723135271904,-0.2417235943247456,-0.9576350577703804,0.533696107157809,-0.36492545094359297,0.08348116456225277,0.010436234606544463,0.17773131207527917,-3.080352619312998,2.1424135789691503,0.8559498956158712,-0.7973490732111468,4.129825318093602
471,EIHOTEL,EIH Limited,7.830612727702868,-0.8444757213230172,-0.3040224508886836,-1.4065021904542232,-2.8449820788530444,-1.0418975836843374,-1.5495416848537682,0.02182929491376684,0.021834061135376143,-0.5212858384013852,-0.9892473118279619,0.5840363400389333,-0.6447453255963894,1.7493986442160505,-3.3396744874233804,1.4365351629502672,0.2579535683576932,0.17226528854436077,4.10221923335574
472,EIMCOELECO,Eimco Elecon (India) Limited,9.060415054001243,-3.1383890317052296,-0.06422607578675969,-2.0583609994758025,-4.999834002855148,-4.999053806850438,-2.703532083346117,6.60843393201819,9.996761308431383,-1.8957847913577568,13.658614878420677,2.290264324413057,4.553061837531644,6.776942815249271,10.714285714285717,4.996271439224457,5.000000000000005,2.0431457596164795,-2.7743868605038284
473,EKC,Everest Kanto Cylinder Limited,-0.043572984749452856,2.6386404293381065,-0.5780346820809299,-2.6828212894850667,-7.300441235459293,1.0539116335630414,2.963272120200332,-1.3179571663920993,4.610081861266703,1.3537117903930105,-0.6938421509106654,-1.9557823129251677,1.8622780424426084,2.1681415929203562,-3.1290184312044627,1.258680555555558,1.2747252747252773,-2.4024024024023998,-1.6040523427606632
474,ELDEHSG,Eldeco Housing And Industries Limited,0.08285576192778055,2.6871809415768477,-0.5219353928621712,-0.12679628064243129,-2.546852474771754,0.3029677063967563,0.9032168415201834,-1.4245599616464595,-2.1183884159013298,-0.9034743904869401,-2.3356906507493678,-0.5677053093348787,0.7605304212168368,10.40620066025549,-0.4714285714285649,-0.16401625900306316,0.9284583273355306,-3.001954761239877,-0.33398274422487856
475,ELECON,Elecon Engineering Company Limited,1.930624129636663,1.9488900361383614,3.5898121532187854,-3.788268587599682,-3.685808090193892,2.566872101150001,-0.7441508482058369,-2.3643864294070482,-0.10456390699963374,-2.9431078741567642,1.2206175599734013,3.1668848575525335,2.4198697484356955,2.6814397167770334,-1.1599274235355166,-3.2233789038003176,-0.22525341008635566,0.699388822380451,2.612012672140678
476,ELECTCAST,Electrosteel Castings Limited,-0.41866028708133296,3.4013605442176873,0.49720323182099624,-1.8303843807199511,-4.709302325581392,-2.659875495189581,3.0921820303383796,-1.8889524899828183,3.3116499112950883,1.075911536162572,4.693366708385482,-1.3580246913580178,8.361204013377927,1.8392370572207006,-2.2636484687083738,1.0767160161507365,0.40540540540540154,0.9549795361528007,3.02178496134925
477,ELECTHERM,Electrotherm (India) Limited,,,,,,,,,,,,,,,,,,,
478,ELGIEQUIP,Elgi Equipments Limited,4.167099657071602,1.9385593220338935,-2.6201774293377325,1.6142557651991591,-4.4662527538554,-2.2035060229164625,3.2874772405421813,1.2909836065573794,1.7514595496246825,0.12526096033403397,-2.1750229755948083,0.6992287917737743,-0.7754310784613838,-1.4974874371859273,0.5558362809499747,-0.9905943566139661,-0.33905065815715774,-2.621868323946398,0.7632093933463752
479,ELGIRUBCO,Elgi Rubber Company Limited,,,,,,,,,,,,,,,,,,,
480,ELIN,Elin Electronics Limited,-0.8454106280193271,1.7511520737327153,2.6813880126182967,-1.9486545004639688,-8.048919226393632,-2.0885547201336676,-0.27770063871146905,-1.6926016926016894,0.1366867140513942,-0.9209100758396472,-0.6993006993007054,0.7588075880758839,-0.2702702702702703,3.8450743755262384,-5.138445154419598,-1.7782426778242562,10.360750360750353,-1.3382687927107029,1.7971014492753592
481,EMAMILTD,Emami Limited,0.5843319797959767,1.2738214643931842,-2.341071603487117,2.695905844482442,-2.4914173614516897,0.9605862547039064,0.3278688524590119,0.5795942840011945,0.14009806864806273,-2.0198058633199354,-1.5825533146772148,-0.3270174088679514,0.5609826869136235,1.9323671497584676,-3.739204707222178,-0.641206977840637,-1.532033426183844,0.7200972598896518,-0.7057294084873373
482,EMAMIPAP,Emami Paper Mills Limited,0.11398176291793746,0.07604562737642154,2.4143302180685313,-1.2307692307692264,-4.901243599122158,-0.40072859744991723,0.2922908293752325,-0.7973903588256575,1.099303774276292,-0.9796806966618452,-2.1654242101526324,3.414096916299564,5.0115651503469545,0.4258614014711444,-1.1859219586839962,-2.353380649981327,2.5670498084291142,-2.0637898686679175,-1.5878877400295464
483,EMAMIREAL,Emami Realty Limited,4.014167650531276,-1.5688553166763444,4.303030303030299,-2.0771513353115725,-8.324265505984773,19.973890339425605,-1.0335917312661644,-3.007518796992471,0.5671077504725934,1.340996168582372,-0.7604562737642693,0.44557606619988355,0.0,4.943219772879096,-3.4193548387096846,-2.45437382001259,-0.5009392611145792,-2.443494196701283,-0.24375380865326368
484,EMIL,Electronics Mart India Limited,8.688977586736264,2.939317319848297,1.83456710653363,-2.875898718349481,2.8286724525875777,-4.9786194257788505,-1.1473429951690857,-1.6042780748663201,4.990642545227698,4.977079240340553,2.4488426702448685,0.4041764904008237,-0.2016806722689152,-0.06718172657036904,-1.0634762379528044,4.9895324494068225,4.981684981684991,-3.2600992204110524,2.061482820976488
485,EMKAY,Emkay Global Financial Services Limited,-2.1762785636561475,3.0269058295964157,-1.7621145374449279,1.1699164345403867,-6.607700312174812,-3.417085427135684,-1.533894111825826,-1.5107212475633502,3.8987341772151844,-2.5172754195459004,3.5787321063394684,10.82152974504249,2.318840579710145,3.4172661870503522,-5.173393973848774,4.577883472057085,0.8998200359928016,-2.286049237983591,-1.5579919215233795
486,EMMBI,Emmbi Industries Limited,-3.1645569620253164,3.364485981308406,3.431609473175444,-2.082347373402748,-6.793118659020722,-2.9122055674518252,1.6543317370483288,4.266908760780743,-1.5198927134555107,-0.22301516503122212,-0.8841732979664014,2.306648575305289,0.2721088435374124,0.2728512960436536,-1.4343343792021463,-1.8909410729991254,0.353045013239193,1.8426966292134805,-3.0501089324618738
487,EMUDHRA,eMudhra Limited,1.97427797833935,2.8425571411996753,-0.06956521739130699,1.829988193624557,-6.180770934869291,-1.2901815001093448,-0.759548611111111,-0.507395012414977,0.8272559050832599,-2.02623440332729,-0.09588749200937324,0.5032658742906142,-0.3414790310532542,0.817643894566974,-2.4863617289131392,-0.43868811364110427,-0.5298701298701323,2.252204398172745,0.6953359007274283
488,ENDURANCE,Endurance Technologies Limited,0.5610933483794148,0.8886499478194843,-1.264597514519453,-1.2883738133399143,-0.828366192877882,1.4922131910405134,0.0931561296733325,2.309622899259786,-0.6094095358383386,-1.1486359947562326,0.9484198254403492,-0.20125153297066417,1.393317178931253,1.0242865425497707,-2.069270077597625,-0.9033790753649493,1.5651787415073886,-0.09198464807941245,-0.9612666101215833
489,ENERGYDEV,Energy Development Company Limited,-1.1204481792717245,3.4782608695652257,-3.089887640449442,-4.55764075067023,-2.6109660574412534,-3.526448362720417,3.116883116883124,-2.2842639593908594,0.5102040816326422,-0.5076142131979587,-3.6674816625916873,0.2450980392156898,3.816793893129771,4.244031830238711,-2.835051546391738,1.041666666666663,0.2610966057441291,-3.526448362720417,-1.243781094527363
490,ENGINERSIN,Engineers India Limited,0.15797788309636876,6.431273644388391,-3.917609046849753,-2.5963808025177,-6.612784717119766,-2.4722321748477367,3.4086698777325104,-2.3516642547033286,-0.5755395683453319,-0.7851534618129867,-0.8843296781039973,0.7483962936564382,0.4654493376297928,1.0857763300760044,-3.290164508225404,-0.20957038071953293,0.3505082369435682,-1.92506015812993,-1.356391997287216
491,ENIL,Entertainment Network (India) Limited,0.34344590726961804,1.4518002322880372,-1.1481056257175661,-0.20051561157262832,-6.482721671577816,-1.7114270668773037,1.5779620219310069,-3.0090791180285406,0.6264682850430637,2.5153866738025243,4.123711340206189,-0.7741222007188309,1.231458158410293,4.382120946538124,-3.168316831683165,-2.6438997521344043,12.033323048441838,0.5272952853598156,1.7355632691700853
492,EPL,EPL Limited,-1.1171662125340662,0.3554826360404734,0.6606110652353364,-1.8373412591191598,-5.102564102564097,-0.535577658760526,-1.13464447806354,0.8134214539908606,0.17825311942958713,0.2552974214960429,1.5029800466442114,-0.3357438016528955,0.7022106631989568,0.10413954699296465,-0.0520426749934917,-0.4919730709476896,1.9266297176035923,-0.49894957983194177,1.9817889662560348
493,EQUIPPP,Equippp Social Impact Technologies Limited,,,,,,,,,,,,,,,,,,,
494,EQUITASBNK,Equitas Small Finance Bank Limited,-1.721355567509423,-0.8004268943436499,1.1332973556395005,-1.7497348886532254,-5.982053838484546,1.7241379310344858,-1.2518778167250877,1.1139240506329058,2.172788411795131,0.6770833333333393,-1.437371663244359,0.05136106831023253,0.8285862247540107,4.209390178089575,-1.383714741883978,2.3420479302832304,0.4376367614879556,-2.1936864633493816,4.238706079196873
495,ERIS,Eris Lifesciences Limited,2.3091114681902014,2.9911124731841836,-2.1002100210021,0.8472012102874432,-5.186757702679447,0.3974654377880237,0.15577222638897165,-0.09222433569658979,-0.11514767689561863,-2.4542289116028204,0.08993816750983187,-0.6866521520683277,0.1845637583892592,1.538985745925374,-2.145040288969153,1.931573581058112,-2.0147638341566276,-0.8147536471235869,3.646011639849372
496,EROSMEDIA,Eros International Media Limited,-0.27472527472527863,0.2754820936639158,1.1142061281337008,-0.8287292817679676,-4.232804232804218,-1.8181818181818257,0.0,-1.5345268542199524,-2.0050125313283136,1.2690355329949239,2.604166666666667,5.4945054945054945,0.8310249307479145,0.27777777777778173,-2.7027027027027026,0.543478260869573,0.8219178082191704,-0.27322404371585085,-0.2724795640327014
497,ESABINDIA,Esab India Limited,-0.04905267030472697,3.0621733125095822,-0.0018054941185930563,0.6615475487300584,-1.6040915959548965,1.6173143495761364,2.4652968504156862,3.9414349029398785,-0.8567508706622894,4.319671720962822,0.11222107551877927,0.9875843645967047,0.10331729551786001,1.3905577636051765,-1.9475353708272458,1.3792188169957365,1.1085879438480557,-2.1236184356751804,-2.229378006499461
498,ESCORTS,Escorts Kubota Limited,0.5705113943361986,0.40688675783057554,0.8561450940633214,-0.8694403675579097,-3.169797330696996,-2.376643744721912,0.5412781441892172,-1.2649700598802394,-0.7621113306493571,-0.3891914289096748,-1.0238008055657215,0.40588832188709195,0.19154547731659521,6.010527795567068,0.21445119278693772,-1.5032609198415026,1.484900641527142,2.267453954842939,-1.8978995949891626
499,ESSARSHPNG,Essar Shipping Limited,,,,,,,,,,,,,,,,,,,
500,ESSENTIA,Integra Essentia Limited,,,,,,,,,,,,,,,,,,,
501,ESTER,Ester Industries Limited,0.827357970215113,1.0590858416945406,0.055772448410482046,-0.6097560975609724,-4.246284501061571,0.694815606627478,-0.26652452025586354,-0.05327650506126495,0.5356186395286556,-0.053533190578170624,-1.2162876784769874,0.42485395645246044,0.5339028296849972,0.7530930607853715,-4.470709146968134,2.0986358866736623,2.3630504833512385,-0.16085790884719106,-0.9032943676939366
502,ETHOSLTD,Ethos Limited,0.7540427593725424,1.0960078373744713,1.5229688568409274,2.3736795214458413,-4.847255442187166,1.3408198330878827,-0.9181005654526744,-1.2962851827401973,-2.0054104916490316,-1.1107880197731845,0.57319997660408,-1.452533287221168,0.5447696319907326,0.4687181577338469,-0.03201396973224415,0.24799416484318015,-0.08453824626865937,-1.377109507518043,-1.1256715654225506
503,EUROTEXIND,Eurotex Industries and Exports Limited,,,,,,,,,,,,,,,,,,,
504,EVEREADY,Eveready Industries India Limited,-1.2176560121765694,4.0454938093867,-1.6425941659586552,-0.4791431792559156,-5.006693440428378,-0.04014452027297666,0.05355469272994742,-0.16040636278572992,-1.5787396395211157,1.4142761841227516,-0.9253139458030404,-2.096544583926497,1.7112017901803345,0.6225165562913968,-2.37910524954745,-0.16780689299084395,-0.424164524421588,1.6594799425062128,-2.135549872122768
505,EVERESTIND,Everest Industries Limited,-1.953125,-1.1747125482545235,0.6980438053837075,-3.683723177261564,-6.5183847051296455,-1.25608532461259,-1.1134793473467488,4.232581300034473,6.290204380750754,-0.29227896403346076,2.650220851737641,6.01696412793781,1.620650953984283,-1.8506278916060808,-0.3337578498967946,0.2200607367633467,1.7373393632740664,-2.8324051514096724,4.544007277689338
506,EXCEL,Excel Realty N Infra Limited,,,,,,,,,,,,,,,,,,,
507,EXCELINDUS,Excel Industries Limited,-0.23322255262083844,1.6777329855347376,-0.5483167266080983,-2.225168617051948,-0.7154304029304029,-0.9018206567976783,-1.5852637454646994,-0.6929046563192905,1.098408428603447,1.478616924476797,1.4832342586714402,-0.43670631500315515,1.2626556499476345,0.5382005382005275,-1.8826770749626882,0.7751041184636794,-1.0134554823933608,-0.574974382329495,-0.5435398029668291
508,EXIDEIND,Exide Industries Limited,1.1535401750198908,2.1121039805036625,-1.5790525684589316,-0.5565493937586983,-2.5188916876574305,-2.787718967790536,-0.5991387380640414,-0.6510416666666666,1.6449234259784544,0.7428571428571386,-0.868580060422965,0.6844106463878371,1.780185758513941,1.3333333333333244,-1.5444015444015444,0.9156438729787738,0.0,-1.2884615384615472,-0.23023791250960196
509,EXPLEOSOL,Expleo Solutions Limited,-1.0587928270514144,0.23542600896861665,2.3561811505507917,-1.8028846153846152,-2.1284417159872104,-0.03307364398058343,0.04043968971728647,-0.5666033045766925,1.1574159671633963,0.4233354376322957,-0.44731977818853635,-0.6792729943087938,0.5055723669643449,-1.1274491918122975,-0.6524812411643165,-0.07968416096201503,1.4589151844774466,-0.1980488520501757,-1.7760005763896458
510,EXXARO,Exxaro Tiles Limited,-0.34965034965034086,2.5089605734766955,-0.5938242280285035,-3.6245707745135554,-7.188385269121797,4.0147329650092,-0.840029218407601,-0.5448601525608426,-1.0424155283968288,0.6876583423814612,5.578907145586558,1.3555383423702556,-0.038714672861023126,0.07748934521502852,-2.0121488230827467,0.5343511450381593,0.19120458891013384,-1.7286734310409704,0.33936651583711697
511,FACT,Fertilizers and Chemicals Travancore Limited,1.8371731239351028,2.9044061594755406,-2.1920668058455184,2.124419401507659,-7.78682769273979,-2.137016422730702,0.25489115458804396,-3.0651085141903236,13.826391000304053,19.992703392922273,2.152240752818423,-0.1116798510935361,1.0533245556287074,3.7264657106623793,-3.872843210802717,-0.2712054615168674,1.3938934193059023,-0.920706501315312,-1.1699164345403814
512,FAIRCHEMOR,Fairchem Organics Limited,0.3868994061543957,5.465932814575834,-3.6613795310143034,1.1185578923041284,-2.1173596344387717,-1.047589201772827,-0.2812500000000081,-0.5593536357986287,1.4730393260957617,-0.26059217324885325,-0.6694336591243809,0.6603773584905578,-1.8864598025387949,0.23415065164568952,-0.4967469667663171,-1.4598223954949023,-1.6194331983805668,-1.1625458068320589,0.5974576271186403
513,FAZE3Q,Faze Three Limited,0.4729148753224395,-1.73215040135192,10.814606741573032,-2.73224043715847,-8.011310084825636,1.401720293086963,0.9974259974260047,-2.651910628523698,0.31420192710515293,14.939207896954365,3.617313209429961,5.058314768706594,4.234394208441469,-0.2996050660492894,-2.3667065549794,2.0488466757123502,0.3813674748024999,-0.6764069264069263,0.8320829354794739
514,FCL,Fineotex Chemical Limited,-1.6761649346295675,1.1700864846532095,1.0452364633310527,-3.4893335538283483,-7.693481911158598,-0.25883069427526373,6.106623586429718,-0.22566086395873264,0.20998223227264648,-0.43422322290124343,-0.6550567183256147,-0.2390819254064393,0.706260032102725,1.1363636363636365,-4.064787416290301,1.6463511160360895,0.8300079808459769,-1.1205808080808117,-0.9845288326300914
515,FCONSUMER,Future Consumer Limited,,,,,,,,,,,,,,,,,,,
516,FCSSOFT,FCS Software Solutions Limited,-1.886792452830182,3.921568627450984,-1.9230769230769333,-1.886792452830182,-3.63636363636364,0.0,-1.7857142857142794,0.0,1.818181818181812,0.0,-1.7857142857142794,-3.448275862068969,0.0,5.4545454545454515,-9.836065573770487,15.094339622641506,0.0,5.9999999999999964,-1.9607843137254832
517,FDC,FDC Limited,0.260953165773929,3.218032322086766,-0.8015750246097658,0.28204766605556336,-4.613935969868168,-1.1304694773241122,-2.0325732899022833,-0.22100884035362003,-1.2706969580284915,1.0899182561307872,3.2833020637898684,-0.5199306759098756,-0.5963424330771269,1.3702310585706672,-2.3865722528193083,-0.5477308294209614,0.5639344262295023,-1.3328157349896423,0.7167991659064251
518,FEDERALBNK,The Federal Bank  Limited,0.9673951988534534,1.0133912414042747,-2.608389143461395,-1.0808926080892687,-1.679808021940342,-0.6809669731018045,0.2047082906857611,-1.2466307277627993,-0.10097610232245417,-0.5689424364123121,0.06697923643670081,1.5646258503401438,-0.6421088205474745,2.069679199724043,-1.0580204778157074,0.6872852233676976,-1.1884550084889642,-2.289316522893158,2.377717391304348
519,FEL,Future Enterprises Limited,,,,,,,,,,,,,,,,,,,
520,FELDVR,Future Enterprises Limited,,,,,,,,,,,,,,,,,,,
521,FIBERWEB,Fiberweb (India) Limited,1.45395799676898,2.653399668325044,0.33277870216305444,0.6700167504187581,-6.864274570982827,-2.583586626139822,0.6116207951070205,-1.0590015128592871,2.4806201550387508,-0.616332819722659,2.044025157232711,-2.00308166409862,0.30911901081916976,0.9360374414976733,-1.9877675840978766,2.507836990595625,1.5923566878980893,-3.533026113671271,-0.7621951219512196
522,FIEMIND,Fiem Industries Limited,1.6826576771256547,2.1124481449880763,-0.07349914740989004,-3.402249233215941,-2.0528511821975015,-0.616481906394277,-0.21241379310344327,-0.7039745802174876,-0.6639275121765419,0.47296188966044417,-0.6248641599652249,-0.7763640284666737,-0.26616480709773066,4.298693286972133,-1.8143773574516144,0.45357745388168513,0.5981859662790051,-0.09173036831133237,0.0584079657339909
523,FILATEX,Filatex India Limited,0.5202913631633715,2.1253985122210417,-0.5285412262156448,-1.2526096033402954,-7.260406582768636,2.5819265143992,1.6145307769929451,-0.6018054162487548,0.20100502512563098,-2.355250245338573,-0.48828125,2.4000000000000057,-0.3984063745019977,-0.09950248756218338,-2.710551790900288,-3.9962825278810383,1.4137606032045242,2.1174205967276114,9.830866807611006
524,FINCABLES,Finolex Cables Limited,5.7810436879269655,2.308234464935991,-2.5749599450675213,-2.6081141328577897,-3.9349001552545637,1.5770297460438305,-0.26034604328252725,-2.8967188076052035,-1.6013681592039732,-3.3750625938908407,-1.33399209486166,-3.111536620392532,-1.6663528525701417,2.095347943098804,-2.9975292527154784,-0.7403637036694276,0.2598005103224268,-2.0538919434725234,-1.842105263157903
525,FINEORG,Fine Organic Industries Limited,0.3620057964674399,1.8309184662159865,-1.7829601513875366,-1.8666809789609236,-1.9543871096751184,-1.1516374682701398,-0.30905809877414997,-0.8187784155197448,-0.23909451929688857,-0.47794605745564467,0.003063850647486339,-0.12036640349265838,1.1848977148401139,-1.235499194682857,-0.33020737022850355,-0.43297488138714924,0.35328873232288455,1.2343014532075245,1.459823569894267
526,FINOPB,Fino Payments Bank Limited,-0.7896505376344163,2.6737967914438503,0.36357340720222,-1.1635865845311353,-4.991058364493585,-0.06498781478472417,-0.2754374594944986,-2.078375376804682,1.8255250403877148,-0.482315112540193,0.25789813023855945,0.9437032216075422,0.14665145836727672,0.705612077453244,-1.1356262167423752,-2.065459167461074,1.4670320812510114,-1.7891070297656853,0.01583531274743036
527,FINPIPE,Finolex Industries Limited,-1.2091587342423433,1.0135135135135076,-0.362506473329875,-4.712558598568966,-9.873248832555031,0.8748317631224714,0.26990553306342524,-1.8326341355707563,0.8012463832628457,1.307779030439687,-1.5756768752774128,1.031390134529153,-0.15670472352809237,0.8124576844955914,-2.314814814814815,1.4084507042253547,-0.31201248049921493,-1.9234972677595652,2.1205357142857144
528,FIVESTAR,Five-Star Business Finance Limited,-0.6193003947189422,3.749205676763407,-2.033616932973652,-1.3914466953140894,-2.8493804254191244,-1.055599265670085,-1.6571023276807044,-1.3798804527533906,3.6514632217242196,2.161470608039872,-0.7086982683693346,0.0602087235750663,2.509943766287197,1.8153889121631055,-1.145775814467139,-0.020702505003102237,0.7088748349433468,0.8621898219543097,2.382661116692968
529,FLEXITUFF,Flexituff Ventures International Limited,,,,,,,,,,,,,,,,,,,
530,FLFL,Future Lifestyle Fashions Limited,,,,,,,,,,,,,,,,,,,
531,FLUOROCHEM,Gujarat Fluorochemicals Limited,-2.160791456837744,1.2347464521377598,2.3120318135577547,0.4813589562502255,-2.537721665730785,0.22511482671604008,-1.1645015430991108,-0.6807570303311085,1.2029505654047976,-3.1036471348933183,1.432243197731103,-2.0470882383581563,2.9089089804524044,-1.0816925306656264,-0.5833772623440489,-1.6112859168078526,1.6555360281195048,-3.208246861497641,-3.627928326693868
532,FMGOETZE,Federal-Mogul Goetze (India) Limited.,-0.6558810668998688,1.6444444444444477,-0.8956100425781856,0.6056129985228985,-5.354396756605614,-0.417652791312822,-1.237453595490169,4.888952985289873,-0.416487146344963,0.41822901644072363,-1.826419368540277,0.5695571693008686,0.919672366719353,-1.639575971731452,-0.8964841014147608,0.2809383340356792,0.7215619694397316,-1.3813311008790414,-0.48597611774507077
533,FMNL,Future Market Networks Limited,,,,,,,,,,,,,,,,,,,
534,FOCUS,Focus Lighting and Fixtures Limited,1.408450704225362,9.990515333544092,0.7324840764331246,-1.9669060256010025,-5.1244075829383915,-1.5169194865810935,1.4201183431952698,0.0,1.899306602351526,-1.7767249037607342,9.500648508430613,-5.282555282555297,-4.572098475967165,1.8811585547924787,-5.715090090090094,-79.00212816268622,1.1722488038277457,-4.908149917533979,4.998208527409534
535,FOODSIN,Foods & Inns Limited,-1.541976013706447,-1.904761904761908,7.4977416440831,-3.961827646038169,-7.933972310969119,-2.4162120031176815,-2.7293404094010643,-3.6757546251217197,0.12186205215695832,-2.587844254510916,1.9114444713283274,-0.9110525053943925,-4.004602991944759,4.7240298867196975,-2.674173117522879,4.40852314474651,0.4428044280442832,2.34138972809668,0.5824259306153485
536,FORCEMOT,FORCE MOTORS LTD,,,,-4.998937300743892,-4.99939425756168,-1.4499482635111856,-0.47923955376592753,-0.894948252626616,-0.2245401496064115,-2.5494561414668233,-1.4629193200621748,1.281058364968318,-1.1458908579748002,1.1168079597949134,-3.3462538638928327,1.4813155077551223,4.564801436994805,-0.10532064284600254,0.36016285624804734
537,FORTIS,Fortis Healthcare Limited,0.5691432087371069,1.546391752577316,-2.6459854014598503,1.1536686663590217,-2.1523178807946954,-0.47932893948472816,-0.5807892777364076,-0.5037783375314828,0.07413997627520759,-0.38404726735598566,0.6691449814126395,0.7038035339922202,0.14997000599880025,0.8621993646951946,0.8081732235437739,-0.06095702529717935,-2.438299137674692,-1.015452538631343,-0.058832181203114765
538,FOSECOIND,Foseco India Limited,1.6397488700695726,0.833709228352327,-1.8338117632687878,-1.0859222787754383,-2.4170609128826395,-2.454067109462604,-1.6403178822930513,1.305026716518406,-0.6277758797403536,0.4001829407729247,2.4061823078274185,0.37904386918577954,1.6775465694695513,-0.361682493376599,-1.0428020149055774,1.3888059255719492,-1.1075996101249372,0.4584229656553614,-0.8429197681602898
539,FRETAIL,Future Retail Limited,,,,,,,,,,,,,,,,,,,
540,FSC,Future Supply Chain Solutions Limited,,,,,,,,,,,,,,,,,,,
