,SYMBOL,NAME OF COMPANY,cm01SEP2023bhav.csv
941,KPITTECH,KPIT Technologies Limited,2.1090228760949024
942,KPRMILL,K.P.R. Mill Limited,0.5346181770180276
943,KRBL,KRBL Limited,-0.2856433184302121
944,KREBSBIO,Krebs Biochemicals and Industries Limited,
945,KRIDHANINF,Kridhan Infra Limited,
946,KRISHANA,Krishana Phoschem Limited,1.7713745866792634
947,KRITI,Kriti Industries (India) Limited,0.45537340619307837
948,KRITIKA,Kritika Wires Limited,
949,KRITINUT,Kriti Nutrients Limited,
950,KRSNAA,Krsnaa Diagnostics Limited,3.223999999999996
951,KSB,Ksb Limited,-1.7550771875783515
952,KSCL,Kaveri Seed Company Limited,-0.3018936968255379
953,KSHITIJPOL,Kshitij Polyline Limited,
954,KSL,Kalyani Steels Limited,2.0954717366860884
955,KSOLVES,Ksolves India Limited,
956,KTKBANK,The Karnataka Bank Limited,-1.3568521031207599
957,KUANTUM,Kuantum Papers Limited,-2.0280811232449327
958,L&TFH,L&T Finance Holdings Limited,1.2815378454145043
959,LAGNAM,Lagnam Spintex Limited,
960,LAKPRE,Lakshmi Precision Screws Limited,
961,LAL,Lorenzini Apparels Limited,
962,LALPATHLAB,Dr. Lal Path Labs Ltd.,1.1650351578657065
963,LAMBODHARA,Lambodhara Textiles Limited,
964,LANDMARK,Landmark Cars Limited,-0.19153011278995855
965,LAOPALA,La Opala RG Limited,-1.402988479525501
966,LASA,Lasa Supergenerics Limited,-2.6521060842433632
967,LATENTVIEW,Latent View Analytics Limited,6.84272300469483
968,LAURUSLABS,Laurus Labs Limited,-0.7882882882882967
969,LAXMICOT,Laxmi Cotspin Limited,3.0690537084398866
970,LAXMIMACH,Lakshmi Machine Works Limited,-1.293487229830433
971,LCCINFOTEC,LCC Infotech Limited,
972,LEMONTREE,Lemon Tree Hotels Limited,-1.0983981693363871
973,LEXUS,Lexus Granito (India) Limited,
974,LFIC,Lakshmi Finance & Industrial Corporation Limited,-1.529704731412313
975,LGBBROSLTD,LG Balakrishnan & Bros Limited,-1.350407450523865
976,LGBFORGE,LGB Forge Limited,4.63917525773197
977,LIBAS,Libas Consumer Products Limited,0.3846153846153901
978,LIBERTSHOE,Liberty Shoes Limited,1.7033075856605313
979,LICHSGFIN,LIC Housing Finance Limited,2.32668005196645
980,LICI,Life Insurance Corporation Of India,0.06973500697350775
981,LIKHITHA,Likhitha Infrastructure Limited,-1.2153062900312002
982,LINC,Linc Limited,-1.71995756932869
983,LINCOLN,Lincoln Pharmaceuticals Limited,-1.979817395482943
984,LINDEINDIA,Linde India Limited,4.484505244685525
985,LODHA,Macrotech Developers Limited,1.551428358320277
986,LOKESHMACH,Lokesh Machines Limited,
987,LOTUSEYE,Lotus Eye Hospital and Institute Limited,
988,LOVABLE,Lovable Lingerie Limited,0.8354522339266295
989,LOYALTEX,Loyal Textile Mills Limited,2.6640316205533634
990,LPDC,Landmark Property Development Company Limited,19.008264462809922
991,LSIL,Lloyds Steels Industries Limited,
992,LT,Larsen & Toubro Limited,-0.022200022200018835
993,LTIM,LTIMindtree Limited,2.1171101783032453
994,LTTS,L&T Technology Services Limited,1.0546631094965049
995,LUMAXIND,Lumax Industries Limited,0.8379457099384773
996,LUMAXTECH,Lumax Auto Technologies Limited,0.8717811158798282
997,LUPIN,Lupin Limited,-0.3643484993396184
998,LUXIND,Lux Industries Limited,-0.42410259890072605
999,LXCHEM,Laxmi Organic Industries Limited,0.10082339102672203
1000,LYKALABS,Lyka Labs Limited,0.6884681583476739
1001,LYPSAGEMS,Lypsa Gems & Jewellery Limited,
1002,M&M,Mahindra & Mahindra Limited,1.0505268503237244
1003,M&MFIN,Mahindra & Mahindra Financial Services Limited,0.5039475894506972
1004,MAANALU,Maan Aluminium Limited,
1005,MACPOWER,Macpower CNC Machines Limited,0.6340730852661552
1006,MADHAV,Madhav Marbles and Granites Limited,3.680336487907466
1007,MADHUCON,Madhucon Projects Limited,
1008,MADRASFERT,Madras Fertilizers Limited,0.46728971962616056
1009,MAGADSUGAR,Magadh Sugar & Energy Limited,-1.172717890984145
1010,MAGNUM,Magnum Ventures Limited,
1011,MAHABANK,Bank of Maharashtra,-0.9043927648578847
1012,MAHAPEXLTD,Maha Rashtra Apex Corporation Limited,
1013,MAHASTEEL,Mahamaya Steel Industries Limited,
1014,MAHEPC,Mahindra EPC Irrigation Limited,0.31434184675835414
1015,MAHESHWARI,Maheshwari Logistics Limited,
1016,MAHINDCIE,Mahindra CIE Automotive Limited,
1017,MAHLIFE,Mahindra Lifespace Developers Limited,0.13215859030837004
1018,MAHLOG,Mahindra Logistics Limited,1.1169598151238986
1019,MAHSCOOTER,Maharashtra Scooters Limited,1.1674814057400509
1020,MAHSEAMLES,Maharashtra Seamless Limited,3.9702463970246438
1021,MAITHANALL,Maithan Alloys Limited,4.312445180781601
1022,MALLCOM,Mallcom (India) Limited,1.0139049826187718
1023,MALUPAPER,Malu Paper Mills Limited,0.7163323782234957
1024,MANAKALUCO,Manaksia Aluminium Company Limited,4.609218436873756
1025,MANAKCOAT,Manaksia Coated Metals & Industries Limited,4.1208791208791204
1026,MANAKSIA,Manaksia Limited,5.4064131245339295
1027,MANAKSTEEL,Manaksia Steels Limited,4.425711275026331
1028,MANALIPETC,Manali Petrochemicals Limited,-1.0893246187363834
1029,MANAPPURAM,Manappuram Finance Limited,-1.8111254851228868
1030,MANGALAM,Mangalam Drugs And Organics Limited,1.308773630634992
1031,MANGCHEFER,Mangalore Chemicals & Fertilizers Limited,0.45228403437358666
1032,MANGLMCEM,Mangalam Cement Limited,3.6809815950920144
1033,MANINDS,Man Industries (India) Limited,12.822936357908018
1034,MANINFRA,Man Infraconstruction Limited,4.59533607681755
1035,MANKIND,Mankind Pharma Limited,-4.789505796217213
1036,MANOMAY,Manomay Tex India Limited,-1.3353681800839374
1037,MANORAMA,Manorama Industries Limited,2.4141376952611417
1038,MANORG,Mangalam Organics Limited,-0.3706543967280135
1039,MANUGRAPH,Manugraph India Limited,-3.3271719038817085
1040,MANYAVAR,Vedant Fashions Limited,-0.162640326867385
1041,MAPMYINDIA,C.E. Info Systems Limited,-1.029336078229542
1042,MARALOVER,Maral Overseas Limited,-1.0333863275039723
1043,MARATHON,Marathon Nextgen Realty Limited,-0.7653061224489704
1044,MARICO,Marico Limited,-0.12279624594332636
1045,MARINE,Marine Electricals (India) Limited,
1046,MARKSANS,Marksans Pharma Limited,-1.4601769911504474
1047,MARSHALL,Marshall Machines Limited,
1048,MARUTI,Maruti Suzuki India Limited,3.2732561626581975
1049,MASFIN,MAS Financial Services Limited,0.20205731080087894
1050,MASKINVEST,Mask Investments Limited,
1051,MASTEK,Mastek Limited,-0.3853199418861765
1052,MATRIMONY,Matrimony.Com Limited,-0.9040604785285566
1053,MAWANASUG,Mawana Sugars Limited,0.5555555555555527
1054,MAXHEALTH,Max Healthcare Institute Limited,-2.4764651005003664
1055,MAXIND,Max India Limited,-0.06540222367560125
1056,MAXVIL,Max Ventures and Industries Limited,
1057,MAYURUNIQ,Mayur Uniquoters Ltd,0.4187828566337027
1058,MAZDA,Mazda Limited,
1059,MAZDOCK,Mazagon Dock Shipbuilders Limited,2.0606290056518515
1060,MBAPL,Madhya Bharat Agro Products Limited,1.1693580462970365
1061,MBECL,Mcnally Bharat Engineering Company Limited,
1062,MBLINFRA,MBL Infrastructure Limited,
1063,MCDOWELL-N,United Spirits Limited,0.48632822192447933
1064,MCL,Madhav Copper Limited,
1065,MCLEODRUSS,Mcleod Russel India Limited,-0.4016064257028027
1066,MCX,Multi Commodity Exchange of India Limited,8.040870724122613
1067,MEDANTA,Global Health Limited,-0.38057650292480727
1068,MEDICAMEQ,Medicamen Biotech Limited,-2.296366337971093
1069,MEDICO,Medico Remedies Limited,-1.445631678189807
1070,MEDPLUS,Medplus Health Services Limited,2.6743899433078684
1071,MEGASOFT,Megasoft Limited,
1072,MEGASTAR,Megastar Foods Limited,
1073,MELSTAR,Melstar Information Technologies Limited,
1074,MENONBE,Menon Bearings Limited,-2.0992366412213634
1075,MEP,MEP Infrastructure Developers Limited,3.524229074889871
1076,METALFORGE,Metalyst Forgings Limited,
1077,METROBRAND,Metro Brands Limited,0.5057493201011456
1078,METROPOLIS,Metropolis Healthcare Limited,1.621742534392126
1079,MFL,Meghmani Finechem Limited,-0.20875789055122249
1080,MFSL,Max Financial Services Limited,0.3802077755167564
1081,MGEL,Mangalam Global Enterprise Limited,
1082,MGL,Mahanagar Gas Limited,0.6152343749999956
1083,MHLXMIRU,Mahalaxmi Rubtech Limited,
1084,MHRIL,Mahindra Holidays & Resorts India Limited,-0.5130130130130158
1085,MICEL,MIC Electronics Limited,
1086,MIDHANI,Mishra Dhatu Nigam Limited,0.17050298380221376
1087,MINDACORP,Minda Corporation Limited,5.5165036674816665
1088,MINDTECK,Mindteck (India) Limited,
1089,MIRCELECTR,MIRC Electronics Limited,
1090,MIRZAINT,Mirza International Limited,-0.7743362831858438
1091,MITCON,MITCON Consultancy & Engineering Services Limited,1.3307984790874487
1092,MITTAL,Mittal Life Style Limited,
1093,MMFL,MM Forgings Limited,1.4089849888906953
1094,MMP,MMP Industries Limited,
1095,MMTC,MMTC Limited,3.91923990498812
1096,MODIRUBBER,Modi Rubber Limited,
1097,MODISONLTD,MODISON LIMITED,
1098,MOHITIND,Mohit Industries Limited,2.0134228187919394
1099,MOHOTAIND,Mohota Industries Limited,
1100,MOIL,MOIL Limited,1.697757283588339
1101,MOKSH,Moksh Ornaments Limited,0.3846153846153901
1102,MOL,Meghmani Organics Limited,0.7826610475617166
1103,MOLDTECH,Mold-Tek Technologies Limited,0.8532195707239004
1104,MOLDTKPAC,Mold-Tek Packaging Limited,1.627809283763915
1105,MONARCH,Monarch Networth Capital Limited,0.5319148936170115
1106,MONTECARLO,Monte Carlo Fashions Limited,-0.458136909899732
1107,MORARJEE,Morarjee Textiles Limited,-2.5641025641025674
1108,MOREPENLAB,Morepen Laboratories Limited,-0.38610038610038244
1109,MOTHERSON,Samvardhana Motherson International Limited,2.0876826722338206
1110,MOTILALOFS,Motilal Oswal Financial Services Limited,-1.222892548508071
1111,MOTOGENFIN,The Motor & General Finance Limited,
1112,MPHASIS,MphasiS Limited,0.18115942028984008
1113,MPSLTD,MPS Limited,-2.4368789705163767
1114,MRF,MRF Limited,-0.6459878779514481
1115,MRO-TEK,MRO-TEK Realty Limited,-1.0509296685529483
1116,MRPL,Mangalore Refinery and Petrochemicals Limited,1.1548556430446135
1117,MSPL,MSP Steel & Power Limited,
1118,MSTCLTD,Mstc Limited,2.314282061117507
1119,MSUMI,Motherson Sumi Wiring India Limited,6.199677938808375
1120,MTARTECH,Mtar Technologies Limited,10.617258883248724
1121,MTEDUCARE,MT Educare Limited,
1122,MTNL,Mahanagar Telephone Nigam Limited,11.999999999999996
1123,MUKANDLTD,Mukand Limited,1.4457174031641993
1124,MUKTAARTS,Mukta Arts Limited,0.25231286795626334
1125,MUNJALAU,Munjal Auto Industries Limited,-2.4126455906822013
1126,MUNJALSHOW,Munjal Showa Limited,-1.734304543877905
1127,MURUDCERA,Murudeshwar Ceramics Limited,
1128,MUTHOOTCAP,Muthoot Capital Services Limited,4.274276859504135
1129,MUTHOOTFIN,Muthoot Finance Limited,0.07140873566867069
1130,NACLIND,NACL Industries Limited,-2.199762187871575
1131,NAGAFERT,Nagarjuna Fertilizers and Chemicals Limited,2.941176470588235
1132,NAGREEKCAP,Nagreeka Capital & Infrastructure Limited,
1133,NAGREEKEXP,Nagreeka Exports Limited,
1134,NAHARCAP,Nahar Capital and Financial Services Limited,0.22655977692576998
1135,NAHARINDUS,Nahar Industrial Enterprises Limited,1.4078498293515285
1136,NAHARPOLY,Nahar Poly Films Limited,0.0
1137,NAHARSPING,Nahar Spinning Mills Limited,-1.3088529358298573
1138,NAM-INDIA,Nippon Life India Asset Management Limited,1.7152933632574616
1139,NARMADA,Narmada Agrobase Limited,-1.7676767676767748
1140,NATCOPHARM,Natco Pharma Limited,-1.209434685054447
1141,NATHBIOGEN,Nath Bio-Genes (India) Limited,-1.6674495068107147
1142,NATIONALUM,National Aluminium Company Limited,4.460966542750917
1143,NATNLSTEEL,National Steel And Agro Industries Limited,
1144,NAUKRI,Info Edge (India) Limited,0.9430913078610265
1145,NAVA,NAVA LIMITED,-1.694117647058821
1146,NAVINFLUOR,Navin Fluorine International Limited,-0.12378253363303315
1147,NAVKARCORP,Navkar Corporation Limited,0.6849315068493127
1148,NAVNETEDUL,Navneet Education Limited,3.8872691933916426
1149,NAZARA,Nazara Technologies Limited,-2.239526353047183
1150,NBCC,NBCC (India) Limited,2.526724975704562
1151,NBIFIN,N. B. I. Industrial Finance Company Limited,0.22734467178911885
1152,NCC,NCC Limited,0.7959905660377325
1153,NCLIND,NCL Industries Limited,0.421674045962471
1154,NDGL,Naga Dhunseri Group Limited,2.080024434941964
1155,NDL,Nandan Denim Limited,9.47867298578199
1156,NDLVENTURE,NDL Ventures Limited,
1157,NDRAUTO,Ndr Auto Components Limited,
1158,NDTV,New Delhi Television Limited,0.699953336444237
1159,NECCLTD,North Eastern Carrying Corporation Limited,-3.097345132743375
1160,NECLIFE,Nectar Lifesciences Limited,0.18939393939394208
1161,NELCAST,Nelcast Limited,1.4006634721710325
1162,NELCO,NELCO Limited,1.3939884249175345
1163,NEOGEN,Neogen Chemicals Limited,1.6219222999677985
1164,NESCO,Nesco Limited,-0.5674740484429097
1165,NESTLEIND,Nestle India Limited,-0.32224466033549004
1166,NETWORK18,Network18 Media & Investments Limited,1.1704462326262055
1167,NEULANDLAB,Neuland Laboratories Limited,-2.2541855159880866
1168,NEWGEN,Newgen Software Technologies Limited,-3.9583212061237556
1169,NEXTMEDIA,Next Mediaworks Limited,1.0309278350515612
1170,NFL,National Fertilizers Limited,0.22123893805310577
1171,NGIL,Nakoda Group of Industries Limited,
1172,NGLFINE,NGL Fine-Chem Limited,3.6081199559382235
1173,NH,Narayana Hrudayalaya Ltd.,-1.4670514670514672
1174,NHPC,NHPC Limited,0.09960159362549234
1175,NIACL,The New India Assurance Company Limited,0.6194347657762159
1176,NIBL,NRB Industrial Bearings Limited,
1177,NIITLTD,NIIT Limited,2.102659245516392
1178,NILAINFRA,Nila Infrastructures Limited,-4.310344827586207
1179,NILASPACES,Nila Spaces Limited,
1180,NILKAMAL,Nilkamal Limited,-1.942003159045799
1181,NINSYS,NINtec Systems Limited,
1182,NIPPOBATRY,Indo-National Limited,
1183,NIRAJ,Niraj Cement Structurals Limited,
1184,NIRAJISPAT,Niraj Ispat Industries Limited,
1185,NITCO,Nitco Limited,-2.0979020979020944
1186,NITINSPIN,Nitin Spinners Limited,-0.8857956342929488
1187,NITIRAJ,Nitiraj Engineers Limited,
1188,NKIND,NK Industries Limited,5.201560468140442
1189,NLCINDIA,NLC India Limited,4.946319018404899
1190,NMDC,NMDC Limited,6.054449410808617
1191,NOCIL,NOCIL Limited,-1.9826241924704784
1192,NOIDATOLL,Noida Toll Bridge Company Limited,0.7194244604316521
1193,NORBTEAEXP,Norben Tea & Exports Limited,
1194,NOVARTIND,Novartis India Limited,-0.4251167328733804
1195,NRAIL,N R Agarwal Industries Limited,3.435510143639871
1196,NRBBEARING,NRB Bearing Limited,-0.7400555041628123
1197,NRL,Nupur Recyclers Limited,0.5675954592363232
1198,NSIL,Nalwa Sons Investments Limited,0.5754058489707838
1199,NSLNISP,NMDC Steel Limited,1.861702127659582
1200,NTPC,NTPC Limited,4.720835224693589
1201,NUCLEUS,Nucleus Software Exports Limited,0.5665722379603445
1202,NURECA,Nureca Limited,
1203,NUVOCO,Nuvoco Vistas Corporation Limited,2.162962962962966
1204,NYKAA,FSN E-Commerce Ventures Limited,1.4226881317858309
1205,OAL,Oriental Aromatics Limited,0.3749676752004108
1206,OBCL,Orissa Bengal Carrier Limited,-1.3474494706448563
1207,OBEROIRLTY,Oberoi Realty Limited,0.628986929562402
1208,OCCL,Oriental Carbon & Chemicals Limited,-0.22435713052982015
1209,OFSS,Oracle Financial Services Software Limited,0.6558294600053493
1210,OIL,Oil India Limited,-0.018308311973640193
1211,OILCOUNTUB,Oil Country Tubular Limited,
1212,OLECTRA,Olectra Greentech Limited,-0.7085952199847981
1213,OMAXAUTO,Omax Autos Limited,4.91958372753075
1214,OMAXE,Omaxe Limited,-0.43572984749454413
1215,OMINFRAL,OM INFRA LIMITED,
1216,OMKARCHEM,Omkar Speciality Chemicals Limited,
1217,ONELIFECAP,Onelife Capital Advisors Limited,0.8264462809917326
1218,ONEPOINT,One Point One Solutions Limited,
1219,ONGC,Oil & Natural Gas Corporation Limited,4.364053976457074
1220,ONMOBILE,OnMobile Global Limited,8.27966881324747
1221,ONWARDTEC,Onward Technologies Limited,0.23887463505264492
1222,OPTIEMUS,Optiemus Infracom Limited,3.9982678983833786
1223,ORBTEXP,Orbit Exports Limited,
1224,ORCHPHARMA,Orchid Pharma Limited,
1225,ORICONENT,Oricon Enterprises Limited,
1226,ORIENTABRA,Orient Abrasives Limited,
1227,ORIENTALTL,Oriental Trimex Limited,-1.3513513513513586
1228,ORIENTBELL,Orient Bell Limited,-3.8004246284501013
1229,ORIENTCEM,Orient Cement Limited,3.6029030585795687
1230,ORIENTELEC,Orient Electric Limited,-1.3394725826705807
1231,ORIENTHOT,Oriental Hotels Limited,0.3393665158371008
1232,ORIENTLTD,Orient Press Limited,1.9780219780219748
1233,ORIENTPPR,Orient Paper & Industries Limited,0.3048780487804849
1234,ORISSAMINE,The Orissa Minerals Development Company Limited,-2.1455193647707054
1235,ORTEL,Ortel Communications Limited,
1236,ORTINLAB,Ortin Laboratories Limited,
1237,OSIAHYPER,Osia Hyper Retail Limited,
1238,OSWALAGRO,Oswal Agro Mills Limited,-1.4106583072100292
1239,OSWALSEEDS,ShreeOswal Seeds And Chemicals Limited,-1.73410404624277
1240,PAGEIND,Page Industries Limited,-0.8248408595080768
1241,PAISALO,Paisalo Digital Limited,5.823627287853577
1242,PALASHSECU,Palash Securities Limited,
1243,PALREDTEC,Palred Technologies Limited,-1.1469966797464568
1244,PANACEABIO,Panacea Biotec Limited,-0.8455882352941217
1245,PANACHE,Panache Digilife Limited,
1246,PANAMAPET,Panama Petrochem Limited,-0.29145574474612324
1247,PANSARI,Pansari Developers Limited,
1248,PAR,Par Drugs And Chemicals Limited,
1249,PARACABLES,Paramount Communications Limited,
1250,PARADEEP,Paradeep Phosphates Limited,2.4857954545454546
1251,PARAGMILK,Parag Milk Foods Limited,2.6010816379088246
1252,PARAS,Paras Defence and Space Technologies Limited,6.51481255508102
1253,PARASPETRO,Paras Petrofils Limited,
1254,PARSVNATH,Parsvnath Developers Limited,-5.759162303664929
1255,PASUPTAC,Pasupati Acrylon Limited,3.8926174496644372
1256,PATANJALI,Patanjali Foods Limited,
1257,PATELENG,Patel Engineering Limited,-1.2237762237762286
1258,PATINTLOG,Patel Integrated Logistics Limited,
1259,PAYTM,One 97 Communications Limited,0.40988406136549954
1260,PCBL,PCBL LIMITED,-1.6633209062231178
1261,PCJEWELLER,PC Jeweller Limited,-0.18796992481203273
1262,PDMJEPAPER,Pudumjee Paper Products Limited,2.966101694915251
1263,PDPL,Parenteral Drugs (India) Limited,
1264,PDSL,PDS Limited,0.46758104738154616
1265,PEARLPOLY,Pearl Polymers Limited,-0.40899795501021624
1266,PEL,Piramal Enterprises Limited,2.3687458463875486
1267,PENIND,Pennar Industries Limited,-6.043956043956037
1268,PENINLAND,Peninsula Land Limited,0.7183908045977012
1269,PERSISTENT,Persistent Systems Limited,3.213733777719857
1270,PETRONET,Petronet LNG Limited,1.9739897816999534
1271,PFC,Power Finance Corporation Limited,-1.0760953112990053
1272,PFIZER,Pfizer Limited,-0.0785638527713399
1273,PFOCUS,Prime Focus Limited,2.7777777777777675
1274,PFS,PTC India Financial Services Limited,3.7769784172661893
1275,PGEL,PG Electroplast Limited,8.968132707628513
1276,PGHH,Procter & Gamble Hygiene and Health Care Limited,1.0183778024973758
1277,PGHL,Procter & Gamble Health Limited,-0.7558974358974434
1278,PGIL,Pearl Global Industries Limited,4.611437867601054
1279,PHOENIXLTD,The Phoenix Mills Limited,2.7668972414367965
1280,PIDILITIND,Pidilite Industries Limited,-0.6660039761431411
1281,PIIND,PI Industries Limited,-0.19844004079046032
1282,PILANIINVS,Pilani Investment and Industries Corporation Limited,0.13550815558344018
1283,PILITA,PIL ITALICA LIFESTYLE LIMITED,
1284,PIONEEREMB,Pioneer Embroideries Limited,0.2890173410404597
1285,PITTIENG,Pitti Engineering Limited,1.911273405329822
1286,PIXTRANS,Pix Transmissions Limited,-0.16011460835124855
1287,PKTEA,The Peria Karamalai Tea & Produce Company Limited,
1288,PLASTIBLEN,Plastiblends India Limited,4.5964372113481495
1289,PNB,Punjab National Bank,3.809523809523819
1290,PNBGILTS,PNB Gilts Limited,1.1111111111111156
1291,PNBHOUSING,PNB Housing Finance Limited,0.18448766238756734
1292,PNC,Pritish Nandy Communications Limited,5.858854860186426
1293,PNCINFRA,PNC Infratech Limited,-0.2861445783132496
1294,POCL,Pondy Oxides & Chemicals Limited,-0.5546995377503828
1295,PODDARHOUS,Poddar Housing and Development Limited,
1296,PODDARMENT,Poddar Pigments Limited,1.7097640243040706
1297,POKARNA,Pokarna Limited,16.46015916188172
1298,POLICYBZR,PB Fintech Limited,-0.6131801458723295
1299,POLYCAB,Polycab India Limited,1.6630718029298917
1300,POLYMED,Poly Medicure Limited,-4.796531476170968
1301,POLYPLEX,Polyplex Corporation Limited,0.5672243002178358
1302,PONNIERODE,Ponni Sugars (Erode) Limited,0.3649175789606112
1303,POONAWALLA,Poonawalla Fincorp Limited,-1.6912558474271346
1304,POWERGRID,Power Grid Corporation of India Limited,3.128194643222235
1305,POWERINDIA,Hitachi Energy India Limited,-0.4555834535725283
1306,POWERMECH,Power Mech Projects Limited,0.23073646346081028
1307,PPAP,PPAP Automotive Limited,-3.928194297782476
1308,PPL,Prakash Pipes Limited,1.4753784249856383
1309,PPLPHARMA,Piramal Pharma Limited,1.4146341463414662
1310,PRAENG,Prajay Engineers Syndicate Limited,2.684563758389264
1311,PRAJIND,Praj Industries Limited,0.47710892295197765
1312,PRAKASH,Prakash Industries Limited,4.355400696864112
1313,PRAKASHSTL,Prakash Steelage Limited,
1314,PRAXIS,Praxis Home Retail Limited,
1315,PRECAM,Precision Camshafts Limited,0.19245573518090836
1316,PRECOT,Precot Limited,-2.311531389545577
1317,PRECWIRE,Precision Wires India Limited,-0.8341511285574175
1318,PREMEXPLN,Premier Explosives Limited,
1319,PREMIER,Premier Limited,
1320,PREMIERPOL,Premier Polyfilm Limited,
1321,PRESSMN,Pressman Advertising Limited,
1322,PRESTIGE,Prestige Estates Projects Limited,3.772413257781583
1323,PRICOLLTD,Pricol Limited,-1.7862415116622412
1324,PRIMESECU,Prime Securities Limited,-0.804020100502505
1325,PRINCEPIPE,Prince Pipes And Fittings Limited,1.5283690418033262
1326,PRITI,Priti International Limited,-0.08668015024559703
1327,PRITIKAUTO,Pritika Auto Industries Limited,
1328,PRIVISCL,Privi Speciality Chemicals Limited,2.013714087318813
1329,PROZONINTU,Prozone Intu Properties Limited,
1330,PRSMJOHNSN,Prism Johnson Limited,0.8484381025838752
1331,PRUDENT,Prudent Corporate Advisory Services Limited,4.117920148560809
1332,PSB,Punjab & Sind Bank,0.43290043290042884
1333,PSPPROJECT,PSP Projects Limited,-0.11603053435115059
1334,PTC,PTC India Limited,-0.39468963042697025
1335,PTL,PTL Enterprises Limited,-0.4444444444444402
1336,PUNJABCHEM,Punjab Chemicals & Crop Protection Limited,-2.0995698649972203
1337,PURVA,Puravankara Limited,0.9246417013407304
1338,PVP,PVP Ventures Limited,
1339,PVRINOX,PVR INOX Limited,-0.6672436416427061
1340,QUESS,Quess Corp Limited,-0.10541110330287858
1341,QUICKHEAL,Quick Heal Technologies Limited,-0.6567028985507323
1342,QUINTEGRA,Quintegra Solutions Limited,
1343,RACE,Race Eco Chain Limited,0.770359501100501
1344,RADAAN,Radaan Mediaworks India Limited,-2.77777777777778
1345,RADHIKAJWE,Radhika Jeweltech Limited,0.7320644216691069
1346,RADIANTCMS,Radiant Cash Management Services Limited,-0.9340944473274432
1347,RADICO,Radico Khaitan Limited,-0.3328842038519494
1348,RADIOCITY,Music Broadcast Limited,
1349,RAILTEL,Railtel Corporation Of India Limited,15.500358251731559
1350,RAIN,Rain Industries Limited,1.1083743842364426
1351,RAINBOW,Rainbow Childrens Medicare Limited,-0.4341875501439555
1352,RAJESHEXPO,Rajesh Exports Limited,0.20038072337441137
1353,RAJMET,Rajnandini Metal Limited,
1354,RAJRATAN,Rajratan Global Wire Limited,0.04703036818058439
1355,RAJRILTD,Raj Rayon Industries Limited,
1356,RAJSREESUG,Rajshree Sugars & Chemicals Limited,-0.3457216940363057
1357,RAJTV,Raj Television Network Limited,3.4188034188034218
1358,RAJVIR,Rajvir Industries Limited,
1359,RALLIS,Rallis India Limited,-0.08494372478232688
1360,RAMANEWS,Shree Rama Newsprint Limited,0.7722007722007832
1361,RAMAPHO,Rama Phosphates Limited,0.11988011988012444
1362,RAMASTEEL,Rama Steel Tubes Limited,2.374670184696566
1363,RAMCOCEM,The Ramco Cements Limited,2.3740924282586042
1364,RAMCOIND,Ramco Industries Limited,0.36919831223629596
1365,RAMCOSYS,Ramco Systems Limited,1.1528910961333807
1366,RAMKY,Ramky Infrastructure Limited,0.008971023593783892
1367,RAMRAT,Ram Ratna Wires Limited,-0.04870129870129132
1368,RANASUG,Rana Sugars Limited,3.6821705426356557
1369,RANEENGINE,Rane Engine Valve Limited,
1370,RANEHOLDIN,Rane Holdings Limited,2.04762853726585
1371,RATEGAIN,Rategain Travel Technologies Limited,2.7094414893616947
1372,RATNAMANI,Ratnamani Metals & Tubes Limited,-1.8393066646482368
1373,RAYMOND,Raymond Limited,1.300455159305757
1374,RBA,Restaurant Brands Asia Limited,-2.4822695035461035
1375,RBL,Rane Brake Lining Limited,-0.13421103086854583
1376,RBLBANK,RBL Bank Limited,-0.29319371727748217
1377,RCF,Rashtriya Chemicals and Fertilizers Limited,0.20567667626491154
1378,RCOM,Reliance Communications Limited,
1379,RECLTD,REC Limited,0.06285355122564662
1380,REDINGTON,Redington Limited,-0.41440867070449844
1381,REFEX,Refex Industries Limited,0.08169327887114067
1382,REGENCERAM,Regency Ceramics Limited,
1383,RELAXO,Relaxo Footwears Limited,-2.1801248809397844
1384,RELCAPITAL,Reliance Capital Limited,
1385,RELCHEMQ,Reliance Chemotex Industries Limited,1.45891988738162
1386,RELIANCE,Reliance Industries Limited,0.23473203157457792
1387,RELIGARE,Religare Enterprises Limited,-2.021706746116195
1388,RELINFRA,Reliance Infrastructure Limited,
1389,REMSONSIND,Remsons Industries Limited,
1390,RENUKA,Shree Renuka Sugars Limited,1.0729613733905579
1391,REPCOHOME,Repco Home Finance Limited,-0.24484536082473932
1392,REPL,Rudrabhishek Enterprises Limited,0.4323155903809689
1393,REPRO,Repro India Limited,-2.5535902541876614
1394,RESPONIND,Responsive Industries Limited,0.34736411932980094
1395,REVATHI,Revathi Equipment Limited,
1396,RGL,Renaissance Global Limited,-3.388235294117642
1397,RHFL,Reliance Home Finance Limited,
1398,RHIM,RHI MAGNESITA INDIA LIMITED,-1.2691587488730272
1399,RHL,Robust Hotels Limited,2.3508924684370944
1400,RICOAUTO,Rico Auto Industries Limited,-0.05903187721369204
1401,RIIL,Reliance Industrial Infrastructure Limited,-0.550503809289754
1402,RITCO,Ritco Logistics Limited,
1403,RITES,RITES Limited,1.8570287539936126
1404,RKDL,Ravi Kumar Distilleries Limited,
1405,RKEC,RKEC Projects Limited,1.1401743796110106
1406,RKFORGE,Ramkrishna Forgings Limited,-0.02803869339687814
