,SYMBOL,NAME OF COMPANY,cm26JUN2024bhav.csv,cm25JUN2024bhav.csv,cm24JUN2024bhav.csv,cm21JUN2024bhav.csv,cm20JUN2024bhav.csv,cm19JUN2024bhav.csv,cm18JUN2024bhav.csv,cm14JUN2024bhav.csv,cm13JUN2024bhav.csv,cm12JUN2024bhav.csv,cm11JUN2024bhav.csv,cm10JUN2024bhav.csv,cm07JUN2024bhav.csv,cm06JUN2024bhav.csv,cm05JUN2024bhav.csv,cm04JUN2024bhav.csv,cm03JUN2024bhav.csv
927,KITEX,Kitex Garments Limited,212.5,214.3,211.4,213.0,213.62,207.45,208.05,211.0,209.23,207.99,211.83,204.5,202.85,197.2,192.6,191.05,200.45
928,KKCL,Kewal Kiran Clothing Limited,737.0,725.35,721.0,717.4,707.0,710.0,705.15,707.3,718.0,702.0,695.0,692.15,688.0,668.9,640.0,636.0,678.85
929,KMSUGAR,K.M.Sugar Mills Limited,,,,,,,46.25,48.33,44.99,41.86,40.93,37.95,38.7,35.95,35.05,33.8,36.3
930,KNRCON,KNR Constructions Limited,350.8,345.35,348.0,350.0,360.25,359.85,373.55,387.0,383.65,372.3,372.4,378.0,373.5,383.8,341.0,302.0,323.8
931,KOHINOOR,Kohinoor Foods Limited,43.53,44.0,44.4,44.55,44.25,44.72,44.2,44.35,41.4,40.49,40.2,40.35,40.25,39.85,39.45,36.1,40.2
932,KOKUYOCMLN,Kokuyo Camlin Limited,152.2,151.0,152.5,153.83,153.61,153.5,150.5,152.0,151.43,150.0,146.55,143.0,142.5,141.95,137.7,136.7,142.4
933,KOLTEPATIL,Kolte - Patil Developers Limited,444.0,445.3,446.85,443.3,443.0,437.7,442.0,438.75,471.6,463.0,469.0,450.0,448.75,453.0,450.0,430.0,457.8
934,KOPRAN,Kopran Limited,259.5,256.35,254.5,253.0,256.8,253.5,255.7,260.5,260.95,239.5,239.09,237.95,237.95,236.95,233.5,210.4,226.4
935,KOTAKBANK,Kotak Mahindra Bank Limited,1797.7,1782.2,1770.3,1770.0,1765.0,1745.0,1721.4,1721.0,1725.0,1716.5,1722.9,1742.7,1752.3,1730.1,1715.0,1644.1,1720.45
936,KOTARISUG,Kothari Sugars And Chemicals Limited,58.8,59.55,60.98,62.36,63.75,63.3,61.99,63.69,63.5,61.25,61.9,57.12,58.6,57.0,56.45,56.55,59.2
937,KOTHARIPET,Kothari Petrochemicals Limited,139.6,140.0,142.64,142.96,138.99,135.75,136.1,134.69,135.0,135.4,133.99,134.0,132.55,130.4,127.75,124.9,130.5
938,KOTHARIPRO,Kothari Products Limited,138.0,141.0,140.78,141.1,134.7,131.11,132.4,129.9,130.9,130.55,131.8,128.1,123.4,122.9,119.3,120.65,127.05
939,KOVAI,Kovai Medical Center and Hospital Limited,,,,,,,,,,,,,,,,,
940,KPIGREEN,KPI Green Energy Limited,1738.1,1748.0,1751.9,1769.95,1780.0,1790.0,1824.0,1839.4,1859.9,1876.05,1819.0,1798.1,1820.0,1766.6,1682.0,1755.45,1845.0
941,KPITTECH,KPIT Technologies Limited,1595.0,1583.75,1606.0,1582.6,1551.0,1515.1,1511.0,1478.9,1488.05,1477.75,1479.0,1484.8,1518.0,1478.3,1437.0,1392.0,1447.5
942,KPRMILL,K.P.R. Mill Limited,891.75,890.0,893.9,880.9,887.05,875.15,866.0,851.0,858.0,840.0,841.0,847.0,840.0,820.25,816.0,809.0,799.95
943,KRBL,KRBL Limited,293.5,296.35,294.0,298.7,303.25,301.0,304.5,308.95,289.9,286.0,283.5,284.0,281.25,276.95,269.75,261.85,271.0
944,KREBSBIO,Krebs Biochemicals and Industries Limited,70.7,70.35,70.0,71.5,72.9,72.5,70.5,72.8,72.6,73.0,75.0,72.9,75.0,67.5,63.5,62.7,63.7
945,KRIDHANINF,Kridhan Infra Limited,,,,,,,,,,,,,,,,,
946,KRISHANA,Krishana Phoschem Limited,292.0,285.0,294.15,300.65,305.35,291.1,288.15,288.8,282.1,285.0,282.2,274.9,266.0,262.95,262.05,255.0,269.8
947,KRITI,Kriti Industries (India) Limited,199.51,180.35,189.5,189.9,194.71,194.0,193.5,182.55,180.41,164.01,136.15,138.5,127.3,124.5,115.3,103.0,111.0
948,KRITIKA,Kritika Wires Limited,19.2,19.62,19.8,19.91,20.38,20.1,20.4,19.91,19.1,19.44,19.6,19.7,,,,,
949,KRITINUT,Kriti Nutrients Limited,113.55,111.37,110.44,113.9,113.75,111.92,113.7,116.4,116.4,113.75,106.0,104.8,103.9,104.3,100.7,97.75,103.45
950,KRSNAA,Krsnaa Diagnostics Limited,622.4,624.1,627.4,628.7,645.0,644.15,650.0,662.55,679.0,636.0,601.0,598.0,587.0,560.0,540.5,555.0,571.0
951,KSB,Ksb Limited,4737.0,4815.0,4775.0,4799.95,4634.0,4623.0,4724.0,4738.8,4698.2,4690.1,4657.15,4627.0,4597.0,4543.0,4430.1,4351.0,4808.0
952,KSCL,Kaveri Seed Company Limited,942.9,983.9,1006.35,966.0,1012.0,936.0,946.95,947.95,913.8,937.0,928.0,935.8,953.5,900.0,867.0,870.0,865.55
953,KSHITIJPOL,Kshitij Polyline Limited,,,,,6.72,6.9,7.34,7.73,7.04,6.33,6.1,5.85,5.95,5.85,5.6,5.9,6.3
954,KSL,Kalyani Steels Limited,914.05,926.2,935.0,906.75,850.0,838.95,843.7,830.7,837.55,835.0,844.5,839.0,838.0,831.5,780.0,784.7,818.0
955,KSOLVES,Ksolves India Limited,1147.8,1177.0,1178.0,1200.0,1170.0,1171.0,1168.0,1161.0,1151.0,1130.0,1108.0,1112.1,1096.75,1055.0,1043.85,1021.0,1052.0
956,KTKBANK,The Karnataka Bank Limited,224.35,226.4,227.0,230.75,234.0,227.0,223.6,218.5,219.25,219.25,217.8,218.94,218.2,215.5,213.0,203.95,217.8
957,KUANTUM,Kuantum Papers Limited,161.4,160.7,163.3,160.1,160.41,161.5,162.5,160.0,155.45,155.02,153.06,152.0,151.0,147.75,139.7,141.9,152.05
958,L&TFH,L&T Finance Holdings Limited,,,,,,,,,,,,,,,,,
959,LAGNAM,Lagnam Spintex Limited,,,,,,,,,,,,,,,,,
960,LAKPRE,Lakshmi Precision Screws Limited,,,,,,,,,,,,,,,,,
961,LAL,Lorenzini Apparels Limited,22.73,23.02,23.79,23.1,23.39,23.27,23.69,24.0,24.62,24.5,24.33,25.15,24.1,22.5,22.1,22.85,23.8
962,LALPATHLAB,Dr. Lal Path Labs Ltd.,2750.0,2720.15,2695.45,2674.05,2702.0,2677.0,2720.8,2755.0,2784.0,2763.0,2791.05,2772.65,2800.0,2755.0,2763.7,2641.25,2677.0
963,LAMBODHARA,Lambodhara Textiles Limited,154.05,154.5,153.94,152.41,151.0,151.95,151.02,154.11,159.0,153.0,152.0,148.26,149.1,151.45,144.0,134.95,143.0
964,LANDMARK,Landmark Cars Limited,730.0,725.0,737.0,714.2,724.55,738.0,715.0,700.0,693.5,679.3,680.0,692.5,724.7,683.5,682.4,641.15,666.85
965,LAOPALA,La Opala RG Limited,330.65,328.0,330.55,332.5,334.2,337.8,326.15,317.0,330.3,330.0,327.0,319.05,311.8,307.5,306.95,300.0,311.05
966,LASA,Lasa Supergenerics Limited,23.18,23.0,23.19,23.2,23.22,23.2,23.01,23.6,23.44,23.26,22.6,23.5,23.5,21.5,20.4,20.0,21.0
967,LATENTVIEW,Latent View Analytics Limited,,,,,,,,,,,,,,,,,
968,LAURUSLABS,Laurus Labs Limited,426.1,426.95,428.8,429.5,432.05,430.0,429.2,434.6,439.1,438.6,441.0,443.75,436.0,430.0,425.55,407.0,427.85
969,LAXMICOT,Laxmi Cotspin Limited,31.4,31.01,32.0,31.4,31.7,31.41,32.0,32.9,33.59,32.06,32.05,30.8,31.0,29.65,28.25,26.75,30.05
970,LAXMIMACH,Lakshmi Machine Works Limited,17348.7,17124.2,16275.0,16199.8,16610.0,16500.0,16405.0,16000.05,15823.05,15790.95,15840.0,15800.0,15800.0,16100.0,15690.0,14998.95,16150.0
971,LCCINFOTEC,LCC Infotech Limited,,,,,,,,,,,,,,,,,
972,LEMONTREE,Lemon Tree Hotels Limited,148.5,150.9,146.75,148.0,147.29,145.38,145.0,149.4,144.01,145.0,143.5,143.38,142.0,139.75,140.1,133.0,140.6
973,LEXUS,Lexus Granito (India) Limited,45.75,48.18,39.96,38.76,38.9,39.22,39.01,39.4,39.46,38.82,39.4,39.39,39.5,39.25,39.3,40.0,39.75
974,LFIC,Lakshmi Finance & Industrial Corporation Limited,224.1,230.0,220.06,223.44,225.0,231.9,236.5,214.8,212.79,209.98,214.0,207.96,207.9,205.0,190.0,187.7,216.05
975,LGBBROSLTD,LG Balakrishnan & Bros Limited,1279.0,1272.0,1275.0,1259.0,1253.6,1255.0,1250.0,1257.0,1261.0,1234.0,1237.05,1237.0,1230.0,1209.95,1204.75,1155.5,1239.7
976,LGBFORGE,LGB Forge Limited,,13.2,14.0,14.35,12.36,10.32,10.2,9.95,9.98,9.95,9.7,9.74,9.85,9.6,9.1,9.2,9.85
977,LIBAS,Libas Consumer Products Limited,18.04,18.1,17.99,17.86,18.0,18.18,18.13,18.28,18.44,18.01,18.3,18.02,18.15,18.1,17.55,17.1,17.7
978,LIBERTSHOE,Liberty Shoes Limited,384.0,392.9,405.65,368.6,375.65,359.0,372.8,372.0,379.5,381.45,382.95,365.0,345.0,326.0,313.0,315.9,331.0
979,LICHSGFIN,LIC Housing Finance Limited,780.1,770.0,734.65,731.2,739.3,736.5,748.5,734.0,719.0,717.0,681.5,672.3,660.45,652.0,622.5,580.4,678.7
980,LICI,Life Insurance Corporation Of India,1001.0,1008.0,1016.0,1025.0,1028.1,1032.75,1057.0,1061.85,1003.0,999.0,1006.5,997.35,996.0,985.0,938.95,934.0,1065.9
981,LIKHITHA,Likhitha Infrastructure Limited,452.2,468.0,478.0,426.4,432.25,431.8,441.25,434.1,422.85,440.0,440.0,426.95,355.95,356.9,324.55,318.0,345.55
982,LINC,Linc Limited,582.15,588.4,591.65,595.0,592.0,581.05,590.0,587.4,594.0,589.8,588.9,585.95,584.95,588.9,541.0,540.0,576.2
983,LINCOLN,Lincoln Pharmaceuticals Limited,620.75,610.0,614.0,618.6,605.0,601.55,610.0,618.0,622.15,623.9,612.6,615.0,603.0,581.0,563.6,540.0,570.0
984,LINDEINDIA,Linde India Limited,8175.0,8242.0,8314.9,8370.05,8695.0,8932.0,9279.95,9225.0,9239.2,9185.0,8980.0,8444.0,8510.0,8698.0,8110.0,8305.5,8877.1
985,LODHA,Macrotech Developers Limited,1440.0,1477.0,1541.75,1590.0,1584.95,1547.0,1596.7,1555.0,1537.0,1469.0,1478.0,1471.2,1436.6,1384.0,1304.0,1309.8,1420.0
986,LOKESHMACH,Lokesh Machines Limited,,,,,,,,,,,,,,,,,
987,LOTUSEYE,Lotus Eye Hospital and Institute Limited,58.9,61.0,61.97,59.45,61.8,62.0,61.51,62.48,61.85,62.5,61.11,61.3,,,,,
988,LOVABLE,Lovable Lingerie Limited,143.1,137.92,126.2,127.05,128.0,124.8,125.5,126.6,128.75,127.0,125.5,123.6,123.15,121.45,119.1,112.25,123.0
989,LOYALTEX,Loyal Textile Mills Limited,590.7,592.2,580.7,574.0,591.0,613.2,598.45,610.4,588.0,548.0,555.0,566.0,545.0,549.7,560.0,524.7,546.0
990,LPDC,Landmark Property Development Company Limited,9.54,9.61,9.66,9.87,9.8,9.6,9.6,9.94,10.3,9.95,9.35,9.39,9.05,8.8,8.7,8.0,8.7
991,LSIL,Lloyds Steels Industries Limited,,,,,,,,,,,,,,,,,
992,LT,Larsen & Toubro Limited,3604.0,3588.45,3541.0,3524.0,3598.4,3606.95,3689.0,3681.1,3702.0,3630.0,3600.0,3541.95,3527.85,3496.0,3399.95,3415.0,3900.45
993,LTIM,LTIMindtree Limited,5165.65,5127.25,5110.0,5122.0,5052.0,5020.0,5089.0,5025.6,5040.0,4950.0,4901.0,4898.0,4970.0,4818.0,4680.0,4630.0,4649.4
994,LTTS,L&T Technology Services Limited,4834.15,4843.0,4825.05,4867.5,4873.95,4857.0,4863.0,4848.0,4905.0,4880.0,4873.0,4813.0,4802.0,4689.0,4633.0,4432.95,4498.0
995,LUMAXIND,Lumax Industries Limited,2785.0,2865.0,2859.0,2842.0,2884.85,2830.3,2847.85,2815.1,2882.0,2770.75,2765.0,2631.45,2694.0,2645.6,2605.0,2472.0,2550.5
996,LUMAXTECH,Lumax Auto Technologies Limited,585.0,554.5,552.0,517.9,536.0,527.7,522.35,528.0,518.8,502.0,501.0,500.25,503.9,487.0,469.7,461.0,475.35
997,LUPIN,Lupin Limited,1587.5,1558.0,1567.9,1565.0,1555.05,1572.0,1582.95,1603.5,1608.2,1605.95,1613.75,1629.0,1630.0,1609.9,1628.0,1570.4,1587.0
998,LUXIND,Lux Industries Limited,1470.0,1488.5,1490.0,1504.8,1518.0,1442.3,1450.0,1460.0,1478.0,1474.8,1464.0,1466.0,1446.05,1415.05,1405.0,1287.85,1445.0
999,LXCHEM,Laxmi Organic Industries Limited,254.8,257.38,262.0,264.49,263.2,254.5,249.0,251.4,253.68,253.58,250.0,246.29,240.95,239.4,233.15,228.7,240.2
1000,LYKALABS,Lyka Labs Limited,107.29,107.41,107.0,108.0,107.52,106.38,109.5,108.85,107.52,109.0,108.35,106.9,107.4,106.6,109.7,100.0,106.1
1001,LYPSAGEMS,Lypsa Gems & Jewellery Limited,5.65,5.67,5.79,5.7,5.75,5.79,5.59,5.82,5.8,5.72,5.7,5.68,5.65,5.85,5.55,5.4,5.55
1002,M&M,Mahindra & Mahindra Limited,2856.75,2909.0,2921.2,2834.65,2874.05,2930.0,2958.15,2924.0,2877.0,2796.65,2833.25,2814.0,2845.0,2699.0,2728.9,2584.0,2641.8
1003,M&MFIN,Mahindra & Mahindra Financial Services Limited,307.0,305.1,305.1,306.0,307.5,306.0,309.0,298.95,292.5,289.9,291.0,284.1,282.0,277.95,273.2,259.3,272.7
1004,MAANALU,Maan Aluminium Limited,144.0,145.84,146.25,145.15,151.0,137.0,138.92,142.0,139.72,141.44,143.0,143.5,138.7,137.0,138.5,132.0,133.3
1005,MACPOWER,Macpower CNC Machines Limited,,,,,,,,,,,,,,,,,
1006,MADHAV,Madhav Marbles and Granites Limited,,,,,,,,,,,,,,,,,
1007,MADHUCON,Madhucon Projects Limited,,,,,,,,,,,,,,,,,
1008,MADRASFERT,Madras Fertilizers Limited,108.08,106.7,108.4,116.24,129.05,107.8,103.9,100.74,101.4,101.55,99.7,100.8,92.7,90.8,87.7,86.8,92.4
1009,MAGADSUGAR,Magadh Sugar & Energy Limited,776.0,768.65,772.7,792.0,819.45,803.65,721.35,747.0,749.0,702.0,689.6,673.0,677.1,632.85,632.0,600.0,635.0
1010,MAGNUM,Magnum Ventures Limited,51.55,51.61,52.2,53.98,53.86,54.24,53.08,51.99,52.89,52.15,52.63,50.13,48.0,48.05,48.8,47.0,49.35
1011,MAHABANK,Bank of Maharashtra,64.69,64.75,66.05,65.25,66.29,65.5,65.68,66.3,66.7,67.42,66.4,66.3,66.8,66.15,63.7,63.9,72.55
1012,MAHAPEXLTD,Maha Rashtra Apex Corporation Limited,168.32,172.0,171.15,172.4,170.5,166.4,174.95,168.65,174.0,177.5,176.5,174.3,157.5,161.55,156.75,150.6,160.0
1013,MAHASTEEL,Mahamaya Steel Industries Limited,104.44,103.85,105.0,106.75,107.58,105.85,104.65,105.45,101.0,100.15,103.0,101.4,100.9,100.2,101.0,97.0,103.7
1014,MAHEPC,Mahindra EPC Irrigation Limited,,,,,,,163.6,171.2,172.0,165.94,158.9,142.45,134.45,133.0,132.75,125.0,132.6
1015,MAHESHWARI,Maheshwari Logistics Limited,65.0,66.0,64.0,64.6,67.5,66.0,65.6,64.0,64.25,64.45,65.0,65.1,63.55,63.5,60.0,61.0,63.35
1016,MAHINDCIE,Mahindra CIE Automotive Limited,,,,,,,,,,,,,,,,,
1017,MAHLIFE,Mahindra Lifespace Developers Limited,620.0,619.45,620.95,621.25,630.1,630.0,638.2,617.1,620.1,612.55,608.0,591.5,595.0,576.55,554.2,570.0,585.0
1018,MAHLOG,Mahindra Logistics Limited,481.05,488.0,486.75,477.0,481.05,470.0,470.4,464.0,465.0,464.85,466.0,472.95,443.85,429.75,432.0,428.8,436.0
1019,MAHSCOOTER,Maharashtra Scooters Limited,8705.5,8803.0,8950.0,8300.0,8034.5,8002.5,8099.0,8160.0,8171.4,7847.3,7726.7,7738.0,7755.0,7680.0,7500.0,7450.0,7725.35
1020,MAHSEAMLES,Maharashtra Seamless Limited,656.5,664.4,679.55,690.0,685.0,675.05,689.0,686.5,692.0,686.5,677.0,690.9,654.45,639.9,626.25,625.05,673.0
1021,MAITHANALL,Maithan Alloys Limited,1207.05,1220.0,1231.5,1238.0,1255.0,1229.0,1251.8,1243.0,1235.0,1208.1,1219.0,1208.0,1160.5,1139.75,1137.0,1107.2,1168.1
1022,MALLCOM,Mallcom (India) Limited,1019.0,1002.05,1032.0,1029.0,1026.6,1024.85,1046.7,1050.2,1035.0,1059.9,1005.0,1018.05,1023.1,1002.0,1022.95,960.0,1040.0
1023,MALUPAPER,Malu Paper Mills Limited,,,,,,,,,,,,,,,,,
1024,MANAKALUCO,Manaksia Aluminium Company Limited,29.6,28.8,28.1,28.6,28.63,28.35,28.51,29.3,29.9,29.23,26.46,26.88,27.0,26.85,26.0,25.65,27.2
1025,MANAKCOAT,Manaksia Coated Metals & Industries Limited,,,,,,,,,,,,,,,,,
1026,MANAKSIA,Manaksia Limited,97.0,98.0,97.88,98.98,99.48,99.56,99.3,100.0,99.75,100.5,99.85,101.37,100.0,102.1,99.35,94.0,101.25
1027,MANAKSTEEL,Manaksia Steels Limited,,,,,,,,,,,,,,,,,
1028,MANALIPETC,Manali Petrochemicals Limited,95.45,96.0,95.2,94.4,96.0,93.6,89.2,89.55,89.08,88.0,89.5,88.7,82.0,79.25,78.45,75.5,79.65
1029,MANAPPURAM,Manappuram Finance Limited,195.8,192.8,193.6,191.1,192.5,190.5,191.85,185.17,186.45,184.9,181.89,177.46,179.0,177.1,168.4,161.5,173.65
1030,MANGALAM,Mangalam Drugs And Organics Limited,107.67,106.5,106.4,106.2,108.6,107.75,113.01,112.64,108.5,107.05,107.7,105.0,105.0,101.65,101.05,97.05,100.75
1031,MANGCHEFER,Mangalore Chemicals & Fertilizers Limited,128.1,126.35,130.5,127.0,134.7,124.35,119.8,117.51,117.8,118.5,118.15,117.45,113.1,111.3,104.2,98.9,106.0
1032,MANGLMCEM,Mangalam Cement Limited,868.8,862.5,851.0,877.25,884.4,900.0,915.0,898.0,865.5,879.15,874.15,863.0,855.0,858.25,805.0,782.0,891.7
1033,MANINDS,Man Industries (India) Limited,405.05,383.0,388.0,392.35,400.1,401.0,419.2,424.05,408.55,385.45,368.1,376.5,355.0,350.65,340.0,355.9,373.65
1034,MANINFRA,Man Infraconstruction Limited,202.34,202.51,206.6,202.5,200.35,195.8,199.3,201.4,203.88,203.0,199.0,200.78,194.75,189.9,185.0,176.45,195.0
1035,MANKIND,Mankind Pharma Limited,2148.0,2142.0,2165.0,2165.0,2198.0,2202.6,2240.0,2230.0,2235.0,2214.0,2170.0,2177.15,2127.4,2154.05,2154.05,2092.0,2128.0
1036,MANOMAY,Manomay Tex India Limited,181.77,181.1,185.05,190.0,183.23,185.0,188.0,183.5,180.0,180.5,180.4,182.4,183.15,187.85,180.1,167.65,183.05
1037,MANORAMA,Manorama Industries Limited,,,,,,,,,,,,,,,,,
1038,MANORG,Mangalam Organics Limited,,,,,,,,,,,,,,,,,
1039,MANUGRAPH,Manugraph India Limited,22.24,22.1,23.3,23.15,23.82,23.0,22.98,23.23,21.0,21.31,19.8,19.24,18.6,19.05,18.35,19.3,20.1
1040,MANYAVAR,Vedant Fashions Limited,1078.0,1110.0,1092.05,1129.4,1152.6,1173.0,1195.0,1146.0,1148.45,1125.0,1116.8,1108.05,1115.95,1048.35,1052.0,1039.7,1043.25
1041,MAPMYINDIA,C.E. Info Systems Limited,2280.0,2413.0,2409.0,2503.0,2409.65,2007.0,1982.8,1962.0,1973.1,1989.0,1979.0,1974.0,2010.0,1964.0,1915.0,1910.0,1924.8
1042,MARALOVER,Maral Overseas Limited,74.34,74.9,73.44,75.1,72.66,72.4,71.0,73.73,72.0,70.45,68.5,68.74,69.5,68.9,66.6,66.0,69.0
1043,MARATHON,Marathon Nextgen Realty Limited,570.05,576.0,577.1,596.0,595.0,596.0,599.0,510.25,477.0,453.65,451.0,460.0,458.0,432.9,365.85,363.0,385.0
1044,MARICO,Marico Limited,615.5,614.15,623.6,609.9,628.95,621.0,624.05,618.15,611.0,629.7,646.6,650.5,653.6,638.75,650.55,613.0,595.0
1045,MARINE,Marine Electricals (India) Limited,159.0,161.34,153.66,146.35,154.06,162.17,154.45,147.1,139.0,132.17,120.34,109.93,108.8,109.05,103.05,102.5,109.0
1046,MARKSANS,Marksans Pharma Limited,162.15,162.8,164.77,163.0,161.15,158.29,159.5,160.2,160.0,156.1,154.86,156.9,156.4,152.55,147.0,140.95,146.0
1047,MARSHALL,Marshall Machines Limited,,,,,,,,,,,,,,,,,
1048,MARUTI,Maruti Suzuki India Limited,12199.8,12125.0,12239.9,12167.0,12160.0,12234.0,12570.0,12832.6,12840.0,12842.55,12870.0,12741.0,12790.0,12684.5,12511.55,12204.65,12490.0
1049,MASFIN,MAS Financial Services Limited,300.0,316.3,318.0,312.45,316.65,315.0,307.0,309.95,312.45,303.0,301.95,298.0,295.0,295.0,289.1,283.2,287.8
1050,MASKINVEST,Mask Investments Limited,88.01,88.01,87.4,84.69,82.5,81.0,82.23,78.32,75.96,74.0,71.25,74.91,,,,,
1051,MASTEK,Mastek Limited,2688.0,2687.0,2713.9,2737.1,2685.0,2724.0,2675.0,2707.0,2756.8,2754.0,2754.0,2793.3,2786.0,2580.1,2419.0,2290.0,2372.0
1052,MATRIMONY,Matrimony.Com Limited,622.0,630.35,636.0,624.8,620.1,619.2,630.0,629.0,623.75,610.0,601.5,620.1,628.5,619.0,590.25,562.05,586.0
1053,MAWANASUG,Mawana Sugars Limited,128.82,128.17,129.0,130.65,131.9,130.9,123.0,119.6,121.05,108.0,106.45,102.58,102.0,100.8,98.8,95.0,100.1
1054,MAXHEALTH,Max Healthcare Institute Limited,879.0,890.8,893.45,928.0,937.15,899.05,902.0,930.0,892.0,871.0,802.7,810.0,823.0,833.0,818.8,785.45,765.0
1055,MAXIND,Max India Limited,299.95,298.8,296.2,290.85,296.7,300.45,312.45,303.0,288.2,290.0,290.0,286.5,269.0,263.5,252.0,260.0,253.3
1056,MAXVIL,Max Ventures and Industries Limited,,,,,,,,,,,,,,,,,
1057,MAYURUNIQ,Mayur Uniquoters Ltd,642.3,647.8,653.5,650.6,654.5,658.0,666.95,657.0,603.25,612.2,590.0,588.0,570.0,559.0,528.0,501.3,532.2
1058,MAZDA,Mazda Limited,1365.0,1384.0,1386.5,1442.0,1416.65,1411.05,1442.8,1390.0,1402.0,1405.0,1376.7,1360.65,1364.45,1326.95,1303.3,1288.55,1342.0
1059,MAZDOCK,Mazagon Dock Shipbuilders Limited,4085.0,3973.95,3970.95,3896.0,3967.0,3970.0,4168.0,3865.0,3385.0,3200.0,3193.0,3116.25,3140.0,3173.1,2806.9,2729.9,3249.0
1060,MBAPL,Madhya Bharat Agro Products Limited,233.36,227.7,229.5,238.0,245.0,237.05,239.0,229.02,230.05,228.0,226.0,228.19,229.3,228.0,221.5,225.9,235.0
1061,MBECL,Mcnally Bharat Engineering Company Limited,,,,,,,,,,,,,,,,,
1062,MBLINFRA,MBL Infrastructure Limited,67.68,62.4,57.7,53.8,53.99,51.0,52.4,52.3,54.0,55.56,46.8,43.5,44.7,45.2,42.0,39.15,43.9
1063,MCDOWELL-N,United Spirits Limited,,,,,,,,,,,,,,1309.0,1291.05,1210.05,1175.45
1064,MCL,Madhav Copper Limited,36.63,37.44,37.6,37.05,36.99,37.45,37.05,37.88,36.91,37.8,37.98,37.61,37.75,37.85,37.45,37.0,38.0
1065,MCLEODRUSS,Mcleod Russel India Limited,27.45,27.16,28.25,28.24,28.56,28.3,29.5,28.72,27.23,24.9,24.09,23.85,23.95,22.2,21.55,22.8,23.75
1066,MCX,Multi Commodity Exchange of India Limited,3804.9,3937.65,3850.0,3807.35,3840.0,3866.0,3917.9,3901.35,3885.0,3803.0,3699.0,3640.0,3620.0,3500.0,3482.8,3219.0,3637.0
1067,MEDANTA,Global Health Limited,1302.5,1290.0,1305.0,1320.5,1316.0,1353.0,1370.0,1354.0,1280.0,1241.0,1228.0,1210.0,1222.5,1190.6,1119.0,1091.0,1167.45
1068,MEDICAMEQ,Medicamen Biotech Limited,451.1,473.0,472.5,479.8,488.0,469.35,471.1,480.9,475.8,480.05,480.35,477.4,495.0,482.9,467.0,467.85,498.5
1069,MEDICO,Medico Remedies Limited,,,,,,,,,,,,,,,,,
1070,MEDPLUS,Medplus Health Services Limited,684.25,686.0,686.0,684.4,690.9,695.5,700.35,695.95,699.0,700.0,700.05,705.0,702.3,703.0,697.6,699.8,718.15
1071,MEGASOFT,Megasoft Limited,66.66,67.0,68.65,68.1,66.5,66.9,66.8,66.88,68.65,67.15,66.5,66.75,68.55,65.3,62.5,60.9,64.7
1072,MEGASTAR,Megastar Foods Limited,244.39,247.99,247.0,254.5,251.7,255.0,259.1,262.9,255.68,261.96,253.1,254.55,253.85,256.75,236.85,225.0,240.9
1073,MELSTAR,Melstar Information Technologies Limited,,,,,,,,,,,,,,,,,
1074,MENONBE,Menon Bearings Limited,146.5,150.11,148.0,125.6,126.35,128.0,124.8,127.25,126.0,126.5,123.49,123.5,123.8,120.85,119.8,114.0,117.45
1075,MEP,MEP Infrastructure Developers Limited,,,,,,,,,,,,,,,,,
1076,METALFORGE,Metalyst Forgings Limited,,,,,,,,,,,,,,,,,
1077,METROBRAND,Metro Brands Limited,1226.0,1247.25,1243.0,1261.25,1294.0,1239.0,1250.05,1149.95,1129.7,1126.0,1132.0,1148.0,1157.0,1162.0,1139.0,1093.25,1143.55
1078,METROPOLIS,Metropolis Healthcare Limited,1937.15,1935.75,1930.0,1938.1,1945.0,1946.9,1959.0,1957.0,1989.95,1956.95,1992.3,2008.0,2014.1,2034.0,1986.4,1880.0,1923.0
1079,MFL,Meghmani Finechem Limited,,,,,,,,,,,,,,,,,
1080,MFSL,Max Financial Services Limited,970.0,976.15,985.0,985.4,989.95,987.95,990.5,992.9,987.75,965.5,948.0,949.0,939.35,930.05,926.05,900.0,938.8
1081,MGEL,Mangalam Global Enterprise Limited,21.67,21.0,20.5,20.7,20.69,22.1,22.2,21.25,21.01,21.0,20.7,21.57,21.45,21.0,20.4,19.7,20.8
1082,MGL,Mahanagar Gas Limited,1498.6,1499.9,1487.0,1478.9,1501.2,1446.45,1467.7,1459.5,1465.0,1446.8,1419.7,1407.0,1380.0,1365.0,1310.2,1275.6,1377.25
1083,MHLXMIRU,Mahalaxmi Rubtech Limited,202.0,205.0,201.2,208.0,209.38,208.0,210.0,210.53,212.0,216.95,212.85,214.49,210.05,208.8,201.0,195.5,210.0
1084,MHRIL,Mahindra Holidays & Resorts India Limited,465.0,484.3,483.0,475.5,485.0,434.8,433.0,427.0,425.8,423.05,411.45,403.4,402.8,398.15,395.0,382.0,400.0
1085,MICEL,MIC Electronics Limited,74.6,71.05,67.67,64.45,61.39,58.47,55.69,53.3,52.8,52.5,52.21,49.74,49.5,48.0,45.7,46.2,48.8
1086,MIDHANI,Mishra Dhatu Nigam Limited,473.0,468.85,459.55,461.0,465.1,460.5,459.8,456.0,447.0,435.75,433.0,421.0,414.5,410.9,380.15,384.55,450.0
